-----------------------------------------------------
-----     Resultados    -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.099
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	419712.0	419712.0	419710.0	0.0	 	2.0
0	2	320160.0	320160.0	320160.0	0.0	 	0.0
0	3	409012.0	409008.0	409010.0	0.0	 	2.0
0	4	427968.0	427968.0	427970.0	2.0	 	0.0
0	5	123840.0	123840.0	123840.0	0.0	 	0.0
0	6	241528.0	243600.0	243600.0	2072.0	 	0.0
0	7	144236.0	144240.0	153960.0	9724.0	 	0.0
0	8	288288.0	288288.0	288290.0	2.0	 	0.0
0	9	237412.0	237408.0	237410.0	0.0	 	2.0
0	10	27408.0	27408.0	27408.0	0.0	 	0.0
0	11	176064.0	176064.0	176060.0	0.0	 	4.0
0	12	400712.0	401568.0	401570.0	858.0	 	0.0
0	13	415392.0	415392.0	415390.0	0.0	 	2.0
0	14	416112.0	423504.0	423500.0	7388.0	 	0.0
0	15	170160.0	170160.0	170160.0	0.0	 	0.0
0	16	37296.0	33600.0	33600.0	0.0	 	3696.0
0	17	278712.0	273984.0	287300.0	8588.0	 	0.0
1	0	343012.0	343008.0	343010.0	0.0	 	2.0
1	2	329868.0	328272.0	328270.0	0.0	 	1598.0
1	3	326692.0	326688.0	326690.0	0.0	 	2.0
1	4	364900.0	364896.0	364900.0	0.0	 	0.0
1	5	339168.0	339168.0	339170.0	2.0	 	0.0
1	6	427632.0	429072.0	429070.0	1438.0	 	0.0
1	7	431456.0	431616.0	431620.0	164.0	 	0.0
1	8	267064.0	267072.0	267070.0	6.0	 	0.0
1	9	189024.0	189024.0	189020.0	0.0	 	4.0
1	10	129576.0	132768.0	132770.0	3194.0	 	0.0
1	11	88800.0	88800.0	88800.0	0.0	 	0.0
1	12	407144.0	408000.0	408000.0	856.0	 	0.0
1	13	168580.0	168576.0	168580.0	0.0	 	0.0
1	14	48808.0	49248.0	49248.0	440.0	 	0.0
1	15	18436.0	18432.0	18432.0	0.0	 	4.0
1	16	97248.0	97248.0	97248.0	0.0	 	0.0
1	17	21484.0	19680.0	21484.0	0.0	 	0.0
2	0	68580.0	67728.0	67728.0	0.0	 	852.0
2	1	284636.0	284640.0	292360.0	7724.0	 	0.0
2	3	261600.0	261600.0	261600.0	0.0	 	0.0
2	4	310468.0	310464.0	310460.0	0.0	 	8.0
2	5	76940.0	76944.0	76944.0	4.0	 	0.0
2	6	201504.0	201504.0	201500.0	0.0	 	4.0
2	7	309416.0	309408.0	309410.0	0.0	 	6.0
2	8	60720.0	60720.0	60720.0	0.0	 	0.0
2	9	360384.0	360384.0	360380.0	0.0	 	4.0
2	10	248780.0	248784.0	248780.0	0.0	 	0.0
2	11	307472.0	306816.0	321540.0	14068.0	 	0.0
2	12	239860.0	239856.0	239860.0	0.0	 	0.0
2	13	417224.0	417216.0	417220.0	0.0	 	4.0
2	14	367344.0	367344.0	367340.0	0.0	 	4.0
2	15	38208.0	38208.0	38208.0	0.0	 	0.0
2	16	315840.0	315840.0	315840.0	0.0	 	0.0
2	17	412800.0	412800.0	412800.0	0.0	 	0.0
3	0	244852.0	244848.0	244850.0	0.0	 	2.0
3	1	202080.0	202080.0	202080.0	0.0	 	0.0
3	2	118460.0	118464.0	118460.0	0.0	 	0.0
3	4	173272.0	172944.0	172940.0	0.0	 	332.0
