-----------------------------------------------------
-----     Resultados    -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.016
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	123820.0	123816.0	123820.0	0.0	 	0.0
0	2	75602.0	75600.0	75600.0	0.0	 	2.0
0	3	31754.0	31752.0	31752.0	0.0	 	2.0
0	4	104468.0	104472.0	104470.0	2.0	 	0.0
0	5	4156.0	4104.0	4159.0	3.0	 	0.0
0	6	65870.0	65928.0	65928.0	58.0	 	0.0
0	7	134908.0	134880.0	140090.0	5182.0	 	0.0
0	8	125810.0	125808.0	125810.0	0.0	 	0.0
0	9	49344.0	49344.0	49344.0	0.0	 	0.0
0	10	15096.0	15096.0	15096.0	0.0	 	0.0
0	11	143476.0	143472.0	143470.0	0.0	 	6.0
1	0	30338.0	30336.0	30336.0	0.0	 	2.0
1	2	116040.0	116040.0	127480.0	11440.0	 	0.0
1	3	140880.0	140880.0	140880.0	0.0	 	0.0
1	4	92040.0	92040.0	95161.0	3121.0	 	0.0
1	5	81936.0	81936.0	81936.0	0.0	 	0.0
1	6	3606.0	3600.0	3831.0	225.0	 	0.0
1	7	93888.0	93888.0	93888.0	0.0	 	0.0
1	8	138070.0	138072.0	138070.0	0.0	 	0.0
1	9	101818.0	104760.0	104760.0	2942.0	 	0.0
1	10	123840.0	123840.0	123840.0	0.0	 	0.0
1	11	87290.0	84336.0	87291.0	1.0	 	0.0
2	0	143904.0	143904.0	143900.0	0.0	 	4.0
2	1	29786.0	29784.0	29784.0	0.0	 	2.0
2	3	137112.0	137112.0	137110.0	0.0	 	2.0
2	4	59858.0	59856.0	59856.0	0.0	 	2.0
2	5	56714.0	56712.0	56712.0	0.0	 	2.0
2	6	58056.0	58056.0	58056.0	0.0	 	0.0
2	7	86180.0	86208.0	86208.0	28.0	 	0.0
2	8	123360.0	123360.0	123360.0	0.0	 	0.0
2	9	110590.0	110592.0	110590.0	0.0	 	0.0
2	10	71760.0	71760.0	71760.0	0.0	 	0.0
2	11	94248.0	94248.0	94248.0	0.0	 	0.0
3	0	29184.0	29184.0	29184.0	0.0	 	0.0
3	1	66702.0	66696.0	66696.0	0.0	 	6.0
3	2	72940.0	73008.0	73008.0	68.0	 	0.0
3	4	124322.0	124320.0	124320.0	0.0	 	2.0
3	5	63528.0	63528.0	63528.0	0.0	 	0.0
3	6	19608.0	19608.0	19608.0	0.0	 	0.0
3	7	70272.0	70272.0	70272.0	0.0	 	0.0
3	8	125280.0	125280.0	125280.0	0.0	 	0.0
3	9	24312.0	24312.0	24312.0	0.0	 	0.0
3	10	19056.0	19056.0	19056.0	0.0	 	0.0
3	11	87592.0	87600.0	87619.0	27.0	 	0.0
4	0	2904.0	2904.0	2904.0	0.0	 	0.0
4	1	129100.0	129096.0	129100.0	0.0	 	0.0
4	2	124438.0	124344.0	124340.0	0.0	 	98.0
4	3	112420.0	112416.0	112420.0	0.0	 	0.0
4	5	85318.0	85320.0	85320.0	2.0	 	0.0
4	6	109464.0	109464.0	109460.0	0.0	 	4.0
4	7	130320.0	130320.0	130320.0	0.0	 	0.0
4	8	65664.0	65664.0	65664.0	0.0	 	0.0
4	9	7656.0	7656.0	7772.0	116.0	 	0.0
4	10	47688.0	47688.0	47688.0	0.0	 	0.0
4	11	93524.0	93528.0	93528.0	4.0	 	0.0
5	0	15600.0	15600.0	15600.0	0.0	 	0.0
5	1	132028.0	132024.0	132020.0	0.0	 	8.0
5	2	110210.0	110208.0	110210.0	0.0	 	0.0
5	3	68928.0	68928.0	68928.0	0.0	 	0.0
5	4	4944.0	4944.0	4944.0	0.0	 	0.0
5	6	89884.0	89832.0	89832.0	0.0	 	52.0
5	7	98352.0	98352.0	98352.0	0.0	 	0.0
5	8	85776.0	85776.0	85776.0	0.0	 	0.0
5	9	29304.0	29304.0	29304.0	0.0	 	0.0
5	10	134736.0	134736.0	143880.0	9144.0	 	0.0
5	11	81768.0	81768.0	81768.0	0.0	 	0.0
6	0	103060.0	103056.0	103060.0	0.0	 	0.0
6	1	66384.0	66384.0	66384.0	0.0	 	0.0
6	2	108240.0	108240.0	113270.0	5030.0	 	0.0
6	3	135500.0	135504.0	135500.0	0.0	 	0.0
6	4	54984.0	54984.0	54984.0	0.0	 	0.0
6	5	54672.0	54672.0	54672.0	0.0	 	0.0
6	7	117386.0	117384.0	117380.0	0.0	 	6.0
6	8	75408.0	75408.0	75408.0	0.0	 	0.0
6	9	94968.0	94968.0	94968.0	0.0	 	0.0
6	10	48504.0	48504.0	48504.0	0.0	 	0.0
6	11	122276.0	122280.0	122280.0	4.0	 	0.0
7	0	38424.0	38424.0	38424.0	0.0	 	0.0
7	1	118580.0	118584.0	118580.0	0.0	 	0.0
7	2	140638.0	140640.0	152230.0	11592.0	 	0.0
7	3	109150.0	109152.0	109150.0	0.0	 	0.0
7	4	138820.0	138816.0	138820.0	0.0	 	0.0
7	5	47280.0	47280.0	47280.0	0.0	 	0.0
7	6	55824.0	55824.0	55824.0	0.0	 	0.0
7	8	135860.0	135864.0	135860.0	0.0	 	0.0
7	9	72072.0	72072.0	72072.0	0.0	 	0.0
7	10	126244.0	126240.0	137850.0	11606.0	 	0.0
7	11	112920.0	112920.0	112920.0	0.0	 	0.0
8	0	85224.0	85224.0	85224.0	0.0	 	0.0
8	1	142608.0	142608.0	142610.0	2.0	 	0.0
8	2	55992.0	55992.0	55992.0	0.0	 	0.0
8	3	63360.0	63360.0	63360.0	0.0	 	0.0
8	4	54002.0	49632.0	49632.0	0.0	 	4370.0
8	5	46536.0	46536.0	46536.0	0.0	 	0.0
8	6	117220.0	117216.0	117220.0	0.0	 	0.0
8	7	6120.0	6120.0	6120.0	0.0	 	0.0
8	9	86664.0	86664.0	86664.0	0.0	 	0.0
8	10	139390.0	139392.0	139390.0	0.0	 	0.0
8	11	91344.0	91344.0	91344.0	0.0	 	0.0
9	0	87336.0	87336.0	87336.0	0.0	 	0.0
9	1	25008.0	25008.0	25008.0	0.0	 	0.0
9	2	22012.0	22200.0	24148.0	2136.0	 	0.0
9	3	59878.0	63816.0	63816.0	3938.0	 	0.0
9	4	128180.0	130272.0	130270.0	2090.0	 	0.0
9	5	81752.0	81744.0	87198.0	5446.0	 	0.0
9	6	6140.0	6144.0	6736.0	596.0	 	0.0
9	7	11256.0	11256.0	11256.0	0.0	 	0.0
9	8	51960.0	51960.0	51960.0	0.0	 	0.0
9	10	116758.0	112728.0	116760.0	2.0	 	0.0
9	11	53954.0	53952.0	53952.0	0.0	 	2.0
10	0	13562.0	13536.0	13536.0	0.0	 	26.0
10	1	67656.0	67656.0	67656.0	0.0	 	0.0
10	2	11104.0	10968.0	11105.0	1.0	 	0.0
10	3	138846.0	134976.0	134980.0	0.0	 	3866.0
10	4	19992.0	19992.0	19992.0	0.0	 	0.0
10	5	109968.0	109968.0	109970.0	2.0	 	0.0
10	6	36240.0	36240.0	36240.0	0.0	 	0.0
10	7	3432.0	3432.0	3432.0	0.0	 	0.0
10	8	19104.0	19104.0	19104.0	0.0	 	0.0
10	9	117144.0	117144.0	117140.0	0.0	 	4.0
10	11	111144.0	111144.0	121770.0	10626.0	 	0.0
11	0	19992.0	19992.0	19992.0	0.0	 	0.0
11	1	122810.0	122808.0	122810.0	0.0	 	0.0
11	2	21792.0	21792.0	21792.0	0.0	 	0.0
11	3	31728.0	31728.0	31728.0	0.0	 	0.0
11	4	79438.0	81624.0	81624.0	2186.0	 	0.0
11	5	43054.0	43056.0	43056.0	2.0	 	0.0
11	6	104614.0	104616.0	104620.0	6.0	 	0.0
11	7	1386.0	1392.0	1428.0	42.0	 	0.0
11	8	67496.0	63120.0	67497.0	1.0	 	0.0
11	9	44802.0	44040.0	44040.0	0.0	 	762.0
11	10	528.0	528.0	528.0	0.0	 	0.0

l	i	j	v Observado	v Estimado
0	0	1	180252.0	180252.0
1	0	1	180252.0	180252.0
0	0	2	78684.0	78684.0
1	0	2	78684.0	78684.0
0	0	3	49926.0	49926.0
1	0	3	49926.0	49926.0
0	2	4	155250.0	155250.0
1	2	4	155250.0	155250.0
0	3	4	152508.0	152508.0
1	3	4	152508.0	152508.0
0	1	5	212670.0	212670.0
1	1	5	212670.0	212670.0
0	2	5	87000.0	87000.0
1	2	5	87000.0	87000.0
0	5	6	120540.0	120540.0
1	5	6	120540.0	120540.0
0	5	7	289032.0	289032.0
1	5	7	289032.0	289032.0
0	0	10	200724.0	200724.0
0	10	8	305688.0	305688.0
1	0	10	200724.0	200724.0
1	10	8	305688.0	305688.0
0	0	11	129534.0	129534.0
0	11	9	158508.0	158508.0
1	0	11	129534.0	129534.0
1	11	9	158508.0	158508.0
0	10	9	83922.0	83922.0
1	10	9	83922.0	83922.0
0	1	0	119064.0	119064.0
1	1	0	119064.0	119064.0
0	1	2	86478.0	86478.0
1	1	2	86478.0	86478.0
0	1	3	124410.0	124410.0
1	1	3	124410.0	124410.0
0	1	11	313524.0	313524.0
1	1	11	313524.0	313524.0
0	3	10	181194.0	181194.0
1	3	10	181194.0	181194.0
0	2	0	114180.0	114180.0
1	2	0	114180.0	114180.0
0	2	1	93750.0	93750.0
1	2	1	93750.0	93750.0
0	2	3	86496.0	86496.0
1	2	3	86496.0	86496.0
0	4	6	106728.0	106728.0
1	4	6	106728.0	106728.0
0	4	8	163026.0	163026.0
1	4	8	163026.0	163026.0
0	3	0	92646.0	92646.0
1	3	0	92646.0	92646.0
0	3	1	134286.0	134286.0
1	3	1	134286.0	134286.0
0	3	2	39246.0	39246.0
1	3	2	39246.0	39246.0
0	3	5	126786.0	126786.0
1	3	5	126786.0	126786.0
0	4	3	197610.0	197610.0
1	4	3	197610.0	197610.0
0	4	2	123504.0	123504.0
1	4	2	123504.0	123504.0
0	4	5	107514.0	107514.0
0	5	1	337428.0	337428.0
1	4	5	107514.0	107514.0
1	5	1	337428.0	337428.0
0	6	7	145584.0	145584.0
1	6	7	145584.0	145584.0
0	8	9	93738.0	93738.0
1	8	9	93738.0	93738.0
0	8	10	237930.0	237930.0
1	8	10	237930.0	237930.0
0	5	3	245712.0	245712.0
1	5	3	245712.0	245712.0
0	5	2	152484.0	152484.0
1	5	2	152484.0	152484.0
0	5	4	23916.0	23916.0
1	5	4	23916.0	23916.0
0	6	8	107142.0	107142.0
1	6	8	107142.0	107142.0
0	7	9	193020.0	193020.0
1	7	9	193020.0	193020.0
0	6	5	215196.0	215196.0
1	6	5	215196.0	215196.0
0	6	4	123132.0	123132.0
1	6	4	123132.0	123132.0
0	9	11	171180.0	171180.0
1	9	11	171180.0	171180.0
0	7	8	153408.0	153408.0
0	10	0	115632.0	115632.0
1	7	8	153408.0	153408.0
1	10	0	115632.0	115632.0
0	7	5	331638.0	331638.0
1	7	5	331638.0	331638.0
0	7	6	64152.0	64152.0
1	7	6	64152.0	64152.0
0	8	4	219852.0	219852.0
1	8	4	219852.0	219852.0
0	9	10	147216.0	147216.0
1	9	10	147216.0	147216.0
0	8	7	86856.0	86856.0
1	8	7	86856.0	86856.0
0	10	3	185892.0	185892.0
1	10	3	185892.0	185892.0
0	8	6	142206.0	142206.0
1	8	6	142206.0	142206.0
0	10	11	95322.0	95322.0
1	10	11	95322.0	95322.0
0	11	0	45210.0	45210.0
1	11	0	45210.0	45210.0
0	11	1	117798.0	117798.0
1	11	1	117798.0	117798.0
0	9	8	113982.0	113982.0
1	9	8	113982.0	113982.0
0	9	7	49590.0	49590.0
1	9	7	49590.0	49590.0
0	11	10	117096.0	117096.0
1	11	10	117096.0	117096.0
