-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.02
CPU time: 0.002
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	62652.0	62652.0	62652.0	0	 	0
0	2	49572.0	49572.0	49572.0	0	 	0
0	3	15576.0	15576.0	15576.0	0	 	0
0	4	4596.0	4596.0	4596.0	0	 	0
0	5	53364.0	53364.0	53364.0	0	 	0
0	6	69024.0	69024.0	69024.0	0	 	0
0	7	46992.0	46992.0	46992.0	0	 	0
0	8	53280.0	53280.0	53280.0	0	 	0
0	9	34008.0	34008.0	34008.0	0	 	0
0	10	60120.0	60120.0	60120.0	0	 	0
0	11	43260.0	43260.0	43260.0	0	 	0
0	12	33480.0	33480.0	33480.0	0	 	0
1	0	12612.0	12612.0	12612.0	0	 	0
1	2	20220.0	20220.0	20220.0	0	 	0
1	3	972.0	972.0	972.0	0	 	0
1	4	10428.0	10428.0	10428.0	0	 	0
1	5	61308.0	61308.0	61308.0	0	 	0
1	6	8316.0	8316.0	8316.0	0	 	0
1	7	17652.0	17652.0	17652.0	0	 	0
1	8	76404.0	76404.0	76404.0	0	 	0
1	9	41172.0	41172.0	41172.0	0	 	0
1	10	22092.0	22092.0	22092.0	0	 	0
1	11	13236.0	13236.0	13236.0	0	 	0
1	12	54480.0	54480.0	54480.0	0	 	0
2	0	70032.0	70032.0	70032.0	0	 	0
2	1	31764.0	31764.0	31764.0	0	 	0
2	3	48420.0	48420.0	48420.0	0	 	0
2	4	44784.0	44784.0	44784.0	0	 	0
2	5	73896.0	73896.0	73896.0	0	 	0
2	6	15720.0	15720.0	15720.0	0	 	0
2	7	43392.0	43392.0	43392.0	0	 	0
2	8	35928.0	35928.0	35928.0	0	 	0
2	9	73188.0	73188.0	73188.0	0	 	0
2	10	12564.0	12564.0	12564.0	0	 	0
2	11	45312.0	45312.0	45312.0	0	 	0
2	12	40788.0	40788.0	40788.0	0	 	0
3	0	73788.0	73788.0	73788.0	0	 	0
3	1	71076.0	71076.0	71076.0	0	 	0
3	2	5028.0	5028.0	5028.0	0	 	0
3	4	54780.0	54780.0	54780.0	0	 	0
3	5	18840.0	18840.0	18840.0	0	 	0
3	6	6420.0	6420.0	6420.0	0	 	0
3	7	35832.0	35832.0	35832.0	0	 	0
3	8	50352.0	50352.0	50352.0	0	 	0
3	9	31428.0	31428.0	31428.0	0	 	0
3	10	46164.0	46164.0	46164.0	0	 	0
3	11	39228.0	39228.0	39228.0	0	 	0
3	12	36732.0	36732.0	36732.0	0	 	0
4	0	960.0	960.0	960.0	0	 	0
4	1	312.0	312.0	312.0	0	 	0
4	2	56904.0	56904.0	56904.0	0	 	0
4	3	53196.0	53196.0	53196.0	0	 	0
4	5	42948.0	42948.0	42948.0	0	 	0
4	6	72072.0	72072.0	72072.0	0	 	0
4	7	56124.0	56124.0	56124.0	0	 	0
4	8	45144.0	45144.0	45144.0	0	 	0
4	9	49872.0	49872.0	49872.0	0	 	0
4	10	23160.0	23160.0	23160.0	0	 	0
4	11	28704.0	28704.0	28704.0	0	 	0
4	12	37956.0	37956.0	37956.0	0	 	0
5	0	55428.0	55428.0	55428.0	0	 	0
5	1	9048.0	9048.0	9048.0	0	 	0
5	2	6036.0	6036.0	6036.0	0	 	0
5	3	61500.0	61500.0	61500.0	0	 	0
5	4	70980.0	70980.0	70980.0	0	 	0
5	6	49224.0	49224.0	49224.0	0	 	0
5	7	53148.0	53148.0	53148.0	0	 	0
5	8	32088.0	32088.0	32088.0	0	 	0
5	9	16812.0	16812.0	16812.0	0	 	0
5	10	46248.0	46248.0	46248.0	0	 	0
5	11	27456.0	27456.0	27456.0	0	 	0
5	12	41460.0	41460.0	41460.0	0	 	0
6	0	58896.0	58896.0	58896.0	0	 	0
6	1	69012.0	69012.0	69012.0	0	 	0
6	2	2472.0	2472.0	2472.0	0	 	0
6	3	65556.0	65556.0	65556.0	0	 	0
6	4	15612.0	15612.0	15612.0	0	 	0
6	5	9552.0	9552.0	9552.0	0	 	0
6	7	59928.0	59928.0	59928.0	0	 	0
6	8	25392.0	25392.0	25392.0	0	 	0
6	9	64056.0	64056.0	64056.0	0	 	0
6	10	16032.0	16032.0	16032.0	0	 	0
