-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.04
CPU time: 0.038
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	129204.0	129204.0	129204.0	0	 	0
0	2	111960.0	111960.0	111960.0	0	 	0
0	3	169200.0	169200.0	169200.0	0	 	0
0	4	81648.0	81648.0	81648.0	0	 	0
0	5	248328.0	248328.0	248328.0	0	 	0
0	6	30960.0	30960.0	30960.0	0	 	0
0	7	19224.0	19224.0	19224.0	0	 	0
0	8	158580.0	158580.0	158580.0	0	 	0
0	9	792.0	792.0	792.0	0	 	0
0	10	67464.0	67464.0	67464.0	0	 	0
0	11	113292.0	113292.0	113292.0	0	 	0
0	12	128556.0	128556.0	128556.0	0	 	0
0	13	247176.0	247176.0	247176.0	0	 	0
0	14	257904.0	257904.0	257904.0	0	 	0
1	0	46836.0	46836.0	46836.0	0	 	0
1	2	258192.0	258192.0	258192.0	0	 	0
1	3	140832.0	140832.0	140832.0	0	 	0
1	4	136944.0	136944.0	136944.0	0	 	0
1	5	264060.0	264060.0	264060.0	0	 	0
1	6	260604.0	260604.0	260604.0	0	 	0
1	7	174132.0	174132.0	174132.0	0	 	0
1	8	61740.0	61740.0	61740.0	0	 	0
1	9	203652.0	203652.0	203652.0	0	 	0
1	10	215316.0	215316.0	215316.0	0	 	0
1	11	166788.0	166788.0	166788.0	0	 	0
1	12	11088.0	11088.0	11088.0	0	 	0
1	13	246960.0	246960.0	246960.0	0	 	0
1	14	254484.0	254484.0	254484.0	0	 	0
2	0	182304.0	182304.0	182304.0	0	 	0
2	1	243288.0	243288.0	243288.0	0	 	0
2	3	219636.0	219636.0	219636.0	0	 	0
2	4	63468.0	63468.0	63468.0	0	 	0
2	5	43848.0	43848.0	43848.0	0	 	0
2	6	65268.0	65268.0	65268.0	0	 	0
2	7	164196.0	164196.0	164196.0	0	 	0
2	8	232884.0	232884.0	232884.0	0	 	0
2	9	25848.0	25848.0	25848.0	0	 	0
2	10	16056.0	16056.0	16056.0	0	 	0
2	11	122364.0	122364.0	122364.0	0	 	0
2	12	92880.0	92880.0	92880.0	0	 	0
2	13	246924.0	246924.0	246924.0	0	 	0
2	14	127728.0	127728.0	127728.0	0	 	0
3	0	264816.0	264816.0	264816.0	0	 	0
3	1	45288.0	45288.0	45288.0	0	 	0
3	2	55044.0	55044.0	55044.0	0	 	0
3	4	173268.0	173268.0	173268.0	0	 	0
3	5	260784.0	260784.0	260784.0	0	 	0
3	6	81612.0	81612.0	81612.0	0	 	0
3	7	4572.0	4572.0	4572.0	0	 	0
3	8	60264.0	60264.0	60264.0	0	 	0
3	9	17748.0	17748.0	17748.0	0	 	0
3	10	261288.0	261288.0	261288.0	0	 	0
3	11	192132.0	192132.0	192132.0	0	 	0
3	12	124128.0	124128.0	124128.0	0	 	0
3	13	42840.0	42840.0	42840.0	0	 	0
3	14	3132.0	3132.0	3132.0	0	 	0
4	0	235764.0	235764.0	235764.0	0	 	0
4	1	78948.0	78948.0	78948.0	0	 	0
4	2	180720.0	180720.0	180720.0	0	 	0
4	3	14868.0	14868.0	14868.0	0	 	0
4	5	89604.0	89604.0	89604.0	0	 	0
4	6	214920.0	214920.0	214920.0	0	 	0
4	7	175284.0	175284.0	175284.0	0	 	0
4	8	195768.0	195768.0	195768.0	0	 	0
4	9	223596.0	223596.0	223596.0	0	 	0
4	10	227052.0	227052.0	227052.0	0	 	0
4	11	55512.0	55512.0	55512.0	0	 	0
4	12	35460.0	35460.0	35460.0	0	 	0
4	13	227340.0	227340.0	227340.0	0	 	0
4	14	232704.0	232704.0	232704.0	0	 	0
5	0	251748.0	251748.0	251748.0	0	 	0
5	1	53568.0	53568.0	53568.0	0	 	0
5	2	268956.0	268956.0	268956.0	0	 	0
5	3	229680.0	229680.0	229680.0	0	 	0
5	4	20628.0	20628.0	20628.0	0	 	0
5	6	200772.0	200772.0	200772.0	0	 	0
5	7	258984.0	258984.0	258984.0	0	 	0
5	8	226692.0	226692.0	226692.0	0	 	0
5	9	204552.0	204552.0	204552.0	0	 	0
5	10	155052.0	155052.0	155052.0	0	 	0
5	11	91800.0	91800.0	91800.0	0	 	0
5	12	252864.0	252864.0	252864.0	0	 	0
5	13	153504.0	153504.0	153504.0	0	 	0
5	14	269244.0	269244.0	269244.0	0	 	0
6	0	131184.0	131184.0	131184.0	0	 	0
6	1	25704.0	25704.0	25704.0	0	 	0
6	2	42300.0	42300.0	42300.0	0	 	0
6	3	136620.0	136620.0	136620.0	0	 	0
6	4	106524.0	106524.0	106524.0	0	 	0
6	5	88560.0	88560.0	88560.0	0	 	0
6	7	11232.0	11232.0	11232.0	0	 	0
6	8	172656.0	172656.0	172656.0	0	 	0
6	9	155592.0	155592.0	155592.0	0	 	0
6	10	78192.0	78192.0	78192.0	0	 	0
6	11	144216.0	144216.0	144216.0	0	 	0
6	12	47916.0	47916.0	47916.0	0	 	0
6	13	221184.0	221184.0	221184.0	0	 	0
6	14	196056.0	196056.0	196056.0	0	 	0
7	0	268200.0	268200.0	268200.0	0	 	0
7	1	154152.0	154152.0	154152.0	0	 	0
7	2	67032.0	67032.0	67032.0	0	 	0
7	3	178272.0	178272.0	178272.0	0	 	0
7	4	179316.0	179316.0	179316.0	0	 	0
7	5	42300.0	42300.0	42300.0	0	 	0
7	6	192384.0	192384.0	192384.0	0	 	0
7	8	260676.0	260676.0	260676.0	0	 	0
7	9	159660.0	159660.0	159660.0	0	 	0
7	10	250164.0	250164.0	250164.0	0	 	0
7	11	122544.0	122544.0	122544.0	0	 	0
7	12	34776.0	34776.0	34776.0	0	 	0
7	13	99900.0	99900.0	99900.0	0	 	0
7	14	27072.0	27072.0	27072.0	0	 	0
8	0	110052.0	110052.0	110052.0	0	 	0
8	1	108252.0	108252.0	108252.0	0	 	0
8	2	160272.0	160272.0	160272.0	0	 	0
8	3	220176.0	220176.0	220176.0	0	 	0
8	4	123120.0	123120.0	123120.0	0	 	0
8	5	228708.0	228708.0	228708.0	0	 	0
8	6	76284.0	76284.0	76284.0	0	 	0
8	7	123228.0	123228.0	123228.0	0	 	0
8	9	23760.0	23760.0	23760.0	0	 	0
8	10	227304.0	227304.0	227304.0	0	 	0
8	11	266580.0	266580.0	266580.0	0	 	0
8	12	141480.0	141480.0	141480.0	0	 	0
