-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.02
CPU time: 0.128
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	598680.0	598680.0	598680.0	0	 	0
0	2	284100.0	284100.0	284100.0	0	 	0
0	3	374940.0	374940.0	374940.0	0	 	0
0	4	216360.0	216360.0	216360.0	0	 	0
0	5	555060.0	555060.0	555060.0	0	 	0
0	6	552720.0	552720.0	552720.0	0	 	0
0	7	491460.0	491460.0	491460.0	0	 	0
0	8	402480.0	402480.0	402480.0	0	 	0
0	9	566040.0	566040.0	566040.0	0	 	0
0	10	497700.0	497700.0	497700.0	0	 	0
0	11	377640.0	377640.0	377640.0	0	 	0
0	12	369360.0	369360.0	369360.0	0	 	0
0	13	43140.0	43140.0	43140.0	0	 	0
0	14	407520.0	407520.0	407520.0	0	 	0
0	15	555960.0	555960.0	555960.0	0	 	0
0	16	568080.0	568080.0	568080.0	0	 	0
0	17	501840.0	501840.0	501840.0	0	 	0
0	18	454920.0	454920.0	454920.0	0	 	0
0	19	525300.0	525300.0	525300.0	0	 	0
1	0	172440.0	172440.0	172440.0	0	 	0
1	2	532560.0	532560.0	532560.0	0	 	0
1	3	2940.0	2940.0	2940.0	0	 	0
1	4	17340.0	17340.0	17340.0	0	 	0
1	5	414780.0	414780.0	414780.0	0	 	0
1	6	574920.0	574920.0	574920.0	0	 	0
1	7	211560.0	211560.0	211560.0	0	 	0
1	8	191280.0	191280.0	191280.0	0	 	0
1	9	335760.0	335760.0	335760.0	0	 	0
1	10	496500.0	496500.0	496500.0	0	 	0
1	11	124800.0	124800.0	124800.0	0	 	0
1	12	556140.0	556140.0	556140.0	0	 	0
1	13	373800.0	373800.0	373800.0	0	 	0
1	14	157440.0	157440.0	157440.0	0	 	0
1	15	161340.0	161340.0	161340.0	0	 	0
1	16	92160.0	92160.0	92160.0	0	 	0
1	17	386220.0	386220.0	386220.0	0	 	0
1	18	299340.0	299340.0	299340.0	0	 	0
1	19	461460.0	461460.0	461460.0	0	 	0
2	0	66420.0	66420.0	66420.0	0	 	0
2	1	538080.0	538080.0	538080.0	0	 	0
2	3	23760.0	23760.0	23760.0	0	 	0
2	4	428280.0	428280.0	428280.0	0	 	0
2	5	210420.0	210420.0	210420.0	0	 	0
2	6	60840.0	60840.0	60840.0	0	 	0
2	7	437460.0	437460.0	437460.0	0	 	0
2	8	526560.0	526560.0	526560.0	0	 	0
2	9	556800.0	556800.0	556800.0	0	 	0
2	10	314460.0	314460.0	314460.0	0	 	0
2	11	439680.0	439680.0	439680.0	0	 	0
2	12	374220.0	374220.0	374220.0	0	 	0
2	13	539580.0	539580.0	539580.0	0	 	0
2	14	596100.0	596100.0	596100.0	0	 	0
2	15	287820.0	287820.0	287820.0	0	 	0
2	16	378180.0	378180.0	378180.0	0	 	0
2	17	417900.0	417900.0	417900.0	0	 	0
2	18	127980.0	127980.0	127980.0	0	 	0
2	19	149100.0	149100.0	149100.0	0	 	0
3	0	129780.0	129780.0	129780.0	0	 	0
3	1	441780.0	441780.0	441780.0	0	 	0
3	2	110160.0	110160.0	110160.0	0	 	0
3	4	272220.0	272220.0	272220.0	0	 	0
3	5	184440.0	184440.0	184440.0	0	 	0
3	6	372000.0	372000.0	372000.0	0	 	0
