-----------------------------------------------------
-----     Resultados    -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.132
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	266124.0	263196.0	263200.0	-0.0	 	2924.0
0	2	118935.0	121248.0	110270.0	-0.0	 	8665.0
0	3	205632.0	205632.0	205630.0	-0.0	 	2.0
0	4	75576.0	81432.0	75572.0	0.0	 	4.0
0	5	203082.0	203076.0	203080.0	0.0	 	2.0
0	6	268704.0	268704.0	268700.0	0.0	 	4.0
0	7	240012.00000000006	240012.0	240010.0	0.0	 	3.0
0	8	339552.0	339552.0	339550.0	0.0	 	2.0
0	9	193445.99999999988	203220.0	187630.0	0.0	 	5816.0
0	10	197670.0	195876.0	195880.0	-0.0	 	1790.0
0	11	31167.0	28080.0	28080.0	0.0	 	3087.0
0	12	303048.0000000001	303048.0	303050.0	2.0	 	0.0
0	13	330342.0	330336.0	330340.0	0.0	 	2.0
0	14	163506.00000000006	158616.0	158620.0	-0.0	 	4887.0
0	15	122547.00000000013	122544.0	122540.0	-0.0	 	8.0
0	16	142374.00000000006	142380.0	140540.0	-0.0	 	1835.0
0	17	109112.99999999997	109116.0	109100.0	-0.0	 	13.0
0	18	9647.999999999956	9648.0	9648.0	0.0	 	0.0
1	0	204621.0	204624.0	204620.0	-0.0	 	1.0
1	2	142452.00000000006	142452.0	142450.0	-0.0	 	3.0
1	3	139860.0	139860.0	139860.0	0.0	 	0.0
1	4	224793.0	221868.0	221870.0	-0.0	 	2923.0
1	5	101664.0	101664.0	101660.0	0.0	 	4.0
1	6	267912.0	267912.0	267910.0	-0.0	 	2.0
1	7	91512.0	91512.0	91512.0	0.0	 	0.0
1	8	108291.0	108288.0	108290.0	-0.0	 	1.0
1	9	192060.0	192060.0	192060.0	0.0	 	0.0
1	10	41976.0	41976.0	41976.0	0.0	 	0.0
1	11	173124.00000000003	173124.0	173120.0	0.0	 	5.0
1	12	202067.99999999994	202068.0	202070.0	2.0	 	0.0
1	13	137990.99999999997	137988.0	137990.0	-0.0	 	1.0
1	14	317592.0	317592.0	317590.0	0.0	 	2.0
1	15	9324.0	9324.0	9324.0	0.0	 	0.0
1	16	150407.9999999999	150408.0	150410.0	2.0	 	0.0
1	17	312555.0	312552.0	312550.0	-0.0	 	5.0
1	18	110204.99999999985	110196.0	110200.0	-0.0	 	5.0
2	0	311220.0	311220.0	311220.0	0.0	 	0.0
2	1	61776.0	61776.0	61776.0	0.0	 	0.0
2	3	245844.0	245844.0	245840.0	-0.0	 	4.0
2	4	27576.0	27576.0	27576.0	0.0	 	0.0
2	5	100584.00000000004	100584.0	100580.0	-0.0	 	5.0
2	6	181944.0	181944.0	181940.0	0.0	 	4.0
2	7	152532.0000000001	152532.0	152530.0	0.0	 	3.0
2	8	52415.99999999991	52416.0	52416.0	0.0	 	0.0
2	9	214892.99999999994	211968.0	211970.0	-0.0	 	2923.0
2	10	68184.0	68184.0	68184.0	0.0	 	0.0
2	11	68832.0	68832.0	68832.0	0.0	 	0.0
2	12	59184.0	59184.0	59184.0	0.0	 	0.0
2	13	116064.0	116064.0	116060.0	0.0	 	4.0
2	14	118398.00000000003	118404.0	118400.0	2.0	 	0.0
2	15	173447.99999999994	173448.0	173450.0	2.0	 	0.0
2	16	79560.00000000006	79560.0	79560.0	0.0	 	1.0
2	17	1728.0	1728.0	1728.0	0.0	 	0.0
2	18	29376.0	29376.0	29376.0	0.0	 	0.0
3	0	138351.0	138348.0	138350.0	-0.0	 	1.0
3	1	136235.9999999998	136224.0	136220.0	-0.0	 	16.0
3	2	148868.99999999985	148860.0	148860.0	0.0	 	9.0
3	4	206067.0	206064.0	206060.0	-0.0	 	7.0
3	5	41196.0	37116.0	37116.0	0.0	 	4080.0
3	6	263412.0	263412.0	263410.0	-0.0	 	2.0
3	7	93132.0	93132.0	93132.0	0.0	 	0.0
3	8	70554.00000000009	70560.0	69703.0	-0.0	 	852.0
3	9	23075.999999999993	23076.0	23076.0	0.0	 	0.0
3	10	125889.0	125892.0	125890.0	1.0	 	0.0
3	11	194400.0	194400.0	194400.0	0.0	 	0.0
3	12	274892.99999999994	272844.0	272840.0	-0.0	 	2053.0
3	13	322470.0000000001	334728.0	319900.0	0.0	 	2571.0
3	14	49104.0	49104.0	49104.0	0.0	 	0.0
3	15	327462.0	327456.0	327460.0	0.0	 	2.0
3	16	104225.99999999996	98100.0	98100.0	0.0	 	6126.0
3	17	315432.0	315432.0	315430.0	0.0	 	2.0
3	18	325602.0000000003	325620.0	308260.0	0.0	 	17343.0
4	0	300282.0000000001	300276.0	300280.0	-0.0	 	3.0
4	1	1872.0	1872.0	1872.0	0.0	 	0.0
4	2	261887.99999999994	254628.0	254630.0	-0.0	 	7258.0
4	3	221979.00000000006	221976.0	221980.0	1.0	 	0.0
4	5	262041.00000000006	262044.0	262040.0	-0.0	 	2.0
4	6	176256.0	176256.0	176260.0	4.0	 	0.0
4	7	84041.99999999991	81108.0	81108.0	0.0	 	2934.0
4	8	66024.0	66024.0	66024.0	0.0	 	0.0
4	9	247722.0	247716.0	247720.0	-0.0	 	2.0
4	10	101844.0	101844.0	101840.0	0.0	 	4.0
4	11	285990.0000000001	291852.0	276810.0	0.0	 	9181.0
4	12	9108.0	9108.0	9108.0	0.0	 	0.0
4	13	306794.99999999994	306792.0	306790.0	-0.0	 	5.0
4	14	308808.0	308808.0	308810.0	2.0	 	0.0
4	15	20081.999999999913	20088.0	20088.0	6.0	 	0.0
4	16	255491.99999999994	255492.0	255490.0	0.0	 	2.0
4	17	49392.0	49392.0	49392.0	0.0	 	0.0
4	18	4824.0	4824.0	4824.0	0.0	 	0.0
5	0	332172.0	332172.0	332170.0	0.0	 	2.0
5	1	269532.0	269532.0	269530.0	0.0	 	2.0
5	2	30678.00000000011	29232.0	27741.0	0.0	 	2938.0
5	3	327891.0	327888.0	327890.0	-0.0	 	1.0
5	4	242604.0	242604.0	242600.0	-0.0	 	4.0
5	6	151596.0	151596.0	151600.0	4.0	 	0.0
5	7	300960.0	300960.0	276540.0	0.0	 	24420.0
5	8	239610.0000000001	239616.0	218100.0	0.0	 	21511.0
5	9	253188.0	253188.0	253190.0	2.0	 	0.0
5	10	313560.0	313560.0	313560.0	0.0	 	0.0
5	11	99576.0	99576.0	99576.0	0.0	 	0.0
5	12	150162.00000000006	150156.0	150160.0	-0.0	 	3.0
5	13	61587.0	58788.0	58788.0	0.0	 	2799.0
5	14	125031.0	125028.0	125030.0	0.0	 	1.0
5	15	339408.00000000006	339408.0	339410.0	2.0	 	0.0
5	16	300240.0	300240.0	300240.0	0.0	 	0.0
5	17	117612.0	117612.0	117610.0	0.0	 	2.0
5	18	157013.99999999977	156996.0	157000.0	0.0	 	14.0
6	0	237378.0000000001	237384.0	237380.0	2.0	 	0.0
6	1	151130.99999999994	151128.0	151130.0	-0.0	 	1.0
6	2	180084.00000000003	182628.0	180080.0	0.0	 	5.0
6	3	318131.99999999994	318132.0	318130.0	-0.0	 	2.0
6	4	152616.0	151344.0	151340.0	-0.0	 	1276.0
6	5	308520.0	308520.0	308520.0	0.0	 	0.0
6	7	102363.0	98136.0	92428.0	-0.0	 	9935.0
6	8	230940.0	230940.0	230940.0	0.0	 	0.0
6	9	216108.0	216108.0	212480.0	-0.0	 	3628.0
6	10	264528.0	264528.0	264530.0	2.0	 	0.0
6	11	225041.99999999994	225036.0	225040.0	0.0	 	2.0
6	12	159582.0	163692.0	159580.0	0.0	 	2.0
6	13	329106.0	322452.0	322450.0	0.0	 	6656.0
6	14	106125.0	106128.0	106080.0	0.0	 	45.0
6	15	271044.0	271044.0	271040.0	0.0	 	4.0
6	16	225642.0	228960.0	215110.0	-0.0	 	10532.0
6	17	67968.0	67968.0	67968.0	0.0	 	0.0
6	18	21492.0	21492.0	21492.0	0.0	 	0.0
7	0	210282.0	210276.0	210280.0	0.0	 	2.0
7	1	322962.0	322956.0	322960.0	-0.0	 	2.0
7	2	29874.0	30240.0	29869.0	-0.0	 	5.0
7	3	316584.0	316584.0	316580.0	0.0	 	4.0
7	4	190551.0	186048.0	186050.0	-0.0	 	4501.0
7	5	337032.0	336852.0	314940.0	0.0	 	22092.0
7	6	47592.0	47592.0	47592.0	0.0	 	0.0
7	8	181692.0	181692.0	181690.0	-0.0	 	2.0
7	9	166176.0	166176.0	166180.0	4.0	 	0.0
7	10	84816.0	84816.0	84816.0	0.0	 	0.0
7	11	317600.99999999994	314676.0	314680.0	-0.0	 	2921.0
7	12	227055.0000000001	225000.0	225000.0	0.0	 	2056.0
7	13	212802.0	212796.0	212800.0	0.0	 	2.0
7	14	62316.0	62316.0	62316.0	0.0	 	0.0
7	15	224567.99999999994	224568.0	224570.0	2.0	 	0.0
7	16	206532.0	206532.0	206530.0	-0.0	 	2.0
7	17	327564.0	327564.0	327560.0	0.0	 	4.0
7	18	306144.0	306144.0	306140.0	0.0	 	4.0
8	0	182952.0	182952.0	182950.0	0.0	 	2.0
8	1	320619.0	320616.0	320620.0	1.0	 	0.0
8	2	81720.0	81720.0	81720.0	0.0	 	0.0
8	3	43848.0	43848.0	43848.0	0.0	 	0.0
8	4	262218.0	262224.0	262220.0	2.0	 	0.0
8	5	44106.0	43956.0	39737.0	-0.0	 	4369.0
8	6	69516.00000000001	69516.0	69516.0	0.0	 	1.0
8	7	262299.00000000006	262296.0	262300.0	1.0	 	0.0
8	9	166179.00000000006	166176.0	166180.0	1.0	 	0.0
8	10	269139.0	269136.0	269140.0	1.0	 	0.0
8	11	233421.0	233424.0	233420.0	-0.0	 	1.0
8	12	284075.9999999999	284076.0	284080.0	4.0	 	0.0
8	13	321906.0	321912.0	321910.0	4.0	 	0.0
8	14	315042.0	315036.0	315040.0	0.0	 	2.0
8	15	323352.00000000006	323352.0	323350.0	-0.0	 	3.0
8	16	62820.0	62820.0	62820.0	0.0	 	0.0
8	17	337350.0	337356.0	337360.0	10.0	 	0.0
8	18	133341.0	133344.0	133340.0	-0.0	 	1.0
9	0	225834.0	225828.0	225830.0	0.0	 	4.0
9	1	334871.99999999994	334872.0	334870.0	0.0	 	2.0
9	2	142500.0	151128.0	142500.0	0.0	 	0.0
9	3	5904.0	5904.0	5904.0	0.0	 	0.0
9	4	280883.99999999994	270756.0	270760.0	-0.0	 	10124.0
9	5	185220.0	185220.0	185220.0	0.0	 	0.0
9	6	169743.00000000006	169740.0	166920.0	0.0	 	2824.0
9	7	74412.0	74412.0	74412.0	0.0	 	0.0
9	8	69192.0	69192.0	69192.0	0.0	 	0.0
9	10	6048.0	6048.0	6048.0	0.0	 	0.0
9	11	185375.99999999994	182448.0	182450.0	-0.0	 	2926.0
9	12	195804.00000000006	195804.0	195800.0	-0.0	 	5.0
9	13	87696.0	87696.0	87696.0	0.0	 	0.0
9	14	159483.0	159480.0	159010.0	-0.0	 	473.0
9	15	37260.0	37260.0	37260.0	0.0	 	0.0
9	16	325530.0	325548.0	295620.0	0.0	 	29910.0
9	17	15588.0	15588.0	15588.0	0.0	 	0.0
9	18	313020.0	313020.0	313020.0	0.0	 	0.0
10	0	195480.0	195480.0	195480.0	0.0	 	0.0
10	1	94896.0	94896.0	94896.0	0.0	 	0.0
10	2	311196.00000000006	308376.0	308380.0	-0.0	 	2817.0
10	3	14402.999999999962	14400.0	14400.0	0.0	 	3.0
10	4	228804.0	237456.0	220750.0	0.0	 	8054.0
10	5	40566.0	40860.0	37475.0	-0.0	 	3091.0
10	6	40320.0	40320.0	40320.0	0.0	 	0.0
10	7	43674.0	39348.0	39348.0	0.0	 	4326.0
10	8	112155.0	110160.0	110160.0	0.0	 	1995.0
10	9	15144.0	13644.0	13644.0	0.0	 	1500.0
10	11	223020.0	223020.0	223020.0	0.0	 	0.0
10	12	140049.0	139896.0	131860.0	0.0	 	8189.0
10	13	29700.0	29700.0	29700.0	0.0	 	0.0
10	14	117108.00000000003	117108.0	117110.0	2.0	 	0.0
10	15	30744.0	30744.0	30744.0	0.0	 	0.0
10	16	257040.0	257040.0	257040.0	0.0	 	0.0
10	17	326091.0	326088.0	326090.0	-0.0	 	1.0
10	18	1464.0	1476.0	1462.0	0.0	 	2.0
11	0	4314.0	3888.0	3888.0	0.0	 	426.0
11	1	5364.0	5364.0	5364.0	0.0	 	0.0
11	2	151722.0	146484.0	146480.0	-0.0	 	5242.0
11	3	228741.0	228744.0	228740.0	-0.0	 	1.0
11	4	252504.0	252504.0	252500.0	0.0	 	4.0
11	5	246377.99999999994	246384.0	246380.0	2.0	 	0.0
11	6	152207.99999999997	152208.0	152210.0	2.0	 	0.0
11	7	317340.0	317340.0	317340.0	0.0	 	0.0
11	8	148799.9999999999	146952.0	146950.0	-0.0	 	1850.0
11	9	55611.000000000065	50724.0	50724.0	0.0	 	4888.0
11	10	22002.0	23796.0	22001.0	-0.0	 	1.0
11	12	314390.9999999999	314388.0	314390.0	-0.0	 	1.0
11	13	117825.00000000003	117828.0	117830.0	5.0	 	0.0
11	14	341453.99999999994	341460.0	317210.0	-0.0	 	24244.0
11	15	83520.0	83520.0	83520.0	0.0	 	0.0
11	16	125862.0	125856.0	125860.0	0.0	 	2.0
11	17	338154.00000000006	338148.0	338150.0	0.0	 	5.0
11	18	333036.0000000001	333036.0	329230.0	0.0	 	3807.0
12	0	184662.0	195696.0	184660.0	0.0	 	2.0
12	1	95724.0	95724.0	95724.0	0.0	 	0.0
12	2	105624.0	105624.0	105620.0	0.0	 	4.0
12	3	35568.0	35568.0	35568.0	0.0	 	0.0
12	4	10278.0	10260.0	9414.0	0.0	 	864.0
12	5	23298.000000000022	23148.0	23148.0	0.0	 	151.0
12	6	202572.0	202572.0	202570.0	0.0	 	2.0
12	7	22608.0	22608.0	22608.0	0.0	 	0.0
