-----------------------------------------------------
-----     Resultados    -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.068
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	129204.0	129204.0	129200.0	-0.0	 	4.0
0	2	111960.0	111960.0	111960.0	0.0	 	0.0
0	3	169200.0	169200.0	169200.0	0.0	 	0.0
0	4	81648.0	81648.0	81648.0	0.0	 	0.0
0	5	248328.0	248328.0	248330.0	2.0	 	0.0
0	6	30960.0	30960.0	30960.0	0.0	 	0.0
0	7	19119.0	19224.0	19118.0	-0.0	 	1.0
0	8	159078.0	158580.0	158580.0	0.0	 	498.0
0	9	879.0	792.0	792.0	0.0	 	87.0
0	10	67464.0	67464.0	67464.0	0.0	 	0.0
0	11	110370.0	113292.0	110370.0	0.0	 	0.0
0	12	128562.0	128556.0	128560.0	0.0	 	2.0
0	13	250098.0	247176.0	247180.0	-0.0	 	2918.0
0	14	257901.0000000001	257904.0	257900.0	-0.0	 	2.0
1	0	49542.0	46836.0	46836.0	0.0	 	2706.0
1	2	259953.0	258192.0	258190.0	-0.0	 	1763.0
1	3	140832.00000000003	140832.0	140830.0	-0.0	 	3.0
1	4	136944.0	136944.0	136940.0	0.0	 	4.0
1	5	264060.0	264060.0	264060.0	0.0	 	0.0
1	6	260607.0	260604.0	260600.0	-0.0	 	7.0
1	7	174131.99999999994	174132.0	174130.0	0.0	 	2.0
1	8	61733.999999999956	61740.0	58113.0	0.0	 	3621.0
1	9	200946.0	203652.0	184910.0	-0.0	 	16036.0
1	10	213555.0	215316.0	193840.0	-0.0	 	19715.0
1	11	175379.99999999994	166788.0	166790.0	-0.0	 	8590.0
1	12	11088.0	11088.0	11088.0	0.0	 	0.0
1	13	231669.00000000006	246960.0	228780.0	0.0	 	2890.0
1	14	263856.0000000001	254484.0	254480.0	-0.0	 	9377.0
2	0	182306.99999999994	182304.0	182300.0	-0.0	 	7.0
2	1	243291.0	243288.0	243290.0	-0.0	 	1.0
2	3	219638.9999999999	219636.0	219640.0	1.0	 	0.0
2	4	63468.0	63468.0	63468.0	0.0	 	0.0
2	5	43848.0	43848.0	43848.0	0.0	 	0.0
2	6	65268.0	65268.0	65268.0	0.0	 	0.0
2	7	164196.0	164196.0	164200.0	4.0	 	0.0
2	8	232878.00000000012	232884.0	232880.0	2.0	 	0.0
2	9	25848.0	25848.0	25848.0	0.0	 	0.0
2	10	17820.0	16056.0	16056.0	0.0	 	1764.0
2	11	122358.0	122364.0	122360.0	2.0	 	0.0
2	12	92880.0	92880.0	92880.0	0.0	 	0.0
2	13	246924.0	246924.0	246920.0	0.0	 	4.0
2	14	127728.0	127728.0	127730.0	2.0	 	0.0
3	0	264816.0	264816.0	264820.0	4.0	 	0.0
3	1	45288.0	45288.0	45288.0	0.0	 	0.0
3	2	55044.0	55044.0	55044.0	0.0	 	0.0
3	4	173268.0	173268.0	173270.0	2.0	 	0.0
