-----------------------------------------------------
-----     Resultados    -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.033
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	107872.0	106680.0	106680.0	0.0	 	1192.0
0	2	155930.0	155928.0	149370.0	0.0	 	6560.0
0	3	147100.0	147096.0	147100.0	0.0	 	0.0
0	4	27648.0	27648.0	27648.0	0.0	 	0.0
0	5	112320.0	112320.0	112320.0	0.0	 	0.0
0	6	147120.0	147120.0	147120.0	0.0	 	0.0
0	7	100340.0	100344.0	100340.0	0.0	 	0.0
0	8	95024.0	92304.0	92304.0	0.0	 	2720.0
0	9	5376.0	5376.0	5376.0	0.0	 	0.0
0	10	74208.0	74208.0	74208.0	0.0	 	0.0
0	11	19420.0	19848.0	19420.0	0.0	 	0.0
0	12	128208.0	128208.0	128210.0	2.0	 	0.0
1	0	112130.0	112128.0	112130.0	0.0	 	0.0
1	2	12768.0	12768.0	12768.0	0.0	 	0.0
1	3	142250.0	142248.0	142250.0	0.0	 	0.0
1	4	119662.0	119664.0	108620.0	0.0	 	11042.0
1	5	126764.0	126768.0	126770.0	6.0	 	0.0
1	6	67416.0	67416.0	67416.0	0.0	 	0.0
1	7	146980.0	146976.0	146980.0	0.0	 	0.0
1	8	15792.0	15792.0	15792.0	0.0	 	0.0
1	9	74948.0	76152.0	73453.0	-0.0	 	1495.0
1	10	136200.0	136200.0	136200.0	0.0	 	0.0
1	11	122812.0	122808.0	122810.0	0.0	 	2.0
1	12	11976.0	11976.0	11976.0	0.0	 	0.0
2	0	124388.0	118152.0	118150.0	0.0	 	6238.0
2	1	128760.0	128760.0	128760.0	0.0	 	0.0
2	3	32018.0	29040.0	29040.0	0.0	 	2978.0
2	4	109296.0	107640.0	107640.0	0.0	 	1656.0
2	5	105504.0	105504.0	105500.0	0.0	 	4.0
2	6	106732.0	106728.0	106730.0	0.0	 	2.0
2	7	155154.0	151776.0	146050.0	0.0	 	9104.0
2	8	52056.0	52056.0	52056.0	0.0	 	0.0
2	9	118638.0	113040.0	113040.0	0.0	 	5598.0
2	10	103510.0	105168.0	103510.0	0.0	 	0.0
2	11	147530.0	147528.0	147530.0	0.0	 	0.0
2	12	109488.0	109488.0	109490.0	2.0	 	0.0
3	0	114772.0	114768.0	114770.0	0.0	 	2.0
3	1	47208.0	47208.0	47208.0	0.0	 	0.0
3	2	42384.0	38184.0	38184.0	0.0	 	4200.0
3	4	138240.0	138240.0	138240.0	0.0	 	0.0
3	5	144238.0	144072.0	144070.0	0.0	 	168.0
3	6	24748.0	26424.0	24748.0	0.0	 	0.0
3	7	13636.0	12288.0	12288.0	0.0	 	1348.0
3	8	53784.0	53784.0	53784.0	0.0	 	0.0
3	9	96220.0	101520.0	95279.0	-0.0	 	941.0
3	10	49534.0	48696.0	48696.0	0.0	 	838.0
3	11	156064.0	155640.0	155640.0	0.0	 	424.0
3	12	139030.0	139032.0	139030.0	0.0	 	0.0
4	0	61560.0	61560.0	61560.0	0.0	 	0.0
4	1	49978.0	49608.0	49608.0	0.0	 	370.0
4	2	25360.0	22848.0	22848.0	0.0	 	2512.0
