-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.009
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	24482.0	22056.0	22056.0	0	 	2426.0
0	2	40932.0	40932.0	40932.0	0	 	0
0	3	35616.0	35616.0	33596.0	0	 	2020.0
0	4	45360.0	45360.0	45360.0	0	 	0
0	5	15120.0	15120.0	15120.0	0	 	0
0	6	57598.0	60024.0	56199.0	0	 	1399.0
0	7	41820.0	41820.0	41820.0	0	 	0
0	8	53616.0	53616.0	53616.0	0	 	0
0	9	7402.0	8316.0	8316.0	914.0	 	0
0	10	65796.0	65796.0	65796.0	0	 	0
0	11	61523.0	61416.0	61416.0	0	 	107.0
1	0	56957.0	56760.0	56760.0	0	 	197.0
1	2	36468.0	36468.0	36468.0	0	 	0
1	3	22679.0	23136.0	23136.0	457.0	 	0
1	4	17052.0	17052.0	17052.0	0	 	0
1	5	72386.0	69960.0	69960.0	0	 	2426.0
1	6	36468.0	36468.0	36468.0	0	 	0
1	7	5796.0	5796.0	5796.0	0	 	0
1	8	15828.0	15828.0	15828.0	0	 	0
1	9	54852.0	54852.0	54852.0	0	 	0
1	10	30902.0	29988.0	31206.0	304.0	 	0
1	11	14625.0	13176.0	13176.0	0	 	1449.0
2	0	68640.0	68640.0	68640.0	0	 	0
2	1	70875.0	68772.0	68772.0	0	 	2103.0
2	3	8712.0	8712.0	8712.0	0	 	0
2	4	28176.0	28176.0	28176.0	0	 	0
2	5	9972.0	9972.0	9972.0	0	 	0
2	6	36504.0	36504.0	36504.0	0	 	0
2	7	39636.0	39636.0	39636.0	0	 	0
2	8	3336.0	3336.0	3336.0	0	 	0
2	9	53024.0	55128.0	55128.0	2104.0	 	0
2	10	17220.0	17220.0	17220.0	0	 	0
2	11	42230.0	42228.0	42228.0	0	 	2.0
3	0	28806.0	28500.0	28500.0	0	 	306.0
3	1	70044.0	70044.0	70044.0	0	 	0
3	2	52752.0	52752.0	52752.0	0	 	0
3	4	71328.0	71328.0	71328.0	0	 	0
3	5	59700.0	59700.0	59700.0	0	 	0
3	6	7848.0	7848.0	7848.0	0	 	0
3	7	70493.0	71088.0	71088.0	595.0	 	0
3	8	19992.0	19992.0	19992.0	0	 	0
3	9	57885.0	63924.0	63924.0	6039.0	 	0
3	10	65870.0	60288.0	60288.0	0	 	5582.0
3	11	7046.0	6348.0	6348.0	0	 	698.0
4	0	1102.0	1104.0	1102.0	0	 	0
4	1	21276.0	21276.0	21276.0	0	 	0
4	2	37561.0	37560.0	37560.0	0	 	1.0
4	3	18056.0	18360.0	18360.0	304.0	 	0
4	5	13080.0	13080.0	12418.0	0	 	662.0
4	6	6696.0	6696.0	6050.0	0	 	646.0
4	7	54840.0	54840.0	54840.0	0	 	0
4	8	50460.0	50460.0	50460.0	0	 	0
4	9	37836.0	37836.0	39542.0	1706.0	 	0
4	10	60000.0	60000.0	60000.0	0	 	0
4	11	25715.0	26064.0	26064.0	349.0	 	0
5	0	46572.0	47880.0	45880.0	0	 	692.0
5	1	36684.0	36684.0	36684.0	0	 	0
5	2	66504.0	66504.0	66504.0	0	 	0
5	3	64284.0	64284.0	64284.0	0	 	0
5	4	2760.0	2760.0	2760.0	0	 	0
5	6	50114.0	47688.0	47688.0	0	 	2426.0
5	7	14815.0	14220.0	14815.0	0	 	0
5	8	63252.0	63252.0	68171.0	4919.0	 	0
5	9	26004.0	26004.0	26004.0	0	 	0
5	10	50592.0	50592.0	50592.0	0	 	0
5	11	44124.0	42816.0	42816.0	0	 	1308.0
6	0	41268.0	41268.0	41268.0	0	 	0
6	1	66972.0	66972.0	66972.0	0	 	0
6	2	53724.0	53724.0	53724.0	0	 	0
6	3	66504.0	65196.0	69927.0	3423.0	 	0
6	4	54877.0	55488.0	55488.0	611.0	 	0
6	5	16212.0	16212.0	16212.0	0	 	0
6	7	6606.0	5952.0	5952.0	0	 	654.0
6	8	44964.0	44964.0	44964.0	0	 	0
6	9	7044.0	7044.0	7044.0	0	 	0
6	10	67284.0	67284.0	67284.0	0	 	0
6	11	59712.0	61020.0	57786.0	0	 	1926.0
7	0	20712.0	20712.0	20712.0	0	 	0
7	1	45996.0	45996.0	45996.0	0	 	0
7	2	68196.0	68196.0	68196.0	0	 	0
7	3	22236.0	22236.0	22236.0	0	 	0
7	4	52006.0	52092.0	52092.0	86.0	 	0
7	5	21468.0	21468.0	21468.0	0	 	0
7	6	20280.0	20280.0	20280.0	0	 	0
7	8	40032.0	40032.0	40032.0	0	 	0
7	9	20003.0	19392.0	19392.0	0	 	611.0
7	10	16838.0	16752.0	17151.0	313.0	 	0
7	11	53952.0	53952.0	53952.0	0	 	0
8	0	29573.0	29616.0	28347.0	0	 	1226.0
8	1	47160.0	47160.0	47160.0	0	 	0
8	2	31980.0	31980.0	31980.0	0	 	0
8	3	56436.0	56436.0	56436.0	0	 	0
8	4	33038.0	32952.0	32952.0	0	 	86.0
8	5	9624.0	9624.0	9624.0	0	 	0
8	6	29496.0	29496.0	29496.0	0	 	0
8	7	42828.0	42828.0	42828.0	0	 	0
8	9	36300.0	36300.0	36300.0	0	 	0
8	10	32532.0	32532.0	32532.0	0	 	0
8	11	58860.0	58860.0	58860.0	0	 	0
9	0	11532.0	11532.0	11532.0	0	 	0
9	1	41436.0	41436.0	41436.0	0	 	0
9	2	9216.0	9216.0	9216.0	0	 	0
9	3	43613.0	43656.0	43656.0	43.0	 	0
9	4	53441.0	53484.0	53484.0	43.0	 	0
9	5	19440.0	19440.0	19440.0	0	 	0
9	6	26894.0	26808.0	28152.0	1258.0	 	0
9	7	40503.0	39876.0	40503.0	0	 	0
9	8	33432.0	33432.0	33432.0	0	 	0
9	10	44052.0	44052.0	44052.0	0	 	0
9	11	20442.0	19788.0	19788.0	0	 	654.0
10	0	439.0	396.0	396.0	0	 	43.0
10	1	13332.0	13332.0	13332.0	0	 	0
10	2	48048.0	48048.0	48048.0	0	 	0
10	3	69516.0	70068.0	65103.0	0	 	4413.0
10	4	41172.0	41172.0	41172.0	0	 	0
10	5	33859.0	33264.0	33264.0	0	 	595.0
10	6	30473.0	30516.0	31669.0	1196.0	 	0
10	7	32916.0	32916.0	32916.0	0	 	0
10	8	26803.0	26760.0	26760.0	0	 	43.0
10	9	76828.0	70332.0	76828.0	0	 	0
10	11	65412.0	65412.0	65412.0	0	 	0
11	0	8040.0	8040.0	8040.0	0	 	0
11	1	9672.0	9672.0	9672.0	0	 	0
11	2	59076.0	59076.0	59076.0	0	 	0
11	3	70116.0	70116.0	70116.0	0	 	0
11	4	53184.0	53184.0	53184.0	0	 	0
11	5	37332.0	37332.0	37332.0	0	 	0
11	6	17160.0	17160.0	17160.0	0	 	0
11	7	16346.0	17016.0	17016.0	670.0	 	0
11	8	33588.0	33588.0	33588.0	0	 	0
11	9	66639.0	63408.0	69337.0	2698.0	 	0
11	10	22056.0	22056.0	22056.0	0	 	0

l	i	j	v Observado	v Estimado
0	0	1	138126.0	138126.0
0	0	2	129342.0	129342.0
0	0	3	93354.0	93354.0
0	2	4	80970.0	80970.0
0	3	4	137040.0	137040.0
0	1	5	258960.0	258960.0
0	2	5	75420.0	75420.0
0	5	6	197982.0	197982.0
0	5	7	225984.0	225984.0
0	0	10	163002.0	163002.0
0	10	8	260898.0	260898.0
0	0	11	89862.0	89862.0
0	11	9	211356.0	211356.0
0	10	9	154872.0	154872.0
0	1	0	111522.0	111522.0
0	1	2	74532.0	74532.0
0	1	3	46656.0	46656.0
0	1	11	246834.0	246834.0
0	3	10	238404.0	238404.0
0	2	0	98916.0	98916.0
0	2	1	145014.0	145014.0
0	2	3	17322.0	17322.0
0	4	6	56292.0	56292.0
0	4	8	163254.0	163254.0
0	3	0	97434.0	97434.0
0	3	1	109920.0	109920.0
