-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.082
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	390370.0	389580.0	389580.0	0	 	790.0
0	2	302100.0	299820.0	302100.0	0	 	0
0	3	225355.0	225060.0	225060.0	0	 	295.0
0	4	152760.0	152760.0	152760.0	0	 	0
0	5	87480.0	87480.0	87480.0	0	 	0
0	6	276360.0	276360.0	276360.0	0	 	0
0	7	467020.0	505800.0	497668.0	30648.0	 	0
0	8	371140.0	372720.0	401594.0	30454.0	 	0
0	9	562760.0	523980.0	562762.0	2.0	 	0
0	10	151020.0	151020.0	151020.0	0	 	0
0	11	282120.0	282120.0	282120.0	0	 	0
0	12	195360.0	195360.0	195360.0	0	 	0
0	13	503760.0	503760.0	503760.0	0	 	0
0	14	183600.0	183600.0	183600.0	0	 	0
0	15	51480.0	51480.0	51480.0	0	 	0
0	16	428520.0	428520.0	428520.0	0	 	0
0	17	233160.0	233160.0	233160.0	0	 	0
1	0	519060.0	519060.0	518290.0	0	 	770.0
1	2	188340.0	188340.0	187281.0	0	 	1059.0
1	3	125335.0	125040.0	125040.0	0	 	295.0
1	4	187080.0	187080.0	187080.0	0	 	0
1	5	220980.0	220980.0	220980.0	0	 	0
1	6	40800.0	40800.0	40800.0	0	 	0
1	7	506760.0	506760.0	506760.0	0	 	0
1	8	132670.0	131880.0	131880.0	0	 	790.0
1	9	600.0	600.0	600.0	0	 	0
1	10	250800.0	250800.0	250800.0	0	 	0
1	11	215520.0	215520.0	215520.0	0	 	0
1	12	136600.0	153480.0	153480.0	16880.0	 	0
1	13	183100.0	174660.0	174660.0	0	 	8440.0
1	14	480070.0	482580.0	482580.0	2510.0	 	0
1	15	311260.0	302820.0	320385.0	9125.0	 	0
1	16	296635.0	295380.0	295380.0	0	 	1255.0
1	17	119460.0	119460.0	119460.0	0	 	0
2	0	502560.0	502560.0	502560.0	0	 	0
2	1	467280.0	467280.0	467280.0	0	 	0
