-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 0.051
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	196272.0	196272.0	196272.0	0	 	0
0	2	176544.0	176544.0	176544.0	0	 	0
0	3	49152.0	49152.0	49152.0	0	 	0
0	4	366288.0	366288.0	336741.0	0	 	29547.0
0	5	295296.0	295296.0	295296.0	0	 	0
0	6	5376.0	5376.0	5376.0	0	 	0
0	7	336384.0	336384.0	336384.0	0	 	0
0	8	318552.0	320592.0	320592.0	2040.0	 	0
0	9	179448.0	177408.0	191079.0	11631.0	 	0
0	10	233904.0	233904.0	233904.0	0	 	0
0	11	6240.0	6240.0	6240.0	0	 	0
0	12	110832.0	110832.0	110832.0	0	 	0
0	13	319296.0	319296.0	319296.0	0	 	0
0	14	75120.0	75120.0	75120.0	0	 	0
0	15	121920.0	121920.0	121920.0	0	 	0
1	0	331296.0	331296.0	331296.0	0	 	0
1	2	356016.0	356016.0	356016.0	0	 	0
1	3	157780.0	157392.0	147063.0	0	 	10717.0
1	4	171552.0	171552.0	171552.0	0	 	0
1	5	293760.0	293760.0	293760.0	0	 	0
1	6	269184.0	269184.0	269184.0	0	 	0
1	7	282768.0	282768.0	282768.0	0	 	0
1	8	48236.0	46608.0	48235.0	0	 	1.0
1	9	381528.0	383568.0	383568.0	2040.0	 	0
1	10	57576.0	57552.0	57552.0	0	 	24.0
1	11	380640.0	380640.0	380640.0	0	 	0
1	12	52560.0	52560.0	52560.0	0	 	0
1	13	225456.0	225456.0	225456.0	0	 	0
1	14	278400.0	278400.0	278400.0	0	 	0
1	15	68784.0	68784.0	68784.0	0	 	0
2	0	158172.0	155136.0	165248.0	7076.0	 	0
2	1	197664.0	197664.0	197664.0	0	 	0
2	3	206688.0	206688.0	206688.0	0	 	0
2	4	290064.0	290064.0	290064.0	0	 	0
2	5	298800.0	298800.0	298800.0	0	 	0
2	6	258912.0	258912.0	258912.0	0	 	0
2	7	327024.0	327024.0	327024.0	0	 	0
2	8	190656.0	190656.0	190656.0	0	 	0
2	9	262128.0	262128.0	284617.0	22489.0	 	0
2	10	318240.0	318240.0	318240.0	0	 	0
2	11	59664.0	59664.0	59664.0	0	 	0
2	12	27984.0	27984.0	27984.0	0	 	0
2	13	134400.0	134400.0	134400.0	0	 	0
2	14	170448.0	170448.0	170448.0	0	 	0
2	15	293712.0	293712.0	316485.0	22773.0	 	0
3	0	97680.0	97680.0	97680.0	0	 	0
3	1	36240.0	36240.0	36240.0	0	 	0
3	2	275556.0	272544.0	272544.0	0	 	3012.0
3	4	105760.0	103440.0	111943.0	6183.0	 	0
3	5	304656.0	304656.0	304656.0	0	 	0
3	6	312192.0	312192.0	312192.0	0	 	0
3	7	145392.0	145392.0	145392.0	0	 	0
3	8	54988.0	54576.0	54989.0	1.0	 	0
3	9	146976.0	146976.0	146976.0	0	 	0
3	10	215184.0	215184.0	215184.0	0	 	0
3	11	23448.0	23472.0	23472.0	24.0	 	0
3	12	216528.0	216528.0	216528.0	0	 	0
3	13	382656.0	382656.0	382656.0	0	 	0
3	14	14096.0	16416.0	15836.0	1740.0	 	0
3	15	140880.0	140880.0	140880.0	0	 	0
4	0	364512.0	364512.0	364512.0	0	 	0
4	1	42768.0	42768.0	42768.0	0	 	0
4	2	16272.0	16272.0	16272.0	0	 	0
4	3	218640.0	218640.0	218640.0	0	 	0
4	5	146016.0	146016.0	146016.0	0	 	0
4	6	4464.0	4464.0	4464.0	0	 	0
4	7	18144.0	18144.0	18144.0	0	 	0
4	8	381936.0	381936.0	381936.0	0	 	0
4	9	282864.0	282864.0	282864.0	0	 	0
4	10	212208.0	212208.0	212208.0	0	 	0
4	11	233328.0	233328.0	233328.0	0	 	0
4	12	287856.0	287856.0	287856.0	0	 	0
4	13	120480.0	120480.0	120480.0	0	 	0
4	14	318896.0	316752.0	316752.0	0	 	2144.0
4	15	75776.0	75600.0	75777.0	1.0	 	0
5	0	18576.0	18576.0	18576.0	0	 	0
5	1	9360.0	9360.0	9360.0	0	 	0
5	2	220128.0	220128.0	220128.0	0	 	0
5	3	132624.0	132624.0	132624.0	0	 	0
5	4	357840.0	357840.0	357840.0	0	 	0
5	6	255120.0	255120.0	255120.0	0	 	0
5	7	335376.0	335376.0	335376.0	0	 	0
5	8	119040.0	119040.0	119040.0	0	 	0
5	9	334656.0	334656.0	334656.0	0	 	0
5	10	170736.0	170736.0	170736.0	0	 	0
5	11	141936.0	141936.0	141936.0	0	 	0
5	12	162816.0	162816.0	167098.0	4282.0	 	0
5	13	44976.0	44976.0	44976.0	0	 	0
5	14	184752.0	184752.0	184752.0	0	 	0
5	15	326832.0	326832.0	326832.0	0	 	0
6	0	112408.0	106224.0	112409.0	1.0	 	0
6	1	4848.0	4848.0	4848.0	0	 	0
6	2	106224.0	106224.0	106224.0	0	 	0
6	3	206784.0	206784.0	206784.0	0	 	0
6	4	265200.0	265200.0	265200.0	0	 	0
6	5	10940.0	9936.0	9859.0	0	 	1081.0
6	7	233664.0	233664.0	233664.0	0	 	0
6	8	196800.0	196800.0	196800.0	0	 	0
6	9	248544.0	248544.0	248544.0	0	 	0
6	10	234768.0	234768.0	234768.0	0	 	0
6	11	123840.0	123840.0	123840.0	0	 	0
6	12	380064.0	380064.0	380064.0	0	 	0
6	13	9312.0	9312.0	9312.0	0	 	0
6	14	228816.0	228816.0	228816.0	0	 	0
6	15	208808.0	214992.0	214992.0	6184.0	 	0
7	0	146400.0	146400.0	146400.0	0	 	0
7	1	109488.0	109488.0	109488.0	0	 	0
7	2	239664.0	239664.0	239664.0	0	 	0
7	3	9696.0	9696.0	9696.0	0	 	0
7	4	264432.0	264432.0	264432.0	0	 	0
7	5	275784.0	269280.0	269280.0	0	 	6504.0
7	6	241056.0	241056.0	241056.0	0	 	0
7	8	271116.0	270912.0	259054.0	0	 	12062.0
7	9	363504.0	363504.0	363504.0	0	 	0
7	10	326784.0	326784.0	326784.0	0	 	0
7	11	200352.0	200352.0	200352.0	0	 	0
7	12	233232.0	233232.0	233232.0	0	 	0
7	13	363408.0	363408.0	363408.0	0	 	0
7	14	33324.0	30288.0	30288.0	0	 	3036.0
7	15	66048.0	66048.0	66048.0	0	 	0
8	0	220728.0	226752.0	226752.0	6024.0	 	0
8	1	57504.0	57504.0	57504.0	0	 	0
8	2	41760.0	41760.0	41760.0	0	 	0
8	3	191268.0	188256.0	188256.0	0	 	3012.0
8	4	327024.0	327024.0	327024.0	0	 	0
8	5	84920.0	86928.0	82927.0	0	 	1993.0
8	6	307716.0	304848.0	304848.0	0	 	2868.0
8	7	144368.0	140352.0	140352.0	0	 	4016.0
8	9	71136.0	71136.0	71136.0	0	 	0
8	10	97392.0	97392.0	97392.0	0	 	0
8	11	265056.0	265056.0	265056.0	0	 	0
8	12	125184.0	125184.0	125184.0	0	 	0
8	13	280416.0	280416.0	280416.0	0	 	0
8	14	109344.0	109344.0	109344.0	0	 	0
8	15	137952.0	137952.0	145348.0	7396.0	 	0
9	0	30888.0	30912.0	30912.0	24.0	 	0
9	1	252144.0	252144.0	252144.0	0	 	0
9	2	354816.0	354816.0	384568.0	29752.0	 	0
9	3	78144.0	78144.0	78144.0	0	 	0
9	4	310848.0	310848.0	310848.0	0	 	0
9	5	203040.0	203040.0	203040.0	0	 	0
9	6	100080.0	100080.0	100080.0	0	 	0
9	7	201600.0	201600.0	201600.0	0	 	0
9	8	243456.0	243456.0	243456.0	0	 	0
9	10	97776.0	97776.0	97776.0	0	 	0
9	11	23232.0	23232.0	23232.0	0	 	0
9	12	94656.0	94656.0	94656.0	0	 	0
9	13	95040.0	95040.0	95040.0	0	 	0
9	14	123552.0	123552.0	123552.0	0	 	0
9	15	278736.0	278736.0	278736.0	0	 	0
10	0	142944.0	142944.0	142944.0	0	 	0
10	1	197136.0	197136.0	197136.0	0	 	0
10	2	44400.0	44400.0	44400.0	0	 	0
10	3	273840.0	273840.0	273840.0	0	 	0
10	4	145344.0	145344.0	145344.0	0	 	0
10	5	382608.0	382608.0	382608.0	0	 	0
10	6	136664.0	138528.0	138049.0	1385.0	 	0
10	7	110160.0	110112.0	110112.0	0	 	48.0
10	8	141832.0	139968.0	141831.0	0	 	1.0
10	9	50520.0	50544.0	45517.0	0	 	5003.0
10	11	276672.0	276672.0	276672.0	0	 	0
10	12	189024.0	189024.0	189024.0	0	 	0
10	13	194832.0	194832.0	194832.0	0	 	0
10	14	299424.0	299424.0	299424.0	0	 	0
10	15	330528.0	330528.0	330528.0	0	 	0
11	0	251808.0	251808.0	251808.0	0	 	0
11	1	76656.0	76656.0	76656.0	0	 	0
11	2	173524.0	176592.0	176592.0	3068.0	 	0
11	3	172944.0	172944.0	172944.0	0	 	0
11	4	91248.0	91248.0	91248.0	0	 	0
11	5	158804.0	164304.0	158804.0	0	 	0
11	6	62724.0	58992.0	58992.0	0	 	3732.0
11	7	233056.0	231312.0	231312.0	0	 	1744.0
11	8	189888.0	189888.0	189888.0	0	 	0
11	9	188544.0	188544.0	188544.0	0	 	0
11	10	212016.0	212016.0	212016.0	0	 	0
11	12	157628.0	154560.0	154560.0	0	 	3068.0
11	13	68448.0	68448.0	68448.0	0	 	0
11	14	106944.0	106944.0	106944.0	0	 	0
11	15	13968.0	13968.0	13968.0	0	 	0
12	0	432.0	480.0	480.0	48.0	 	0
12	1	221904.0	221904.0	221904.0	0	 	0
12	2	52292.0	49200.0	52290.0	0	 	2.0
12	3	336048.0	336048.0	336048.0	0	 	0
12	4	285120.0	285120.0	285120.0	0	 	0
12	5	69408.0	69408.0	69408.0	0	 	0
12	6	104016.0	104016.0	104016.0	0	 	0
12	7	58604.0	55536.0	55536.0	0	 	3068.0
12	8	44736.0	44736.0	44736.0	0	 	0
12	9	383520.0	383520.0	383520.0	0	 	0
12	10	371520.0	371520.0	371520.0	0	 	0
12	11	225024.0	225024.0	225024.0	0	 	0
12	13	157440.0	157440.0	157440.0	0	 	0
12	14	257352.0	257328.0	257328.0	0	 	24.0
12	15	112272.0	112272.0	112272.0	0	 	0
13	0	128832.0	128832.0	128832.0	0	 	0
13	1	196896.0	196896.0	196896.0	0	 	0
13	2	36960.0	36960.0	36960.0	0	 	0
13	3	68016.0	68016.0	68016.0	0	 	0
13	4	340156.0	356976.0	333390.0	0	 	6766.0
13	5	103392.0	103392.0	103392.0	0	 	0
13	6	144820.0	147888.0	144821.0	1.0	 	0
13	7	39360.0	39360.0	39360.0	0	 	0
13	8	176268.0	171648.0	176686.0	418.0	 	0
13	9	119760.0	119760.0	119760.0	0	 	0
13	10	41664.0	41664.0	41664.0	0	 	0
