0,0,1,2
0,0,1,40800
1,0,2,71592
2,0,3,1.3502e+05
3,0,4,14616
4,0,5,1.1045e+05
5,0,6,1.2559e+05
6,0,7,1.1266e+05
7,0,8,2016
8,0,9,9836
9,0,10,25896
10,1,0,1.1026e+05
11,1,2,7656
12,1,3,87696
13,1,4,64684
14,1,5,18263
15,1,6,37152
16,1,7,54912
17,1,8,1.0375e+05
18,1,9,96648
19,1,10,7827
20,2,0,13320
21,2,1,85032
22,2,3,1.0097e+05
23,2,4,69672
24,2,5,94800
25,2,6,1.0702e+05
26,2,7,80103
27,2,8,1.0642e+05
28,2,9,13752
29,2,10,64917
30,3,0,78816
31,3,1,28560
32,3,2,1.1863e+05
33,3,4,97368
34,3,5,44184
35,3,6,4344
36,3,7,7080
37,3,8,1.0668e+05
38,3,9,1.2365e+05
39,3,10,1.0135e+05
40,4,0,1.0572e+05
41,4,1,1.1393e+05
42,4,2,23112
43,4,3,1.098e+05
44,4,5,1.1462e+05
45,4,6,1.043e+05
46,4,7,97704
47,4,8,66648
48,4,9,23088
49,4,10,68976
50,5,0,1.2214e+05
51,5,1,67704
52,5,2,1.117e+05
53,5,3,11304
54,5,4,1.2756e+05
55,5,6,1.2276e+05
56,5,7,26040
57,5,8,1.2516e+05
58,5,9,84192
59,5,10,37944
60,6,0,1.02e+05
61,6,1,2064
62,6,2,93072
63,6,3,21000
64,6,4,57024
65,6,5,83928
66,6,7,31968
67,6,8,1.0042e+05
68,6,9,73296
69,6,10,64080
70,7,0,62496
71,7,1,32555
72,7,2,18312
73,7,3,77256
74,7,4,69288
75,7,5,1.2278e+05
76,7,6,55678
77,7,8,78312
78,7,9,1.0037e+05
79,7,10,3696
80,8,0,68856
81,8,1,37632
82,8,2,75072
83,8,3,91152
84,8,4,88512
85,8,5,67344
86,8,6,48552
87,8,7,13992
88,8,9,1.0862e+05
89,8,10,84744
90,9,0,26664
91,9,1,1.1239e+05
92,9,2,7517
93,9,3,1.2912e+05
94,9,4,51336
95,9,5,28032
96,9,6,3456
97,9,7,1.0886e+05
98,9,8,33096
99,9,10,1.0925e+05
100,10,0,42744
101,10,1,46173
102,10,2,83088
103,10,3,29544
104,10,4,59664
105,10,5,15458
106,10,6,1.0639e+05
107,10,7,1.2871e+05
108,10,8,89784
109,10,9,1.0637e+05
