,0,1,2
0,0,1,196272.0
1,0,2,176544.0
2,0,3,49152.0
3,0,4,366288.0
4,0,5,295296.0
5,0,6,5376.0
6,0,7,336384.0
7,0,8,320592.0
8,0,9,177408.0
9,0,10,233904.0
10,0,11,6240.0
11,0,12,110832.0
12,0,13,319296.0
13,0,14,75120.0
14,0,15,121920.0
15,1,0,331296.0
16,1,2,356016.0
17,1,3,157392.0
18,1,4,171552.0
19,1,5,293760.0
20,1,6,269184.0
21,1,7,282768.0
22,1,8,46608.0
23,1,9,383568.0
24,1,10,57552.0
25,1,11,380640.0
26,1,12,52560.0
27,1,13,225456.0
28,1,14,278400.0
29,1,15,68784.0
30,2,0,155136.0
31,2,1,197664.0
32,2,3,206688.0
33,2,4,290064.0
34,2,5,298800.0
35,2,6,258912.0
36,2,7,327024.0
37,2,8,190656.0
38,2,9,262128.0
39,2,10,318240.0
40,2,11,59664.0
41,2,12,27984.0
42,2,13,134400.0
43,2,14,170448.0
44,2,15,293712.0
45,3,0,97680.0
46,3,1,36240.0
47,3,2,272544.0
48,3,4,103440.0
49,3,5,304656.0
50,3,6,312192.0
51,3,7,145392.0
52,3,8,54576.0
53,3,9,146976.0
54,3,10,215184.0
55,3,11,23472.0
56,3,12,216528.0
57,3,13,382656.0
58,3,14,16416.0
59,3,15,140880.0
60,4,0,364512.0
61,4,1,42768.0
62,4,2,16272.0
63,4,3,218640.0
64,4,5,146016.0
65,4,6,4464.0
66,4,7,18144.0
67,4,8,381936.0
68,4,9,282864.0
69,4,10,212208.0
70,4,11,233328.0
71,4,12,287856.0
72,4,13,120480.0
73,4,14,316752.0
74,4,15,75600.0
75,5,0,18576.0
76,5,1,9360.0
77,5,2,220128.0
78,5,3,132624.0
79,5,4,357840.0
80,5,6,255120.0
81,5,7,335376.0
82,5,8,119040.0
83,5,9,334656.0
84,5,10,170736.0
85,5,11,141936.0
86,5,12,162816.0
87,5,13,44976.0
88,5,14,184752.0
89,5,15,326832.0
90,6,0,106224.0
91,6,1,4848.0
92,6,2,106224.0
93,6,3,206784.0
94,6,4,265200.0
95,6,5,9936.0
96,6,7,233664.0
97,6,8,196800.0
98,6,9,248544.0
99,6,10,234768.0
100,6,11,123840.0
101,6,12,380064.0
102,6,13,9312.0
103,6,14,228816.0
104,6,15,214992.0
105,7,0,146400.0
106,7,1,109488.0
107,7,2,239664.0
108,7,3,9696.0
109,7,4,264432.0
110,7,5,269280.0
111,7,6,241056.0
112,7,8,270912.0
113,7,9,363504.0
114,7,10,326784.0
115,7,11,200352.0
116,7,12,233232.0
117,7,13,363408.0
118,7,14,30288.0
119,7,15,66048.0
120,8,0,226752.0
121,8,1,57504.0
122,8,2,41760.0
123,8,3,188256.0
124,8,4,327024.0
125,8,5,86928.0
126,8,6,304848.0
127,8,7,140352.0
128,8,9,71136.0
129,8,10,97392.0
130,8,11,265056.0
131,8,12,125184.0
132,8,13,280416.0
133,8,14,109344.0
134,8,15,137952.0
135,9,0,30912.0
136,9,1,252144.0
137,9,2,354816.0
138,9,3,78144.0
139,9,4,310848.0
140,9,5,203040.0
141,9,6,100080.0
142,9,7,201600.0
143,9,8,243456.0
144,9,10,97776.0
145,9,11,23232.0
146,9,12,94656.0
147,9,13,95040.0
148,9,14,123552.0
149,9,15,278736.0
150,10,0,142944.0
151,10,1,197136.0
152,10,2,44400.0
153,10,3,273840.0
154,10,4,145344.0
155,10,5,382608.0
156,10,6,138528.0
157,10,7,110112.0
158,10,8,139968.0
159,10,9,50544.0
160,10,11,276672.0
161,10,12,189024.0
162,10,13,194832.0
163,10,14,299424.0
164,10,15,330528.0
165,11,0,251808.0
166,11,1,76656.0
167,11,2,176592.0
168,11,3,172944.0
169,11,4,91248.0
170,11,5,164304.0
171,11,6,58992.0
172,11,7,231312.0
173,11,8,189888.0
174,11,9,188544.0
175,11,10,212016.0
176,11,12,154560.0
177,11,13,68448.0
178,11,14,106944.0
179,11,15,13968.0
180,12,0,480.0
181,12,1,221904.0
182,12,2,49200.0
183,12,3,336048.0
184,12,4,285120.0
185,12,5,69408.0
186,12,6,104016.0
187,12,7,55536.0
188,12,8,44736.0
189,12,9,383520.0
190,12,10,371520.0
191,12,11,225024.0
192,12,13,157440.0
193,12,14,257328.0
194,12,15,112272.0
195,13,0,128832.0
196,13,1,196896.0
197,13,2,36960.0
198,13,3,68016.0
199,13,4,356976.0
200,13,5,103392.0
201,13,6,147888.0
202,13,7,39360.0
203,13,8,171648.0
204,13,9,119760.0
205,13,10,41664.0
206,13,11,373344.0
207,13,12,240816.0
208,13,14,184224.0
209,13,15,182208.0
210,14,0,236064.0
211,14,1,180960.0
212,14,2,289920.0
213,14,3,70704.0
214,14,4,89760.0
215,14,5,4944.0
216,14,6,150528.0
217,14,7,7536.0
218,14,8,94656.0
219,14,9,15120.0
220,14,10,18864.0
221,14,11,205536.0
222,14,12,300480.0
223,14,13,51792.0
224,14,15,301008.0
225,15,0,350400.0
226,15,1,59376.0
227,15,2,343680.0
228,15,3,212688.0
229,15,4,48768.0
230,15,5,38928.0
231,15,6,316752.0
232,15,7,66624.0
233,15,8,339168.0
234,15,9,295104.0
235,15,10,66336.0
236,15,11,130320.0
237,15,12,55680.0
238,15,13,43248.0
239,15,14,141504.0
