,0,1,2,3
0,0,0,1,17348.0
1,1,0,1,17348.0
2,2,0,1,17348.0
3,0,1,2,14180.0
4,1,1,2,14180.0
5,2,1,2,14180.0
6,0,0,3,15554.0
7,0,3,2,11584.0
8,1,0,3,15554.0
9,1,3,2,11584.0
10,2,0,3,15554.0
11,2,3,2,11584.0
12,0,0,4,21772.0
13,1,0,4,21772.0
14,2,0,4,21772.0
15,0,0,5,23704.0
16,1,0,5,23704.0
17,2,0,5,23704.0
18,0,1,0,35844.0
19,1,1,0,35844.0
20,2,1,0,35844.0
21,0,2,3,17664.0
22,1,2,3,17664.0
23,2,2,3,17664.0
24,0,2,1,12664.0
25,1,2,1,12664.0
26,2,2,1,12664.0
27,0,3,0,16816.0
28,1,3,0,16816.0
29,2,3,0,16816.0
30,0,3,4,21236.0
31,1,3,4,21236.0
32,2,3,4,21236.0
33,0,4,5,6276.0
34,1,4,5,6276.0
35,2,4,5,6276.0
36,0,4,0,13468.0
37,1,4,0,13468.0
38,2,4,0,13468.0
39,0,4,3,6242.0
40,1,4,3,6242.0
41,2,4,3,6242.0
42,0,5,0,12382.0
43,1,5,0,12382.0
44,2,5,0,12382.0
45,0,5,4,7094.0
46,1,5,4,7094.0
47,2,5,4,7094.0
