,0,1,2
0,0,1,13688.0
1,0,2,1736.0
2,0,3,1035.0
3,0,4,13700.0
4,0,5,3492.0
5,0,6,13560.0
6,1,0,3548.0
7,1,2,8371.0
8,1,3,1244.0
9,1,4,7280.0
10,1,5,13832.0
11,1,6,3112.0
12,2,0,8420.0
13,2,1,5364.0
14,2,3,2920.0
15,2,4,9442.0
16,2,5,459.0
17,2,6,6172.0
18,3,0,9980.0
19,3,1,9612.0
20,3,2,10364.0
21,3,4,4952.0
22,3,5,1628.0
23,3,6,4936.0
24,4,0,8732.0
25,4,1,2064.0
26,4,2,1629.0
27,4,3,4312.0
28,4,5,5368.0
29,4,6,11516.0
30,5,0,12368.0
31,5,1,10012.0
32,5,2,11372.0
33,5,3,6352.0
34,5,4,1688.0
35,5,6,5944.0
36,6,0,13540.0
37,6,1,13660.0
38,6,2,2460.0
39,6,3,5376.0
40,6,4,6360.0
41,6,5,8308.0
