0,0,1,2
0,0,1,1740
1,0,2,7436
2,0,3,4200
3,0,4,3116
4,0,5,13780
5,0,6,7880
6,0,7,2112
7,0,8,13525
8,1,0,10508
9,1,2,6642
10,1,3,1069
11,1,4,11056
12,1,5,2696
13,1,6,15452
14,1,7,16160
15,1,8,10392
16,2,0,13528
17,2,1,4280
18,2,3,6484
19,2,4,7485
20,2,5,14724
21,2,6,12680
22,2,7,10104
23,2,8,972
24,3,0,13420
25,3,1,2384
26,3,2,1996
27,3,4,10196
28,3,5,4256
29,3,6,9256
30,3,7,7496
31,3,8,3720
32,4,0,17972
33,4,1,1024
34,4,2,11552
35,4,3,4428
36,4,5,3016
37,4,6,3940
38,4,7,9412
39,4,8,6477
40,5,0,6460
41,5,1,15256
42,5,2,9276
43,5,3,5936
44,5,4,7240
45,5,6,17616
46,5,7,16840
47,5,8,15028
48,6,0,17044
49,6,1,2980
50,6,2,5636
51,6,3,1484
52,6,4,5128
53,6,5,16232
54,6,7,16884
55,6,8,7432
56,7,0,6326
57,7,1,5156
58,7,2,3228
59,7,3,14096
60,7,4,13335
61,7,5,11276
62,7,6,8776
63,7,8,16640
64,8,0,12380
65,8,1,13240
66,8,2,9696
67,8,3,15416
68,8,4,12564
69,8,5,3831
70,8,6,10744
71,8,7,13084
