,0,1,2
0,0,1,106680.0
1,0,2,155928.0
2,0,3,147096.0
3,0,4,27648.0
4,0,5,112320.0
5,0,6,147120.0
6,0,7,100344.0
7,0,8,92304.0
8,0,9,5376.0
9,0,10,74208.0
10,0,11,19848.0
11,0,12,128208.0
12,1,0,112128.0
13,1,2,12768.0
14,1,3,142248.0
15,1,4,119664.0
16,1,5,126768.0
17,1,6,67416.0
18,1,7,146976.0
19,1,8,15792.0
20,1,9,76152.0
21,1,10,136200.0
22,1,11,122808.0
23,1,12,11976.0
24,2,0,118152.0
25,2,1,128760.0
26,2,3,29040.0
27,2,4,107640.0
28,2,5,105504.0
29,2,6,106728.0
30,2,7,151776.0
31,2,8,52056.0
32,2,9,113040.0
33,2,10,105168.0
34,2,11,147528.0
35,2,12,109488.0
36,3,0,114768.0
37,3,1,47208.0
38,3,2,38184.0
39,3,4,138240.0
40,3,5,144072.0
41,3,6,26424.0
42,3,7,12288.0
43,3,8,53784.0
44,3,9,101520.0
45,3,10,48696.0
46,3,11,155640.0
47,3,12,139032.0
48,4,0,61560.0
49,4,1,49608.0
50,4,2,22848.0
51,4,3,45816.0
52,4,5,112896.0
53,4,6,41112.0
54,4,7,123528.0
55,4,8,76824.0
56,4,9,106344.0
57,4,10,119160.0
58,4,11,97344.0
59,4,12,154272.0
60,5,0,77088.0
61,5,1,71328.0
62,5,2,88656.0
63,5,3,136848.0
64,5,4,41616.0
65,5,6,82008.0
66,5,7,80616.0
67,5,8,83640.0
68,5,9,10680.0
69,5,10,100728.0
70,5,11,140784.0
71,5,12,3552.0
72,6,0,45120.0
73,6,1,107760.0
74,6,2,38976.0
75,6,3,18432.0
76,6,4,81768.0
77,6,5,143688.0
78,6,7,119784.0
79,6,8,122016.0
80,6,9,100752.0
81,6,10,33720.0
82,6,11,37944.0
83,6,12,73104.0
84,7,0,124584.0
85,7,1,95400.0
86,7,2,126384.0
87,7,3,68136.0
88,7,4,58176.0
89,7,5,47616.0
90,7,6,149280.0
91,7,8,54000.0
92,7,9,69720.0
93,7,10,96672.0
94,7,11,108864.0
95,7,12,8064.0
96,8,0,97416.0
97,8,1,47352.0
98,8,2,129144.0
99,8,3,85248.0
100,8,4,31968.0
101,8,5,103416.0
102,8,6,17088.0
103,8,7,84144.0
104,8,9,7608.0
105,8,10,23736.0
106,8,11,127608.0
107,8,12,16536.0
108,9,0,111072.0
109,9,1,90336.0
110,9,2,45864.0
111,9,3,7224.0
112,9,4,28704.0
113,9,5,56064.0
114,9,6,155880.0
115,9,7,134592.0
116,9,8,139848.0
117,9,10,77112.0
118,9,11,109152.0
119,9,12,39360.0
120,10,0,25848.0
121,10,1,113472.0
122,10,2,127824.0
123,10,3,36120.0
124,10,4,38808.0
125,10,5,150240.0
126,10,6,20304.0
127,10,7,16608.0
128,10,8,124152.0
129,10,9,15936.0
130,10,11,143352.0
131,10,12,125616.0
132,11,0,84360.0
133,11,1,119472.0
134,11,2,95784.0
135,11,3,60312.0
136,11,4,75984.0
137,11,5,18672.0
138,11,6,106392.0
139,11,7,76920.0
140,11,8,52704.0
141,11,9,138480.0
142,11,10,65136.0
143,11,12,35592.0
144,12,0,12024.0
145,12,1,137784.0
146,12,2,31656.0
147,12,3,126552.0
148,12,4,118848.0
149,12,5,28152.0
150,12,6,104568.0
151,12,7,74760.0
152,12,8,75984.0
153,12,9,2424.0
154,12,10,13896.0
155,12,11,88416.0
