,0,1,2,3,4,5
0,0,1,0,0,1,1.0
1,0,2,0,0,1,1.0
2,0,2,0,1,2,1.0
3,0,3,0,0,5,1.0
4,0,3,0,5,3,1.0
5,0,4,0,0,5,1.0
6,0,4,0,5,4,1.0
7,0,5,0,0,5,1.0
8,0,6,0,0,6,1.0
9,1,0,0,1,0,1.0
10,1,2,0,1,2,1.0
11,1,3,0,1,2,1.0
12,1,3,0,2,3,1.0
13,1,4,0,1,0,0.5
14,1,4,0,0,5,0.5
15,1,4,0,5,4,0.5
16,1,4,0,1,2,0.5
17,1,4,0,2,3,0.5
18,1,4,0,3,4,0.5
19,1,5,0,1,0,1.0
20,1,5,0,0,5,1.0
21,1,6,0,1,0,1.0
22,1,6,0,0,6,1.0
23,2,0,0,2,1,1.0
24,2,0,0,1,0,1.0
25,2,1,0,2,1,1.0
26,2,3,0,2,3,1.0
27,2,4,0,2,3,1.0
28,2,4,0,3,4,1.0
29,2,5,0,2,3,1.0
30,2,5,0,3,5,1.0
31,2,6,0,2,1,0.5
32,2,6,0,1,0,0.5
33,2,6,0,0,6,0.5
34,2,6,0,2,3,0.5
35,2,6,0,3,5,0.5
36,2,6,0,5,6,0.5
37,3,0,0,3,5,1.0
38,3,0,0,5,0,1.0
39,3,1,0,3,2,1.0
40,3,1,0,2,1,1.0
41,3,2,0,3,2,1.0
42,3,4,0,3,4,1.0
43,3,5,0,3,5,1.0
44,3,6,0,3,5,1.0
45,3,6,0,5,6,1.0
46,4,0,0,4,5,1.0
47,4,0,0,5,0,1.0
48,4,1,0,4,3,0.5
49,4,1,0,3,2,0.5
50,4,1,0,2,1,0.5
51,4,1,0,4,5,0.5
52,4,1,0,5,0,0.5
53,4,1,0,0,1,0.5
54,4,2,0,4,3,1.0
55,4,2,0,3,2,1.0
56,4,3,0,4,3,1.0
57,4,5,0,4,5,1.0
58,4,6,0,4,5,1.0
59,4,6,0,5,6,1.0
60,5,0,0,5,0,1.0
61,5,1,0,5,0,1.0
62,5,1,0,0,1,1.0
63,5,2,0,5,3,1.0
64,5,2,0,3,2,1.0
65,5,3,0,5,3,1.0
66,5,4,0,5,4,1.0
67,5,6,0,5,6,1.0
68,6,0,0,6,0,1.0
69,6,1,0,6,0,1.0
70,6,1,0,0,1,1.0
71,6,2,0,6,5,0.5
72,6,2,0,5,3,0.5
73,6,2,0,3,2,0.5
74,6,2,0,6,0,0.5
75,6,2,0,0,1,0.5
76,6,2,0,1,2,0.5
77,6,3,0,6,5,1.0
78,6,3,0,5,3,1.0
79,6,4,0,6,5,1.0
80,6,4,0,5,4,1.0
81,6,5,0,6,5,1.0
