,0,1,2
0,0,1,123816.0
1,0,2,75600.0
2,0,3,31752.0
3,0,4,104472.0
4,0,5,4049.0
5,0,6,65928.0
6,0,7,129668.0
7,0,8,125808.0
8,0,9,49344.0
9,0,10,15096.0
10,0,11,143472.0
11,1,0,30336.0
12,1,2,104597.0
13,1,3,140880.0
14,1,4,88919.0
15,1,5,81936.0
16,1,6,3831.0
17,1,7,93888.0
18,1,8,138072.0
19,1,9,104760.0
20,1,10,123840.0
21,1,11,81381.0
22,2,0,143904.0
23,2,1,29784.0
24,2,3,137112.0
25,2,4,59856.0
26,2,5,56712.0
27,2,6,58056.0
28,2,7,86208.0
29,2,8,123360.0
30,2,9,110592.0
31,2,10,71760.0
32,2,11,94248.0
33,3,0,29184.0
34,3,1,66696.0
35,3,2,73008.0
36,3,4,124320.0
37,3,5,63528.0
38,3,6,19608.0
39,3,7,70272.0
40,3,8,125280.0
41,3,9,24312.0
42,3,10,19056.0
43,3,11,87581.0
44,4,0,2904.0
45,4,1,129096.0
46,4,2,124344.0
47,4,3,112416.0
48,4,5,85320.0
49,4,6,109464.0
50,4,7,130320.0
51,4,8,65664.0
52,4,9,7540.0
53,4,10,47688.0
54,4,11,93528.0
55,5,0,15600.0
56,5,1,132024.0
57,5,2,110208.0
58,5,3,68928.0
59,5,4,4944.0
60,5,6,89832.0
61,5,7,98352.0
62,5,8,85776.0
63,5,9,29304.0
64,5,10,125588.0
65,5,11,81768.0
66,6,0,103056.0
67,6,1,66384.0
68,6,2,103213.0
69,6,3,135504.0
70,6,4,54984.0
71,6,5,54672.0
72,6,7,117384.0
73,6,8,75408.0
74,6,9,94968.0
75,6,10,48504.0
76,6,11,122280.0
77,7,0,38424.0
78,7,1,118584.0
79,7,2,129050.0
80,7,3,109152.0
81,7,4,138816.0
82,7,5,47280.0
83,7,6,55824.0
84,7,8,135864.0
85,7,9,72072.0
86,7,10,137847.0
87,7,11,112920.0
88,8,0,85224.0
89,8,1,142608.0
90,8,2,55992.0
91,8,3,63360.0
92,8,4,49632.0
93,8,5,46536.0
94,8,6,117216.0
95,8,7,6120.0
96,8,9,86664.0
97,8,10,139392.0
98,8,11,91344.0
99,9,0,87336.0
100,9,1,25008.0
101,9,2,24148.0
102,9,3,63816.0
103,9,4,130272.0
104,9,5,87198.0
105,9,6,5552.0
106,9,7,11256.0
107,9,8,51960.0
108,9,10,116764.0
109,9,11,53952.0
110,10,0,13536.0
111,10,1,67656.0
112,10,2,11105.0
113,10,3,134976.0
114,10,4,19992.0
115,10,5,109968.0
116,10,6,36240.0
117,10,7,3432.0
118,10,8,19104.0
119,10,9,117144.0
120,10,11,121769.0
121,11,0,19992.0
122,11,1,122808.0
123,11,2,21792.0
124,11,3,31728.0
125,11,4,81624.0
126,11,5,43056.0
127,11,6,104616.0
128,11,7,1428.0
129,11,8,67497.0
130,11,9,44040.0
131,11,10,528.0
