,0,1,2,3
0,0,0,1,332196
1,1,0,1,332196
2,2,0,1,332196
3,3,0,1,332196
4,4,0,1,332196
5,0,0,2,143052
6,1,0,2,143052
7,2,0,2,143052
8,3,0,2,143052
9,4,0,2,143052
10,0,1,3,603966
11,1,1,3,603966
12,2,1,3,603966
13,3,1,3,603966
14,4,1,3,603966
15,0,2,3,169650
16,1,2,3,169650
17,2,2,3,169650
18,3,2,3,169650
19,4,2,3,169650
20,0,2,4,264456
21,1,2,4,264456
22,2,2,4,264456
23,3,2,4,264456
24,4,2,4,264456
25,0,0,14,181176
26,0,14,4,199320
27,1,0,14,181176
28,1,14,4,199320
29,2,0,14,181176
30,2,14,4,199320
31,3,0,14,181176
32,3,14,4,199320
33,4,0,14,181176
34,4,14,4,199320
35,0,3,5,300264
36,1,3,5,300264
37,2,3,5,300264
38,3,3,5,300264
39,4,3,5,300264
40,0,4,6,193278
41,1,4,6,193278
42,2,4,6,193278
43,3,4,6,193278
44,4,4,6,193278
45,0,14,7,424092
46,1,14,7,424092
47,2,14,7,424092
48,3,14,7,424092
49,4,14,7,424092
50,0,3,8,311484
51,1,3,8,311484
52,2,3,8,311484
53,3,3,8,311484
54,4,3,8,311484
55,0,1,13,411636
56,0,13,9,330660
57,1,1,13,411636
58,1,13,9,330660
59,2,1,13,411636
60,2,13,9,330660
61,3,1,13,411636
62,3,13,9,330660
63,4,1,13,411636
64,4,13,9,330660
65,0,3,10,335976
66,1,3,10,335976
67,2,3,10,335976
68,3,3,10,335976
69,4,3,10,335976
70,0,13,11,248322
71,1,13,11,248322
72,2,13,11,248322
73,3,13,11,248322
74,4,13,11,248322
75,0,2,12,298398
76,1,2,12,298398
77,2,2,12,298398
78,3,2,12,298398
79,4,2,12,298398
80,0,14,12,162966
81,1,14,12,162966
82,2,14,12,162966
83,3,14,12,162966
84,4,14,12,162966
85,0,0,15,121074
86,0,15,13,241746
87,1,0,15,121074
88,1,15,13,241746
89,2,0,15,121074
90,2,15,13,241746
91,3,0,15,121074
92,3,15,13,241746
93,4,0,15,121074
94,4,15,13,241746
