,0,1,2,3
0,0,0,1,221958.0
1,2,0,1,221958.0
2,1,0,2,176772.0
3,0,1,3,107010.0
4,2,1,3,107010.0
5,1,2,3,92406.0
6,0,1,4,187668.0
7,2,1,4,187668.0
8,1,2,4,106320.0
9,0,2,5,153294.0
10,2,2,5,153294.0
11,1,4,6,219300.0
12,0,2,7,151536.0
13,2,2,7,151536.0
14,1,1,8,308982.0
15,0,0,11,219102.0
16,1,0,11,219102.0
17,2,0,11,219102.0
18,0,0,12,51348.0
19,1,0,12,51348.0
20,2,0,12,51348.0
21,0,11,10,222792.0
22,2,11,10,222792.0
23,1,1,0,124920.0
24,0,1,2,72372.0
25,2,1,2,72372.0
26,1,3,5,83868.0
27,0,8,6,125694.0
28,2,8,6,125694.0
29,1,8,7,101046.0
30,0,8,9,124392.0
31,2,8,9,124392.0
32,1,1,12,247938.0
33,0,4,10,333894.0
34,2,4,10,333894.0
35,1,12,11,104028.0
36,0,2,0,258450.0
37,2,2,0,258450.0
38,1,2,1,92028.0
39,0,5,6,114168.0
40,2,5,6,114168.0
41,1,4,8,103158.0
42,0,7,9,233514.0
43,2,7,9,233514.0
44,1,3,2,193872.0
45,0,3,1,125532.0
46,2,3,1,125532.0
47,1,3,4,112566.0
48,0,5,7,187890.0
49,2,5,7,187890.0
50,1,4,2,151428.0
51,0,4,1,208518.0
52,2,4,1,208518.0
53,1,4,3,147762.0
54,0,4,5,78018.0
55,2,4,5,78018.0
56,1,10,9,85902.0
57,0,10,11,167952.0
58,2,10,11,167952.0
59,1,10,12,205788.0
60,0,5,2,138258.0
61,2,5,2,138258.0
62,1,5,4,240810.0
63,0,5,3,147852.0
64,2,5,3,147852.0
65,1,6,8,93426.0
66,0,6,10,170700.0
67,2,6,10,170700.0
68,1,6,5,166752.0
69,0,6,4,93690.0
70,2,6,4,93690.0
71,1,8,1,244638.0
72,0,6,7,73524.0
73,1,6,7,73524.0
74,2,6,7,73524.0
75,0,7,8,132102.0
76,2,7,8,132102.0
77,1,7,5,95130.0
78,0,7,6,118356.0
79,2,7,6,118356.0
80,1,8,4,182790.0
81,0,8,10,78816.0
82,2,8,10,78816.0
83,1,9,11,180090.0
84,0,11,0,111120.0
85,2,11,0,111120.0
86,1,9,8,180732.0
87,0,9,7,175158.0
88,2,9,7,175158.0
89,0,10,4,252870.0
90,1,10,4,252870.0
91,2,10,4,252870.0
92,1,10,6,161994.0
93,0,11,12,91380.0
94,2,11,12,91380.0
95,1,12,0,101046.0
96,0,10,8,152304.0
97,2,10,8,152304.0
98,1,12,1,209244.0
