,0,1,2,3
0,0,0,1,266154.0
1,1,0,1,266154.0
2,2,0,1,266154.0
3,0,0,2,136662.0
4,1,0,2,136662.0
5,2,0,2,136662.0
6,0,0,3,275016.0
7,1,0,3,275016.0
8,2,0,3,275016.0
9,0,1,4,209088.0
10,1,1,4,209088.0
11,2,1,4,209088.0
12,0,2,4,167640.0
13,1,2,4,167640.0
14,2,2,4,167640.0
15,0,2,5,160536.0
16,1,2,5,160536.0
17,2,2,5,160536.0
18,0,3,5,229842.0
19,1,3,5,229842.0
20,2,3,5,229842.0
21,0,1,6,164412.0
22,1,1,6,164412.0
23,2,1,6,164412.0
24,0,0,17,137514.0
25,0,17,6,234876.0
26,1,0,17,137514.0
27,1,17,6,234876.0
28,2,0,17,137514.0
29,2,17,6,234876.0
30,0,1,7,292692.0
31,1,1,7,292692.0
32,2,1,7,292692.0
33,0,0,11,440250.0
34,0,11,7,282990.0
35,1,0,11,440250.0
36,1,11,7,282990.0
37,2,0,11,440250.0
38,2,11,7,282990.0
39,0,1,8,149970.0
40,1,1,8,149970.0
41,2,1,8,149970.0
42,0,0,18,110316.0
43,0,18,8,297444.0
44,1,0,18,110316.0
45,1,18,8,297444.0
46,2,0,18,110316.0
47,2,18,8,297444.0
48,0,11,9,118230.0
49,1,11,9,118230.0
50,2,11,9,118230.0
51,0,0,14,174078.0
52,0,14,9,282132.0
53,1,0,14,174078.0
54,1,14,9,282132.0
55,2,0,14,174078.0
56,2,14,9,282132.0
57,0,11,10,73224.0
58,1,11,10,73224.0
59,2,11,10,73224.0
60,0,18,12,206316.0
61,1,18,12,206316.0
62,2,18,12,206316.0
63,0,11,12,265794.0
64,1,11,12,265794.0
65,2,11,12,265794.0
66,0,0,16,173580.0
67,0,16,13,635508.0
68,1,0,16,173580.0
69,1,16,13,635508.0
70,2,0,16,173580.0
71,2,16,13,635508.0
72,0,11,13,184908.0
73,1,11,13,184908.0
74,2,11,13,184908.0
75,0,0,15,132582.0
76,1,0,15,132582.0
77,2,0,15,132582.0
78,0,1,0,327714.0
79,1,1,0,327714.0
80,2,1,0,327714.0
81,0,1,2,103116.0
82,1,1,2,103116.0
83,2,1,2,103116.0
84,0,1,3,63564.0
85,1,1,3,63564.0
86,2,1,3,63564.0
87,0,4,9,296898.0
88,1,4,9,296898.0
89,2,4,9,296898.0
90,0,7,9,87402.0
91,1,7,9,87402.0
92,2,7,9,87402.0
93,0,7,10,248748.0
94,1,7,10,248748.0
95,2,7,10,248748.0
96,0,8,10,250560.0
97,1,8,10,250560.0
98,2,8,10,250560.0
99,0,7,11,271536.0
100,1,7,11,271536.0
101,2,7,11,271536.0
102,0,1,18,181644.0
103,1,1,18,181644.0
104,2,1,18,181644.0
105,0,7,12,259680.0
106,1,7,12,259680.0
107,2,7,12,259680.0
108,0,1,17,320508.0
109,0,17,14,222096.0
110,1,1,17,320508.0
