,0,1,2,3
0,0,0,1,109584
1,1,0,1,109584
2,2,0,1,109584
3,0,0,2,70098
4,1,0,2,70098
5,2,0,2,70098
6,0,0,3,98658
7,1,0,3,98658
8,2,0,3,98658
9,0,1,4,123384
10,1,1,4,123384
11,2,1,4,123384
12,0,2,4,185694
13,1,2,4,185694
14,2,2,4,185694
15,0,0,5,142644
16,1,0,5,142644
17,2,0,5,142644
18,0,0,6,138792
19,1,0,6,138792
20,2,0,6,138792
21,0,2,7,82422
22,1,2,7,82422
23,2,2,7,82422
24,0,0,15,155832
25,0,15,7,181752
26,1,0,15,155832
27,1,15,7,181752
28,2,0,15,155832
29,2,15,7,181752
30,0,0,16,133164
31,0,16,8,179892
32,1,0,16,133164
33,1,16,8,179892
34,2,0,16,133164
35,2,16,8,179892
36,0,6,8,205806
37,1,6,8,205806
38,2,6,8,205806
39,0,16,9,248700
40,1,16,9,248700
41,2,16,9,248700
42,0,3,9,239130
43,1,3,9,239130
44,2,3,9,239130
45,0,0,10,272004
46,1,0,10,272004
47,2,0,10,272004
48,0,0,11,70020
49,1,0,11,70020
50,2,0,11,70020
51,0,2,12,192666
52,1,2,12,192666
53,2,2,12,192666
54,0,15,12,217710
55,1,15,12,217710
56,2,15,12,217710
57,0,16,13,150570
58,1,16,13,150570
59,2,16,13,150570
60,0,15,13,211206
61,1,15,13,211206
62,2,15,13,211206
63,0,0,14,212460
64,1,0,14,212460
65,2,0,14,212460
66,0,1,0,192000
67,1,1,0,192000
68,2,1,0,192000
69,0,1,2,120702
70,1,1,2,120702
71,2,1,2,120702
72,0,1,3,155934
73,1,1,3,155934
74,2,1,3,155934
75,0,2,5,117156
76,1,2,5,117156
77,2,2,5,117156
78,0,1,6,91968
79,1,1,6,91968
80,2,1,6,91968
81,0,4,7,198000
82,1,4,7,198000
83,2,4,7,198000
84,0,1,16,175416
85,1,1,16,175416
86,2,1,16,175416
87,0,2,11,83202
88,1,2,11,83202
89,2,2,11,83202
90,0,1,15,127578
91,1,1,15,127578
92,2,1,15,127578
93,0,16,14,209118
94,1,16,14,209118
95,2,16,14,209118
96,0,2,0,87768
97,1,2,0,87768
98,2,2,0,87768
99,0,2,1,130536
100,1,2,1,130536
101,2,2,1,130536
102,0,2,3,151080
103,1,2,3,151080
104,2,2,3,151080
105,0,3,6,111006
106,1,3,6,111006
107,2,3,6,111006
108,0,5,8,203358
109,1,5,8,203358
110,2,5,8,203358
111,0,2,16,169530
112,1,2,16,169530
113,2,2,16,169530
114,0,5,10,178608
115,1,5,10,178608
116,2,5,10,178608
117,0,2,15,146172
118,1,2,15,146172
119,2,2,15,146172
120,0,5,14,331296
121,1,5,14,331296
122,2,5,14,331296
123,0,3,0,166260
124,1,3,0,166260
125,2,3,0,166260
126,0,3,1,55662
127,1,3,1,55662
128,2,3,1,55662
129,0,3,2,93786
130,1,3,2,93786
131,2,3,2,93786
132,0,3,4,37818
133,1,3,4,37818
134,2,3,4,37818
135,0,3,5,207168
136,1,3,5,207168
137,2,3,5,207168
138,0,3,11,90360
139,1,3,11,90360
140,2,3,11,90360
141,0,5,12,136404
142,1,5,12,136404
143,2,5,12,136404
144,0,11,13,127908
145,1,11,13,127908
146,2,11,13,127908
147,0,4,3,180438
148,1,4,3,180438
149,2,4,3,180438
150,0,4,5,320106
151,0,5,0,132486
152,1,4,5,320106
153,1,5,0,132486
154,2,4,5,320106
155,2,5,0,132486
156,0,4,1,100854
157,1,4,1,100854
158,2,4,1,100854
159,0,4,2,147510
160,1,4,2,147510
161,2,4,2,147510
162,0,4,6,78870
163,1,4,6,78870
164,2,4,6,78870
165,0,6,9,71580
166,1,6,9,71580
167,2,6,9,71580
168,0,7,10,109446
169,1,7,10,109446
170,2,7,10,109446
171,0,7,13,250524
172,1,7,13,250524
173,2,7,13,250524
174,0,5,4,165186
175,1,5,4,165186
176,2,5,4,165186
177,0,5,6,59922
178,0,6,1,158202
179,1,5,6,59922
180,1,6,1,158202
181,2,5,6,59922
182,2,6,1,158202
183,0,5,2,168294
184,1,5,2,168294
185,2,5,2,168294
186,0,5,3,161448
187,1,5,3,161448
188,2,5,3,161448
189,0,5,7,94410
190,1,5,7,94410
191,2,5,7,94410
192,0,14,13,75234
193,1,14,13,75234
194,2,14,13,75234
195,0,7,15,151764
196,1,7,15,151764
197,2,7,15,151764
198,0,8,16,164898
199,1,8,16,164898
200,2,8,16,164898
201,0,6,0,187368
202,1,6,0,187368
203,2,6,0,187368
204,0,6,5,60510
205,1,6,5,60510
206,2,6,5,60510
207,0,6,7,215256
208,0,7,2,121788
209,1,6,7,215256
210,1,7,2,121788
211,2,6,7,215256
212,2,7,2,121788
213,0,6,3,141600
