,0,1,2,3
0,0,0,1,372516.0
1,2,0,1,372516.0
2,0,0,2,208896.0
3,2,0,2,208896.0
4,0,0,3,130446.0
5,2,0,3,130446.0
6,0,1,4,170220.0
7,2,1,4,170220.0
8,0,2,4,193992.0
9,2,2,4,193992.0
10,0,1,5,406002.0
11,2,1,5,406002.0
12,0,2,5,131928.0
13,2,2,5,131928.0
14,0,0,6,310848.0
15,2,0,6,310848.0
16,0,1,7,381342.0
17,2,1,7,381342.0
18,0,6,7,201366.0
19,2,6,7,201366.0
20,0,6,8,176448.0
21,2,6,8,176448.0
22,0,1,9,570348.0
23,2,1,9,570348.0
24,0,6,9,193368.0
25,2,6,9,193368.0
26,0,9,10,233934.0
27,2,9,10,233934.0
28,0,2,11,583446.0
29,2,2,11,583446.0
30,0,9,12,255852.0
31,2,9,12,255852.0
32,0,0,19,160800.0
33,1,0,19,160800.0
34,2,0,19,160800.0
35,3,0,19,160800.0
36,0,6,13,234672.0
37,2,6,13,234672.0
38,0,1,14,405630.0
39,2,1,14,405630.0
40,0,0,18,370014.0
41,1,0,18,370014.0
42,2,0,18,370014.0
43,3,0,18,370014.0
44,0,19,15,170220.0
45,2,19,15,170220.0
46,0,18,15,140568.0
47,2,18,15,140568.0
48,0,1,16,276678.0
49,2,1,16,276678.0
50,0,19,16,213852.0
51,2,19,16,213852.0
52,0,0,17,137580.0
53,2,0,17,137580.0
54,0,1,0,132270.0
55,2,1,0,132270.0
56,0,1,2,50214.0
57,2,1,2,50214.0
58,0,1,3,203508.0
59,2,1,3,203508.0
60,0,2,6,75798.0
61,2,2,6,75798.0
62,0,9,8,144066.0
63,2,9,8,144066.0
64,0,5,8,264168.0
65,2,5,8,264168.0
66,0,7,10,193194.0
67,2,7,10,193194.0
68,0,9,11,220884.0
69,2,9,11,220884.0
70,0,14,12,243822.0
71,2,14,12,243822.0
72,0,1,19,354486.0
73,2,1,19,354486.0
74,0,14,13,181056.0
75,2,14,13,181056.0
76,0,4,15,547566.0
77,2,4,15,547566.0
78,0,1,17,480792.0
79,2,1,17,480792.0
80,0,1,18,351120.0
81,2,1,18,351120.0
82,0,2,0,370986.0
83,2,2,0,370986.0
84,0,2,1,173418.0
85,2,2,1,173418.0
86,0,2,3,73410.0
87,2,2,3,73410.0
88,0,4,7,283014.0
89,2,4,7,283014.0
90,0,11,8,322656.0
91,2,11,8,322656.0
92,0,4,9,345456.0
93,2,4,9,345456.0
94,0,11,10,245562.0
95,2,11,10,245562.0
96,0,11,12,120474.0
97,2,11,12,120474.0
98,0,2,16,232608.0
99,1,2,16,232608.0
100,2,2,16,232608.0
101,3,2,16,232608.0
102,0,2,19,260160.0
103,2,2,19,260160.0
104,0,11,13,212208.0
105,2,11,13,212208.0
106,0,11,14,329580.0
107,2,11,14,329580.0
108,0,3,0,186798.0
109,2,3,0,186798.0
110,0,3,1,214782.0
111,2,3,1,214782.0
112,0,3,2,70002.0
113,2,3,2,70002.0
114,0,3,4,92556.0
115,2,3,4,92556.0
116,0,3,5,114564.0
117,2,3,5,114564.0
118,0,3,6,67812.0
119,2,3,6,67812.0
120,0,3,16,439320.0
121,1,3,16,439320.0
122,2,3,16,439320.0
123,3,3,16,439320.0
124,0,16,13,285750.0
125,2,16,13,285750.0
126,0,16,14,117798.0
