,0,1,2
0,0,1,26274.0
1,0,2,18906.0
2,0,3,930.0
3,0,4,9840.0
4,0,5,7146.0
5,0,6,29304.0
6,0,7,12906.0
7,0,8,26694.0
8,0,9,21618.0
9,1,0,15534.0
10,1,2,26820.0
11,1,3,15810.0
12,1,4,16068.0
13,1,5,27744.0
14,1,6,14700.0
15,1,7,14388.0
16,1,8,2406.0
17,1,9,10278.0
18,2,0,6600.0
19,2,1,26508.0
20,2,3,1128.0
21,2,4,11466.0
22,2,5,26946.0
23,2,6,6918.0
24,2,7,29316.0
25,2,8,1596.0
26,2,9,9648.0
27,3,0,26364.0
28,3,1,22470.0
29,3,2,10710.0
30,3,4,13716.0
31,3,5,27258.0
32,3,6,14592.0
33,3,7,20310.0
34,3,8,19926.0
35,3,9,4332.0
36,4,0,29970.0
37,4,1,19002.0
38,4,2,23832.0
39,4,3,27774.0
40,4,5,324.0
41,4,6,23808.0
42,4,7,19170.0
43,4,8,18822.0
44,4,9,30000.0
45,5,0,4770.0
46,5,1,20958.0
47,5,2,7926.0
48,5,3,28644.0
49,5,4,13788.0
50,5,6,8442.0
51,5,7,12108.0
52,5,8,1404.0
53,5,9,16104.0
54,6,0,16134.0
55,6,1,23160.0
56,6,2,7014.0
57,6,3,3726.0
58,6,4,13188.0
59,6,5,6024.0
60,6,7,1518.0
61,6,8,24696.0
62,6,9,22182.0
63,7,0,20760.0
64,7,1,8862.0
65,7,2,20532.0
66,7,3,18582.0
67,7,4,17472.0
68,7,5,4500.0
69,7,6,24942.0
70,7,8,3420.0
71,7,9,21462.0
72,8,0,11424.0
73,8,1,14016.0
74,8,2,4068.0
75,8,3,16470.0
76,8,4,11736.0
77,8,5,8190.0
78,8,6,24624.0
79,8,7,24414.0
80,8,9,5298.0
81,9,0,3750.0
82,9,1,18348.0
83,9,2,10356.0
84,9,3,9918.0
85,9,4,18036.0
86,9,5,8262.0
87,9,6,8358.0
88,9,7,13434.0
89,9,8,4374.0
