,0,1,2,3
0,0,0,1,35644.0
1,1,0,1,35644.0
2,2,0,1,35644.0
3,0,0,2,29064.0
4,1,0,2,29064.0
5,2,0,2,29064.0
6,0,0,3,59336.0
7,1,0,3,59336.0
8,2,0,3,59336.0
9,0,0,4,33805.0
10,1,0,4,33805.0
11,2,0,4,33805.0
12,0,0,7,17772.0
13,0,7,5,42000.0
14,1,0,7,17772.0
15,1,7,5,42000.0
16,2,0,7,17772.0
17,2,7,5,42000.0
18,0,3,5,36786.0
19,1,3,5,36786.0
20,2,3,5,36786.0
21,0,4,5,28788.0
22,1,4,5,28788.0
23,2,4,5,28788.0
24,0,1,6,53622.0
25,1,1,6,53622.0
26,2,1,6,53622.0
27,0,7,6,62406.0
28,1,7,6,62406.0
29,2,7,6,62406.0
30,0,3,6,37120.0
31,1,3,6,37120.0
32,2,3,6,37120.0
33,0,0,10,40839.0
34,0,10,8,21450.0
35,1,0,10,40839.0
36,1,10,8,21450.0
37,2,0,10,40839.0
38,2,10,8,21450.0
39,0,0,9,43902.0
40,0,9,8,29208.0
41,1,0,9,43902.0
42,1,9,8,29208.0
43,2,0,9,43902.0
44,2,9,8,29208.0
45,0,7,8,57496.0
46,1,7,8,57496.0
47,2,7,8,57496.0
48,0,1,0,32584.0
49,1,1,0,32584.0
50,2,1,0,32584.0
51,0,1,2,17932.0
52,1,1,2,17932.0
53,2,1,2,17932.0
54,0,1,3,30916.0
55,1,1,3,30916.0
56,2,1,3,30916.0
57,0,1,4,31521.0
58,1,1,4,31521.0
59,2,1,4,31521.0
60,0,6,5,14074.0
61,1,6,5,14074.0
62,2,6,5,14074.0
63,0,2,7,37416.0
64,1,2,7,37416.0
65,2,2,7,37416.0
66,0,1,10,43671.0
67,0,10,7,22062.0
68,1,1,10,43671.0
69,1,10,7,22062.0
70,2,1,10,43671.0
71,2,10,7,22062.0
72,0,3,8,40358.0
73,1,3,8,40358.0
74,2,3,8,40358.0
75,0,1,9,40728.0
76,1,1,9,40728.0
77,2,1,9,40728.0
78,0,2,0,35546.0
79,1,2,0,35546.0
80,2,2,0,35546.0
81,0,2,1,25140.0
82,1,2,1,25140.0
83,2,2,1,25140.0
84,0,2,3,44946.0
85,1,2,3,44946.0
86,2,2,3,44946.0
87,0,2,4,10458.0
88,1,2,4,10458.0
89,2,2,4,10458.0
90,0,4,6,20960.0
91,1,4,6,20960.0
92,2,4,6,20960.0
93,0,7,9,54922.0
94,1,7,9,54922.0
95,2,7,9,54922.0
96,0,7,10,67300.0
97,1,7,10,67300.0
98,2,7,10,67300.0
99,0,3,0,25468.0
100,1,3,0,25468.0
101,2,3,0,25468.0
102,0,3,1,38998.0
103,1,3,1,38998.0
104,2,3,1,38998.0
105,0,3,2,53816.0
106,1,3,2,53816.0
107,2,3,2,53816.0
108,0,3,4,5391.0
109,1,3,4,5391.0
110,2,3,4,5391.0
111,0,5,7,93488.0
112,1,5,7,93488.0
113,2,5,7,93488.0
114,0,8,9,35122.0
115,1,8,9,35122.0
116,2,8,9,35122.0
117,0,8,10,27952.0
118,1,8,10,27952.0
119,2,8,10,27952.0
120,0,4,0,54781.0
121,1,4,0,53044.0
122,2,4,0,46096.0
123,0,4,1,64351.0
124,1,4,1,64351.0
125,2,4,1,64351.0
126,0,4,2,22944.0
127,1,4,2,22944.0
128,2,4,2,22944.0
129,0,4,3,32874.0
130,1,4,3,32874.0
131,2,4,3,32874.0
132,0,6,7,28166.0
133,1,6,7,28166.0
134,2,6,7,28166.0
135,0,6,8,48290.0
136,1,6,8,48290.0
137,2,6,8,48290.0
138,0,5,4,55554.0
139,1,5,4,55554.0
140,2,5,4,55554.0
141,0,5,3,51676.0
142,1,5,3,51676.0
143,2,5,3,51676.0
144,0,7,0,37486.0
145,1,7,0,37486.0
146,2,7,0,37486.0
147,0,5,6,47392.0
148,0,6,1,53220.0
149,1,5,6,47392.0
150,1,6,1,53220.0
151,2,5,6,47392.0
152,2,6,1,53220.0
153,0,7,2,40934.0
154,1,7,2,40934.0
155,2,7,2,40934.0
156,0,6,4,15105.0
157,1,6,4,15105.0
158,2,6,4,15105.0
159,0,6,3,19840.0
160,1,6,3,19840.0
161,2,6,3,19840.0
162,0,9,1,54136.0
163,1,9,1,54136.0
164,2,9,1,54136.0
165,0,8,3,57437.0
166,1,8,3,57437.0
167,2,8,3,57437.0
168,0,8,7,35960.0
169,1,8,7,35960.0
170,2,8,7,35960.0
171,0,9,0,33202.0
172,1,9,0,33202.0
173,2,9,0,33202.0
174,0,10,0,32757.0
175,1,10,0,32757.0
176,2,10,0,32757.0
177,0,8,6,42353.0
178,1,8,6,42353.0
179,2,8,6,42353.0
180,0,10,1,55781.0
181,1,10,1,55781.0
182,2,10,1,55781.0
183,0,9,7,57432.0
184,1,9,7,57432.0
185,2,9,7,57432.0
186,0,9,10,10710.0
187,1,9,10,10710.0
188,2,9,10,10710.0
189,0,10,9,3294.0
190,1,10,9,3294.0
191,2,10,9,3294.0
