,0,1,2
0,0,1,220104.0
1,0,2,36108.0
2,0,3,28980.0
3,0,4,114696.0
4,0,5,218376.0
5,0,6,105876.0
6,0,7,187308.0
7,0,8,167400.0
8,0,9,247032.0
9,0,10,285408.0
10,0,11,51840.0
11,0,12,46368.0
12,0,13,155160.0
13,0,14,229968.0
14,0,15,155916.0
15,0,16,114696.0
16,1,0,249948.0
17,1,2,26928.0
18,1,3,248256.0
19,1,4,88560.0
20,1,5,18360.0
21,1,6,136224.0
22,1,7,232128.0
23,1,8,19440.0
24,1,9,304056.0
25,1,10,163332.0
26,1,11,137088.0
27,1,12,282780.0
28,1,13,207180.0
29,1,14,169992.0
30,1,15,80964.0
31,1,16,148932.0
32,2,0,70920.0
33,2,1,166572.0
34,2,3,264996.0
35,2,4,266328.0
36,2,5,14940.0
37,2,6,213624.0
38,2,7,20268.0
39,2,8,269928.0
40,2,9,162864.0
41,2,10,80352.0
42,2,11,24984.0
43,2,12,201096.0
44,2,13,25560.0
45,2,14,304416.0
46,2,15,277740.0
47,2,16,209556.0
48,3,0,107568.0
49,3,1,95076.0
50,3,2,154584.0
51,3,4,5148.0
52,3,5,144648.0
53,3,6,87840.0
54,3,7,34560.0
55,3,8,276732.0
56,3,9,183420.0
57,3,10,225324.0
58,3,11,19620.0
59,3,12,182196.0
60,3,13,48708.0
61,3,14,269460.0
62,3,15,20952.0
63,3,16,15840.0
64,4,0,287640.0
65,4,1,74700.0
66,4,2,161820.0
67,4,3,213516.0
68,4,5,211068.0
69,4,6,75672.0
70,4,7,186156.0
71,4,8,142128.0
72,4,9,179748.0
73,4,10,270000.0
74,4,11,188208.0
75,4,12,242460.0
76,4,13,139500.0
77,4,14,278136.0
78,4,15,92628.0
79,4,16,38124.0
80,5,0,143388.0
81,5,1,183348.0
82,5,2,273024.0
83,5,3,200556.0
84,5,4,110160.0
85,5,6,972.0
86,5,7,41580.0
87,5,8,222804.0
88,5,9,174240.0
89,5,10,143748.0
90,5,11,123948.0
91,5,12,196884.0
92,5,13,300888.0
93,5,14,83736.0
94,5,15,182412.0
95,5,16,85752.0
96,6,0,203688.0
97,6,1,158256.0
98,6,2,66636.0
99,6,3,212292.0
100,6,4,169092.0
101,6,5,8496.0
102,6,7,247320.0
103,6,8,240372.0
104,6,9,10224.0
105,6,10,208476.0
106,6,11,93348.0
107,6,12,73404.0
108,6,13,287460.0
109,6,14,70956.0
110,6,15,234324.0
111,6,16,55044.0
112,7,0,220500.0
113,7,1,141624.0
114,7,2,185004.0
115,7,3,269388.0
116,7,4,42228.0
117,7,5,246564.0
118,7,6,45756.0
119,7,8,24732.0
120,7,9,225684.0
121,7,10,89100.0
122,7,11,133560.0
123,7,12,305352.0
124,7,13,168084.0
125,7,14,155844.0
126,7,15,2700.0
127,7,16,191556.0
128,8,0,191052.0
129,8,1,25344.0
130,8,2,4968.0
131,8,3,62280.0
132,8,4,132732.0
133,8,5,199080.0
134,8,6,49572.0
135,8,7,204480.0
136,8,9,150264.0
137,8,10,16524.0
138,8,11,70272.0
139,8,12,79488.0
140,8,13,130032.0
141,8,14,162468.0
142,8,15,114120.0
143,8,16,178128.0
144,9,0,203544.0
145,9,1,282384.0
146,9,2,289116.0
147,9,3,168336.0
148,9,4,296316.0
149,9,5,290088.0
150,9,6,132300.0
151,9,7,90612.0
152,9,8,14364.0
153,9,10,240156.0
154,9,11,272592.0
155,9,12,58716.0
156,9,13,169596.0
157,9,14,262368.0
158,9,15,291384.0
159,9,16,61200.0
160,10,0,201960.0
161,10,1,51300.0
162,10,2,87156.0
163,10,3,73368.0
164,10,4,3600.0
165,10,5,102852.0
166,10,6,165420.0
167,10,7,63792.0
168,10,8,245880.0
169,10,9,42516.0
170,10,11,253692.0
171,10,12,167796.0
172,10,13,99792.0
173,10,14,50004.0
174,10,15,82944.0
175,10,16,161316.0
176,11,0,24984.0
177,11,1,107028.0
178,11,2,73224.0
179,11,3,8928.0
180,11,4,182052.0
181,11,5,275940.0
182,11,6,66744.0
183,11,7,67284.0
184,11,8,115920.0
185,11,9,163728.0
186,11,10,148392.0
187,11,12,118080.0
188,11,13,93420.0
189,11,14,221616.0
190,11,15,211248.0
191,11,16,271944.0
192,12,0,55872.0
193,12,1,129420.0
194,12,2,303480.0
195,12,3,139608.0
196,12,4,68400.0
197,12,5,63792.0
198,12,6,30492.0
199,12,7,175860.0
200,12,8,79704.0
201,12,9,54252.0
202,12,10,54720.0
203,12,11,131436.0
204,12,13,158040.0
205,12,14,176472.0
206,12,15,271080.0
207,12,16,149220.0
208,13,0,255096.0
209,13,1,247752.0
210,13,2,166392.0
211,13,3,234864.0
212,13,4,125028.0
213,13,5,267948.0
214,13,6,202068.0
215,13,7,96948.0
216,13,8,50184.0
217,13,9,211896.0
218,13,10,33120.0
219,13,11,240012.0
220,13,12,178704.0
221,13,14,160236.0
222,13,15,105768.0
223,13,16,20016.0
224,14,0,76356.0
225,14,1,168696.0
226,14,2,33660.0
227,14,3,151920.0
228,14,4,291924.0
229,14,5,37080.0
230,14,6,125064.0
