,0,1,2
0,0,1,912.0
1,0,2,4104.0
2,0,3,33936.0
3,0,4,18516.0
4,0,5,41604.0
5,0,6,11088.0
6,0,7,28512.0
7,0,8,24300.0
8,0,9,948.0
9,1,0,35520.0
10,1,2,12456.0
11,1,3,48576.0
12,1,4,57276.0
13,1,5,37560.0
14,1,6,14796.0
15,1,7,16176.0
16,1,8,51060.0
17,1,9,252.0
18,2,0,57528.0
19,2,1,7884.0
20,2,3,57744.0
21,2,4,34704.0
22,2,5,17280.0
23,2,6,50628.0
24,2,7,9324.0
25,2,8,22776.0
26,2,9,35736.0
27,3,0,48420.0
28,3,1,37932.0
29,3,2,38916.0
30,3,4,46188.0
31,3,5,3036.0
32,3,6,20352.0
33,3,7,57888.0
34,3,8,6120.0
35,3,9,42900.0
36,4,0,52728.0
37,4,1,10872.0
38,4,2,48432.0
39,4,3,40680.0
40,4,5,55932.0
41,4,6,6876.0
42,4,7,46740.0
43,4,8,47328.0
44,4,9,14148.0
45,5,0,43152.0
46,5,1,15660.0
47,5,2,26904.0
48,5,3,54900.0
49,5,4,408.0
50,5,6,25656.0
51,5,7,31968.0
52,5,8,42384.0
53,5,9,34368.0
54,6,0,19728.0
55,6,1,41676.0
56,6,2,12492.0
57,6,3,18972.0
58,6,4,20868.0
59,6,5,17160.0
60,6,7,50148.0
61,6,8,37536.0
62,6,9,28212.0
63,7,0,9756.0
64,7,1,7800.0
65,7,2,47892.0
66,7,3,36612.0
67,7,4,57060.0
68,7,5,22872.0
69,7,6,50412.0
70,7,8,10560.0
71,7,9,42504.0
72,8,0,36408.0
73,8,1,26412.0
74,8,2,51792.0
75,8,3,51756.0
76,8,4,43272.0
77,8,5,40104.0
78,8,6,40284.0
79,8,7,20520.0
80,8,9,23352.0
81,9,0,40500.0
82,9,1,22668.0
83,9,2,9264.0
84,9,3,11004.0
85,9,4,23148.0
86,9,5,19884.0
87,9,6,18372.0
88,9,7,50916.0
89,9,8,35304.0
