,0,1,2,3
0,0,0,1,153006.0
1,0,1,3,106314.0
2,0,2,4,106410.0
3,0,6,4,104274.0
4,0,6,5,140364.0
5,0,1,8,163686.0
6,0,0,13,70782.0
7,0,0,12,294726.0
8,0,1,10,168252.0
9,0,13,11,99192.0
10,0,1,0,162840.0
11,0,3,4,75882.0
12,0,2,6,96546.0
13,0,8,7,103776.0
14,0,10,9,86154.0
15,0,13,12,90948.0
16,0,2,1,213468.0
17,0,3,8,106026.0
18,0,4,11,211218.0
19,0,3,1,223284.0
20,0,7,9,155292.0
21,0,7,11,123444.0
22,0,6,0,295002.0
23,0,4,5,78696.0
24,0,11,10,134796.0
25,0,11,13,206478.0
26,0,5,2,163938.0
27,0,5,4,76614.0
28,0,8,1,190740.0
29,0,7,3,132492.0
30,0,7,6,192396.0
31,0,7,5,180960.0
32,0,9,13,165444.0
33,0,8,3,106062.0
34,0,13,0,207156.0
35,0,9,8,238872.0
36,0,10,1,196308.0
37,0,11,4,313020.0
38,0,10,8,119472.0
39,0,13,1,117120.0
