,0,1,2,3
0,0,0,1,373680
1,1,0,1,373680
2,0,0,2,177894
3,1,0,2,177894
4,0,0,3,290358
5,1,0,3,290358
6,0,1,4,199794
7,1,1,4,199794
8,0,2,4,177612
9,1,2,4,177612
10,0,2,5,215088
11,1,2,5,215088
12,0,3,5,237930
13,1,3,5,237930
14,0,1,6,125352
15,1,1,6,125352
16,0,0,17,91710
17,0,17,6,162702
18,1,0,17,91710
19,1,17,6,162702
20,0,1,7,277746
21,1,1,7,277746
22,0,0,11,427260
23,0,11,7,224808
24,1,0,11,427260
25,1,11,7,224808
26,0,1,8,269202
27,1,1,8,269202
28,0,0,18,163044
29,0,18,8,353064
30,1,0,18,163044
31,1,18,8,353064
32,0,11,9,152772
33,1,11,9,152772
34,0,0,14,240084
35,0,14,9,299226
36,1,0,14,240084
37,1,14,9,299226
38,0,11,10,64512
39,1,11,10,64512
40,0,18,12,192312
41,1,18,12,192312
42,0,11,12,179688
43,1,11,12,179688
44,0,0,16,228558
45,0,16,13,584250
46,1,0,16,228558
47,1,16,13,584250
48,0,11,13,199200
49,1,11,13,199200
50,0,0,15,181746
51,1,0,15,181746
52,0,1,0,335922
53,1,1,0,335922
54,0,1,2,140490
55,1,1,2,140490
56,0,1,3,121074
57,1,1,3,121074
58,0,4,9,124314
59,1,4,9,124314
60,0,7,9,32766
61,1,7,9,32766
62,0,7,10,312132
63,1,7,10,312132
64,0,8,10,230718
65,1,8,10,230718
66,0,7,11,246036
67,1,7,11,246036
68,0,1,18,223932
69,1,1,18,223932
70,0,7,12,274590
71,1,7,12,274590
72,0,1,17,249090
73,0,17,14,199884
74,1,1,17,249090
75,1,17,14,199884
76,0,18,15,266460
77,1,18,15,266460
78,0,2,16,131934
79,1,2,16,131934
80,0,2,0,172464
81,1,2,0,172464
82,0,2,1,110418
83,1,2,1,110418
84,0,2,3,107430
85,1,2,3,107430
86,0,3,6,90624
87,1,3,6,90624
88,0,4,7,130164
89,1,4,7,130164
90,0,5,8,220056
91,1,5,8,220056
92,0,5,12,224868
93,1,5,12,224868
94,0,2,18,236322
95,1,2,18,236322
96,0,5,13,219252
97,1,5,13,219252
98,0,5,14,154848
99,1,5,14,154848
100,0,2,17,114546
101,1,2,17,114546
102,0,3,0,304194
103,1,3,0,304194
104,0,3,1,248784
105,1,3,1,248784
106,0,3,2,173370
107,1,3,2,173370
108,0,3,4,107436
109,1,3,4,107436
110,0,6,9,243102
111,1,6,9,243102
112,0,3,16,139386
113,1,3,16,139386
114,0,16,15,72126
115,1,16,15,72126
116,0,4,3,176652
117,1,4,3,176652
118,0,4,2,363120
119,1,4,2,363120
120,0,4,1,125706
121,1,4,1,125706
122,0,4,5,277230
123,1,4,5,277230
124,0,4,6,120156
125,1,4,6,120156
126,0,6,8,222774
127,1,6,8,222774
128,0,9,10,174114
129,1,9,10,174114
130,0,9,11,126282
131,1,9,11,126282
132,0,6,14,96084
133,1,6,14,96084
134,0,6,17,327108
135,1,6,17,327108
136,0,5,3,325536
137,1,5,3,325536
138,0,5,2,384732
139,1,5,2,384732
140,0,5,4,160482
141,1,5,4,160482
142,0,5,6,164832
143,0,6,1,197232
144,1,5,6,164832
145,1,6,1,197232
146,0,5,7,70092
147,1,5,7,70092
148,0,8,11,90630
149,1,8,11,90630
150,0,13,15,151290
151,1,13,15,151290
152,0,12,15,235200
153,1,12,15,235200
154,0,6,16,209172
155,1,6,16,209172
156,0,8,18,299316
157,1,8,18,299316
158,0,6,3,202128
159,1,6,3,202128
160,0,6,5,173016
161,1,6,5,173016
162,0,6,4,213828
163,1,6,4,213828
164,0,6,7,313422
165,1,6,7,313422
166,0,17,15,145506
167,1,17,15,145506
168,0,7,1,200274
169,1,7,1,200274
170,0,11,0,375762
171,1,11,0,375762
172,0,7,5,197352
173,1,7,5,197352
174,0,7,4,263016
175,1,7,4,263016
176,0,7,6,150282
177,1,7,6,150282
178,0,7,8,102414
179,1,7,8,102414
180,0,10,13,272802
181,1,10,13,272802
182,0,8,1,200112
183,1,8,1,200112
184,0,8,5,263418
