,0,1,2,3
0,0,0,1,328260
1,1,0,1,328260
2,0,0,2,162030
3,1,0,2,162030
4,0,0,3,44622
5,1,0,3,44622
6,0,1,4,266394
7,1,1,4,266394
8,0,2,4,340704
9,1,2,4,340704
10,0,1,5,413244
11,1,1,5,413244
12,0,2,5,196326
13,1,2,5,196326
14,0,0,6,401166
15,1,0,6,401166
16,0,1,7,525042
17,1,1,7,525042
18,0,6,7,200550
19,1,6,7,200550
20,0,6,8,221742
21,1,6,8,221742
22,0,1,9,465558
23,1,1,9,465558
24,0,6,9,157608
25,1,6,9,157608
26,0,9,10,213852
27,1,9,10,213852
28,0,2,11,531460
29,1,2,11,533300
30,0,9,12,314730
31,1,9,12,314730
32,0,0,19,199632
33,0,19,13,348312
34,1,0,19,199632
35,1,19,13,348312
36,0,6,13,248370
37,1,6,13,248370
38,0,1,14,229398
39,1,1,14,229398
40,0,0,18,173190
41,0,18,14,50724
42,1,0,18,173190
43,1,18,14,50724
44,0,19,15,152232
45,1,19,15,152232
46,0,18,15,124122
47,1,18,15,124122
48,0,1,16,218364
49,1,1,16,218364
50,0,19,16,172692
51,1,19,16,172692
52,0,0,17,167484
53,1,0,17,167484
54,0,1,0,183378
55,1,1,0,183378
56,0,1,2,162030
57,1,1,2,162030
58,0,1,3,77604
59,1,1,3,77604
60,0,2,6,147930
61,1,2,6,147930
62,0,9,8,143262
63,1,9,8,143262
64,0,5,8,314592
65,1,5,8,314592
66,0,7,10,122202
67,1,7,10,122202
68,0,9,11,287334
69,1,9,11,287334
70,0,14,12,114702
71,1,14,12,114702
72,0,1,19,443394
73,1,1,19,443394
74,0,14,13,214218
75,1,14,13,214218
76,0,4,15,530262
77,1,4,15,530262
78,0,1,17,487320
79,1,1,17,487320
80,0,1,18,466974
81,1,1,18,466974
82,0,2,0,276252
83,1,2,0,276252
84,0,2,1,202260
85,1,2,1,202260
86,0,2,3,99612
87,1,2,3,99612
88,0,4,7,248214
89,1,4,7,248214
90,0,11,8,222210
91,1,11,8,222210
92,0,4,9,238212
93,1,4,9,238212
94,0,11,10,221016
95,1,11,10,221016
96,0,11,12,174960
97,1,11,12,174960
98,0,2,16,141438
99,0,16,12,480990
100,1,2,16,141438
101,1,16,12,480990
102,0,2,19,225780
103,1,2,19,225780
104,0,11,13,195894
105,1,11,13,195894
106,0,11,14,349830
107,1,11,14,349830
108,0,3,0,166194
109,1,3,0,166194
110,0,3,1,299946
111,1,3,1,299946
112,0,3,2,207642
113,1,3,2,207642
114,0,3,4,108894
115,1,3,4,108894
116,0,3,5,33948
117,1,3,5,33948
118,0,3,6,82596
119,1,3,6,82596
120,0,3,16,251766
121,0,16,11,334902
122,1,3,16,251766
123,1,16,11,334902
124,0,16,13,291786
125,1,16,13,291786
126,0,16,14,63792
127,1,16,14,63792
128,0,16,15,38484
129,1,16,15,38484
130,0,4,3,168426
131,1,4,3,168426
132,0,4,2,266388
133,1,4,2,266388
134,0,4,1,296640
135,1,4,1,296640
136,0,4,5,227322
137,1,4,5,227322
138,0,4,6,166620
139,1,4,6,166620
140,0,15,12,247020
141,1,15,12,247020
142,0,15,13,221712
143,1,15,13,221712
144,0,15,14,185910
145,1,15,14,185910
146,0,15,17,218562
147,1,15,17,218562
148,0,15,18,147714
149,1,15,18,147714
150,0,5,6,227058
151,0,6,0,497478
152,1,5,6,227058
153,1,6,0,497478
154,0,5,3,175362
155,1,5,3,175362
156,0,5,1,279252
157,1,5,1,279252
158,0,5,2,107946
159,1,5,2,107946
160,0,5,4,99462
161,1,5,4,99462
162,0,5,7,59142
163,1,5,7,59142
164,0,8,10,154656
165,1,8,10,154656
166,0,8,11,192804
167,1,8,11,192804
168,0,8,12,310338
169,1,8,12,310338
170,0,6,5,177978
171,1,6,5,177978
172,0,7,1,617682
173,1,7,1,617682
174,0,6,2,172842
175,1,6,2,172842
176,0,6,3,214476
177,1,6,3,214476
178,0,6,4,117756
179,1,6,4,117756
180,0,13,14,157752
181,1,13,14,157752
182,0,13,15,204030
183,1,13,15,204030
184,0,7,6,113766
185,1,7,6,113766
186,0,7,5,112530
187,1,7,5,112530
188,0,7,4,170988
189,1,7,4,170988
190,0,7,8,140184
191,1,7,8,140184
192,0,7,9,66708
193,1,7,9,66708
194,0,10,13,164730
195,1,10,13,164730
196,0,8,6,206310
197,1,8,6,206310
198,0,8,7,305526
199,1,8,7,305526
200,0,8,9,57054
201,0,9,1,599034
202,1,8,9,57054
203,1,9,1,599034
204,0,8,5,280350
205,1,8,5,280350
206,0,9,4,216294
207,1,9,4,216294
208,0,12,14,207876
209,1,12,14,207876
210,0,12,15,425388
211,1,12,15,425388
212,0,11,16,351300
213,1,11,16,351300
214,0,12,16,321582
215,1,12,16,321582
216,0,9,6,444060
217,1,9,6,444060
218,0,11,2,608358
219,1,11,2,608358
220,0,9,7,184890
221,1,9,7,184890
222,0,10,9,376554
223,1,10,9,376554
224,0,10,7,234180
225,1,10,7,234180
226,0,10,11,165240
227,1,10,11,165240
228,0,10,8,110904
229,1,10,8,110904
230,0,10,12,165072
231,1,10,12,165072
232,0,13,19,228108
233,1,13,19,228108
234,0,11,9,326532
235,1,11,9,326532
236,0,14,1,423792
237,1,14,1,423792
238,0,16,3,290196
239,1,16,3,290196
240,0,13,6,329658
241,1,13,6,329658
242,0,14,17,174894
243,1,14,17,174894
244,0,16,17,143550
245,1,16,17,143550
246,0,14,18,213996
247,1,14,18,213996
248,0,16,18,166104
249,1,16,18,166104
250,0,12,11,203820
251,1,12,11,203820
252,0,12,9,286338
253,1,12,9,286338
254,0,16,2,381786
255,1,16,2,381786
256,0,15,4,483288
257,1,15,4,483288
258,0,12,8,523704
259,1,12,8,523704
260,0,12,13,100230
261,1,12,13,100230
262,0,12,10,174144
263,1,12,10,174144
264,0,15,19,132474
265,1,15,19,132474
266,0,19,0,111510
267,1,19,0,111510
268,0,13,16,142716
269,0,16,1,201018
270,1,13,16,142716
271,1,16,1,201018
272,0,13,11,161016
273,1,13,11,161016
274,0,13,10,463746
275,1,13,10,463746
276,0,13,12,89322
277,1,13,12,89322
278,0,17,0,283356
279,1,17,0,283356
280,0,18,0,240996
281,1,18,0,240996
282,0,14,16,151824
283,1,14,16,151824
284,0,14,11,191676
285,1,14,11,191676
286,0,14,15,117528
287,1,14,15,117528
288,0,15,16,222594
289,1,15,16,222594
290,0,16,19,83256
291,1,16,19,83256
292,0,17,1,232170
293,1,17,1,232170
294,0,17,16,490824
295,1,17,16,490824
296,0,17,19,91128
297,0,19,2,368844
298,1,17,19,91128
299,1,19,2,368844
300,0,17,15,139800
301,1,17,15,139800
302,0,17,14,132876
303,1,17,14,132876
304,0,17,18,64224
305,1,17,18,64224
306,0,18,1,290874
307,1,18,1,290874
308,0,18,19,161850
309,1,18,19,161850
310,0,18,16,250800
311,1,18,16,250800
312,0,18,17,82140
313,1,18,17,82140
314,0,19,1,247896
315,1,19,1,247896
316,0,19,18,43140
317,1,19,18,43140
318,0,19,17,30996
319,1,19,17,30996
