,0,1,2,3
0,0,0,1,30908
1,1,0,1,30908
2,2,0,1,30908
3,0,0,1,30908
4,0,1,2,17248
5,1,0,1,30908
6,1,1,2,17248
7,2,0,1,30908
8,2,1,2,17248
9,0,0,5,31284
10,0,5,3,26832
11,1,0,5,35356
12,1,5,3,26832
13,2,0,5,33320
14,2,5,3,26832
15,0,0,5,31284
16,0,5,4,28404
17,1,0,5,35356
18,1,5,4,28404
19,2,0,5,33320
20,2,5,4,28404
21,0,0,5,31284
22,1,0,5,35356
23,2,0,5,33320
24,0,0,6,5412
25,1,0,6,5412
26,2,0,6,5412
27,0,1,0,11704
28,1,1,0,15776
29,2,1,0,13740
30,0,1,2,17248
31,1,1,2,17248
32,2,1,2,17248
33,0,1,2,17248
34,0,2,3,39004
35,1,1,2,17248
36,1,2,3,39004
37,2,1,2,17248
38,2,2,3,39004
39,0,1,0,11704
40,0,0,5,31284
41,0,5,4,28404
42,1,1,0,15776
43,1,0,5,35356
44,1,5,4,28404
45,2,1,0,13740
46,2,0,5,33320
47,2,5,4,28404
48,0,1,2,17248
49,0,2,3,39004
50,0,3,4,14828
51,1,1,2,17248
52,1,2,3,39004
53,1,3,4,14828
54,2,1,2,17248
55,2,2,3,39004
56,2,3,4,14828
57,0,1,0,11704
58,0,0,5,31284
59,1,1,0,15776
60,1,0,5,35356
61,2,1,0,13740
62,2,0,5,33320
63,0,1,0,11704
64,0,0,6,5412
65,1,1,0,15776
66,1,0,6,5412
67,2,1,0,13740
68,2,0,6,5412
69,0,2,1,22240
70,0,1,0,11704
71,1,2,1,22240
72,1,1,0,15776
73,2,2,1,22240
74,2,1,0,13740
75,0,2,1,22240
76,1,2,1,22240
77,2,2,1,22240
78,0,2,3,39004
79,1,2,3,39004
80,2,2,3,39004
81,0,2,3,39004
82,0,3,4,14828
83,1,2,3,39004
84,1,3,4,14828
85,2,2,3,39004
86,2,3,4,14828
87,0,2,3,39004
88,0,3,5,37688
89,1,2,3,39004
90,1,3,5,37688
91,2,2,3,39004
92,2,3,5,37688
93,0,2,1,22240
94,0,1,0,11704
95,0,0,6,5412
96,1,2,1,22240
97,1,1,0,15776
98,1,0,6,5412
99,2,2,1,22240
100,2,1,0,13740
101,2,0,6,5412
102,0,2,3,39004
103,0,3,5,37688
104,0,5,6,22088
105,1,2,3,39004
106,1,3,5,37688
107,1,5,6,22088
108,2,2,3,39004
109,2,3,5,37688
110,2,5,6,22088
111,0,3,5,37688
112,0,5,0,36312
113,1,3,5,37688
114,1,5,0,36312
115,2,3,5,37688
116,2,5,0,36312
117,0,3,2,32308
118,0,2,1,22240
119,1,3,2,32308
120,1,2,1,22240
121,2,3,2,32308
122,2,2,1,22240
123,0,3,2,32308
124,1,3,2,32308
125,2,3,2,32308
126,0,3,4,14828
127,1,3,4,14828
128,2,3,4,14828
129,0,3,5,37688
130,1,3,5,37688
131,2,3,5,37688
132,0,3,5,37688
133,0,5,6,22088
134,1,3,5,37688
135,1,5,6,22088
136,2,3,5,37688
137,2,5,6,22088
138,0,4,5,38744
139,0,5,0,36312
140,1,4,5,38744
141,1,5,0,36312
142,2,4,5,38744
143,2,5,0,36312
144,0,4,3,19536
145,0,3,2,32308
146,0,2,1,22240
147,1,4,3,19536
148,1,3,2,32308
149,1,2,1,22240
150,2,4,3,19536
151,2,3,2,32308
152,2,2,1,22240
153,0,4,5,38744
154,0,5,0,36312
155,0,0,1,30908
156,1,4,5,38744
157,1,5,0,36312
158,1,0,1,30908
159,2,4,5,38744
160,2,5,0,36312
161,2,0,1,30908
162,0,4,3,19536
163,0,3,2,32308
164,1,4,3,19536
165,1,3,2,32308
166,2,4,3,19536
167,2,3,2,32308
168,0,4,3,19536
169,1,4,3,19536
170,2,4,3,19536
171,0,4,5,38744
172,1,4,5,38744
173,2,4,5,38744
174,0,4,5,38744
175,0,5,6,22088
176,1,4,5,38744
177,1,5,6,22088
178,2,4,5,38744
179,2,5,6,22088
180,0,5,0,36312
181,1,5,0,36312
182,2,5,0,36312
183,0,5,0,36312
184,0,0,1,30908
185,1,5,0,36312
186,1,0,1,30908
187,2,5,0,36312
188,2,0,1,30908
189,0,5,3,26832
190,0,3,2,32308
191,1,5,3,26832
192,1,3,2,32308
193,2,5,3,26832
194,2,3,2,32308
195,0,5,3,26832
196,1,5,3,26832
197,2,5,3,26832
198,0,5,4,28404
199,1,5,4,28404
200,2,5,4,28404
201,0,5,6,22088
202,1,5,6,22088
203,2,5,6,22088
204,0,6,0,13480
205,1,6,0,13480
206,2,6,0,13480
207,0,6,0,13480
208,0,0,1,30908
209,1,6,0,13480
210,1,0,1,30908
211,2,6,0,13480
212,2,0,1,30908
213,0,6,5,18504
214,0,5,3,26832
215,0,3,2,32308
216,1,6,5,18504
217,1,5,3,26832
218,1,3,2,32308
219,2,6,5,18504
220,2,5,3,26832
221,2,3,2,32308
222,0,6,0,13480
223,0,0,1,30908
224,0,1,2,17248
225,1,6,0,13480
226,1,0,1,30908
227,1,1,2,17248
228,2,6,0,13480
229,2,0,1,30908
230,2,1,2,17248
231,0,6,5,18504
232,0,5,3,26832
233,1,6,5,18504
234,1,5,3,26832
235,2,6,5,18504
236,2,5,3,26832
237,0,6,5,18504
238,0,5,4,28404
239,1,6,5,18504
240,1,5,4,28404
241,2,6,5,18504
242,2,5,4,28404
243,0,6,5,18504
244,1,6,5,18504
245,2,6,5,18504
