,0,1,2,3
0,0,0,1,151575.0
1,0,1,3,208458.0
2,0,2,4,115287.0
3,0,0,10,106443.0
4,0,6,5,160653.0
5,0,9,7,248820.0
6,0,10,8,96303.0
7,0,1,0,72834.0
8,0,3,4,22227.0
9,0,8,6,140418.0
10,0,8,7,138387.0
11,0,8,9,125712.0
12,0,2,1,17589.0
13,0,4,6,207654.0
14,0,8,10,60186.0
15,0,3,1,198495.0
16,0,3,8,143019.0
17,0,4,2,260439.0
18,0,6,8,85839.0
19,0,5,4,157338.0
20,0,5,3,219498.0
21,0,7,8,158730.0
22,0,10,1,112680.0
23,0,8,2,120735.0
24,0,7,3,162036.0
25,0,7,4,182016.0
26,0,7,6,60846.0
27,0,8,3,163287.0
