,0,1,2,3
0,0,0,1,217170.0
1,0,0,2,244302.0
2,0,1,3,83340.0
3,0,2,3,77412.0
4,0,1,4,125346.0
5,0,2,4,85470.0
6,0,2,5,214722.0
7,0,4,6,156324.0
8,0,2,7,249804.0
9,0,1,8,262170.0
10,0,0,11,198486.0
11,0,11,9,98232.0
12,0,0,12,83934.0
13,0,12,10,177036.0
14,0,11,10,156372.0
15,0,1,0,123492.0
16,0,1,2,73524.0
17,0,3,5,70620.0
18,0,8,6,119640.0
19,0,8,7,83358.0
20,0,8,9,149322.0
21,0,1,12,199554.0
22,0,4,10,216132.0
23,0,12,11,44994.0
24,0,2,0,391044.0
25,0,2,1,107922.0
26,0,5,6,99462.0
27,0,4,8,129264.0
28,0,7,9,167376.0
29,0,3,2,130494.0
30,0,3,1,174402.0
31,0,3,4,129330.0
32,0,5,7,115938.0
33,0,4,2,144480.0
34,0,4,1,100260.0
35,0,4,3,200928.0
36,0,4,5,136794.0
37,0,10,9,107052.0
38,0,10,11,186576.0
39,0,10,12,215430.0
40,0,5,2,121596.0
41,0,5,4,183588.0
42,0,5,3,120006.0
43,0,6,8,107970.0
44,0,6,10,172794.0
45,0,6,5,140076.0
46,0,6,4,98322.0
47,0,8,1,270864.0
48,0,6,7,93192.0
49,0,7,2,219618.0
50,0,7,8,109164.0
51,0,7,5,71586.0
52,0,7,6,89424.0
53,0,8,4,153504.0
54,0,8,10,132594.0
55,0,9,11,194712.0
56,0,11,0,167658.0
57,0,9,8,213366.0
58,0,9,7,158844.0
59,0,9,10,110592.0
60,0,10,4,271902.0
61,0,10,6,141252.0
62,0,11,12,74874.0
63,0,12,0,163254.0
64,0,10,8,131556.0
65,0,12,1,229320.0
