,0,1,2
0,0,1,43182.0
1,0,2,58050.0
2,0,3,96858.0
3,0,4,35262.0
4,0,5,3078.0
5,0,6,96444.0
6,0,7,9450.0
7,0,8,9738.0
8,0,9,75420.0
9,0,10,43434.0
10,1,0,97272.0
11,1,2,24174.0
12,1,3,30870.0
13,1,4,36144.0
14,1,5,31266.0
15,1,6,83448.0
16,1,7,1331.0
17,1,8,10440.0
18,1,9,34596.0
19,1,10,48744.0
20,2,0,77886.0
21,2,1,37568.0
22,2,3,94176.0
23,2,4,15916.0
24,2,5,24480.0
25,2,6,18342.0
26,2,7,11772.0
27,2,8,52776.0
28,2,9,22842.0
29,2,10,64247.0
30,3,0,24606.0
31,3,1,68616.0
32,3,2,96066.0
33,3,4,6246.0
34,3,5,70272.0
35,3,6,73098.0
36,3,7,20898.0
37,3,8,28108.0
38,3,9,60570.0
39,3,10,19782.0
40,4,0,62532.0
41,4,1,106708.0
42,4,2,13050.0
43,4,3,86964.0
44,4,5,36638.0
45,4,6,23454.0
46,4,7,89190.0
47,4,8,7164.0
48,4,9,53633.0
49,4,10,96210.0
50,5,0,33084.0
51,5,1,64782.0
52,5,2,74952.0
53,5,3,41832.0
54,5,4,91926.0
55,5,6,88920.0
56,5,7,62028.0
57,5,8,94986.0
58,5,9,29974.0
59,5,10,85212.0
60,6,0,21060.0
61,6,1,48316.0
62,6,2,3204.0
63,6,3,27504.0
64,6,4,10170.0
65,6,5,18288.0
66,6,7,13140.0
67,6,8,76086.0
68,6,9,93204.0
69,6,10,7416.0
70,7,0,42354.0
71,7,1,94806.0
72,7,2,35244.0
73,7,3,71784.0
74,7,4,53343.0
75,7,5,22608.0
76,7,6,53676.0
77,7,8,87264.0
78,7,9,65628.0
79,7,10,93078.0
80,8,0,9972.0
81,8,1,69076.0
82,8,2,64728.0
83,8,3,46119.0
84,8,4,19854.0
85,8,5,41543.0
86,8,6,52920.0
87,8,7,58680.0
88,8,9,28818.0
89,8,10,49500.0
90,9,0,41742.0
91,9,1,42030.0
92,9,2,79452.0
93,9,3,70506.0
94,9,4,9108.0
95,9,5,38736.0
96,9,6,36810.0
97,9,7,94806.0
98,9,8,45603.0
99,9,10,32130.0
100,10,0,24372.0
101,10,1,58338.0
102,10,2,8609.0
103,10,3,73422.0
104,10,4,86886.0
105,10,5,900.0
106,10,6,49392.0
107,10,7,45684.0
108,10,8,16686.0
109,10,9,9882.0
