,0,1,2
0,0,1,119472.0
1,0,2,82224.0
2,0,3,40680.0
3,0,4,114168.0
4,0,5,14928.0
5,0,6,62328.0
6,0,7,42648.0
7,0,8,55536.0
8,0,9,1128.0
9,1,0,75024.0
10,1,2,62040.0
11,1,3,78000.0
12,1,4,53328.0
13,1,5,115560.0
14,1,6,76416.0
15,1,7,62304.0
16,1,8,57960.0
17,1,9,114024.0
18,2,0,71784.0
19,2,1,6600.0
20,2,3,5616.0
21,2,4,73800.0
22,2,5,38640.0
23,2,6,88944.0
24,2,7,27720.0
25,2,8,80232.0
26,2,9,112800.0
27,3,0,3240.0
28,3,1,34128.0
29,3,2,66792.0
30,3,4,28392.0
31,3,5,91704.0
32,3,6,17520.0
33,3,7,65808.0
34,3,8,68088.0
35,3,9,94752.0
36,4,0,95880.0
37,4,1,37968.0
38,4,2,110640.0
39,4,3,101328.0
40,4,5,50568.0
41,4,6,67992.0
42,4,7,95448.0
43,4,8,20448.0
44,4,9,50568.0
45,5,0,87120.0
46,5,1,63072.0
47,5,2,60624.0
48,5,3,86448.0
49,5,4,97944.0
50,5,6,117792.0
51,5,7,108456.0
52,5,8,108072.0
53,5,9,14568.0
54,6,0,29736.0
55,6,1,29088.0
56,6,2,40296.0
57,6,3,3792.0
58,6,4,111624.0
59,6,5,113184.0
60,6,7,75528.0
61,6,8,66096.0
62,6,9,115776.0
63,7,0,44376.0
64,7,1,50064.0
65,7,2,40272.0
66,7,3,54744.0
67,7,4,48696.0
68,7,5,75792.0
69,7,6,39336.0
70,7,8,100536.0
71,7,9,20328.0
72,8,0,6984.0
73,8,1,57000.0
74,8,2,83160.0
75,8,3,10032.0
76,8,4,56424.0
77,8,5,119616.0
78,8,6,50952.0
79,8,7,109224.0
80,8,9,42336.0
81,9,0,109560.0
82,9,1,32040.0
83,9,2,49128.0
84,9,3,6816.0
85,9,4,60120.0
86,9,5,15792.0
87,9,6,88536.0
88,9,7,89376.0
89,9,8,36384.0
