,0,1,2
0,0,1,48264.0
1,0,2,33948.0
2,0,3,5556.0
3,0,4,17292.0
4,0,5,7140.0
5,0,6,54576.0
6,0,7,65592.0
7,0,8,46596.0
8,0,9,21408.0
9,0,10,36504.0
10,1,0,42660.0
11,1,2,23016.0
12,1,3,55620.0
13,1,4,29220.0
14,1,5,48384.0
15,1,6,56724.0
16,1,7,38748.0
17,1,8,47556.0
18,1,9,58524.0
19,1,10,2568.0
20,2,0,52068.0
21,2,1,7392.0
22,2,3,41940.0
23,2,4,42336.0
24,2,5,54888.0
25,2,6,16296.0
26,2,7,50232.0
27,2,8,28020.0
28,2,9,3624.0
29,2,10,53340.0
30,3,0,38856.0
31,3,1,11688.0
32,3,2,60780.0
33,3,4,63876.0
34,3,5,56868.0
35,3,6,58200.0
36,3,7,22272.0
37,3,8,9636.0
38,3,9,51996.0
39,3,10,9960.0
40,4,0,6276.0
41,4,1,20964.0
42,4,2,21684.0
43,4,3,48360.0
44,4,5,3588.0
45,4,6,48408.0
46,4,7,27936.0
47,4,8,48216.0
48,4,9,59952.0
49,4,10,1656.0
50,5,0,65664.0
51,5,1,56664.0
52,5,2,44268.0
53,5,3,62700.0
54,5,4,55344.0
55,5,6,24312.0
56,5,7,59652.0
57,5,8,43308.0
58,5,9,63552.0
59,5,10,56220.0
60,6,0,46392.0
61,6,1,60048.0
62,6,2,58512.0
63,6,3,20232.0
64,6,4,20424.0
65,6,5,49584.0
66,6,7,33420.0
67,6,8,16644.0
68,6,9,32652.0
69,6,10,13812.0
70,7,0,49104.0
71,7,1,53820.0
72,7,2,14220.0
73,7,3,57828.0
74,7,4,41220.0
75,7,5,64620.0
76,7,6,62388.0
77,7,8,63696.0
78,7,9,13608.0
79,7,10,11532.0
80,8,0,53088.0
81,8,1,8052.0
82,8,2,14544.0
83,8,3,42816.0
84,8,4,18336.0
85,8,5,33108.0
86,8,6,26328.0
87,8,7,64704.0
88,8,9,57552.0
89,8,10,37572.0
90,9,0,53568.0
91,9,1,15924.0
92,9,2,14664.0
93,9,3,20040.0
94,9,4,26016.0
95,9,5,16872.0
96,9,6,61272.0
97,9,7,24180.0
98,9,8,35064.0
99,9,10,48120.0
100,10,0,10380.0
101,10,1,41784.0
102,10,2,17856.0
103,10,3,60552.0
104,10,4,33732.0
105,10,5,48780.0
106,10,6,13224.0
107,10,7,60.0
108,10,8,50352.0
109,10,9,20328.0
