0,0,1,2
0,0,1,1.9627e+05
1,0,2,1.7654e+05
2,0,3,49152
3,0,4,3.9584e+05
4,0,5,2.953e+05
5,0,6,5376
6,0,7,3.3638e+05
7,0,8,3.2059e+05
8,0,9,1.9108e+05
9,0,10,2.339e+05
10,0,11,6240
11,0,12,1.1083e+05
12,0,13,3.193e+05
13,0,14,75120
14,0,15,1.2192e+05
15,1,0,3.313e+05
16,1,2,3.5602e+05
17,1,3,1.6772e+05
18,1,4,1.7155e+05
19,1,5,2.9376e+05
20,1,6,2.6918e+05
21,1,7,2.8277e+05
22,1,8,48235
23,1,9,3.8357e+05
24,1,10,57552
25,1,11,3.8064e+05
26,1,12,52560
27,1,13,2.2546e+05
28,1,14,2.784e+05
29,1,15,68784
30,2,0,1.6525e+05
31,2,1,1.9766e+05
32,2,3,2.0669e+05
33,2,4,2.9006e+05
34,2,5,2.988e+05
35,2,6,2.5891e+05
36,2,7,3.2702e+05
37,2,8,1.9066e+05
38,2,9,2.8462e+05
39,2,10,3.1824e+05
40,2,11,59664
41,2,12,27984
42,2,13,1.344e+05
43,2,14,1.7045e+05
44,2,15,3.1649e+05
45,3,0,97680
46,3,1,36240
47,3,2,2.7254e+05
48,3,4,1.1194e+05
49,3,5,3.0466e+05
50,3,6,3.1219e+05
51,3,7,1.4539e+05
52,3,8,54989
53,3,9,1.4698e+05
54,3,10,2.1518e+05
55,3,11,23472
56,3,12,2.1653e+05
57,3,13,3.8266e+05
58,3,14,16996
59,3,15,1.4088e+05
60,4,0,3.6451e+05
61,4,1,42768
62,4,2,16272
63,4,3,2.1864e+05
64,4,5,1.4602e+05
65,4,6,4464
66,4,7,18144
67,4,8,3.8194e+05
68,4,9,2.8286e+05
69,4,10,2.1221e+05
70,4,11,2.3333e+05
71,4,12,2.8786e+05
72,4,13,1.2048e+05
73,4,14,3.1675e+05
74,4,15,75777
75,5,0,18576
76,5,1,9360
77,5,2,2.2013e+05
78,5,3,1.3262e+05
79,5,4,3.5784e+05
80,5,6,2.5512e+05
81,5,7,3.3538e+05
82,5,8,1.1904e+05
83,5,9,3.3466e+05
84,5,10,1.7074e+05
85,5,11,1.4194e+05
86,5,12,1.671e+05
87,5,13,44976
88,5,14,1.8475e+05
89,5,15,3.2683e+05
90,6,0,1.1241e+05
91,6,1,4848
92,6,2,1.0622e+05
93,6,3,2.0678e+05
94,6,4,2.652e+05
95,6,5,10013
96,6,7,2.3366e+05
97,6,8,1.968e+05
98,6,9,2.4854e+05
99,6,10,2.3477e+05
100,6,11,1.2384e+05
101,6,12,3.8006e+05
102,6,13,9312
103,6,14,2.2882e+05
104,6,15,2.1499e+05
105,7,0,1.464e+05
106,7,1,1.0949e+05
107,7,2,2.3966e+05
108,7,3,9696
109,7,4,2.6443e+05
110,7,5,2.6928e+05
111,7,6,2.4106e+05
112,7,8,2.8277e+05
113,7,9,3.635e+05
114,7,10,3.2678e+05
115,7,11,2.0035e+05
116,7,12,2.3323e+05
117,7,13,3.6341e+05
118,7,14,30288
119,7,15,66048
120,8,0,2.2675e+05
121,8,1,57504
122,8,2,41760
123,8,3,1.8826e+05
124,8,4,3.2702e+05
125,8,5,90929
126,8,6,3.0485e+05
127,8,7,1.4035e+05
128,8,9,71136
129,8,10,97392
130,8,11,2.6506e+05
131,8,12,1.2518e+05
132,8,13,2.8042e+05
133,8,14,1.0934e+05
134,8,15,1.4535e+05
135,9,0,30912
136,9,1,2.5214e+05
137,9,2,3.8457e+05
138,9,3,78144
139,9,4,3.1085e+05
140,9,5,2.0304e+05
141,9,6,1.0008e+05
142,9,7,2.016e+05
143,9,8,2.4346e+05
144,9,10,97776
145,9,11,23232
146,9,12,94656
147,9,13,95040
148,9,14,1.2355e+05
149,9,15,2.7874e+05
150,10,0,1.4294e+05
151,10,1,1.9714e+05
152,10,2,44400
153,10,3,2.7384e+05
154,10,4,1.4534e+05
155,10,5,3.8261e+05
156,10,6,1.3901e+05
157,10,7,1.1011e+05
158,10,8,1.4183e+05
159,10,9,55571
160,10,11,2.7667e+05
161,10,12,1.8902e+05
162,10,13,1.9483e+05
163,10,14,2.9942e+05
164,10,15,3.3053e+05
165,11,0,2.5181e+05
166,11,1,76656
167,11,2,1.7659e+05
168,11,3,1.7294e+05
169,11,4,91248
