0,0,1,2
0,0,1,43357
1,0,2,26460
2,0,3,41112
3,0,4,56358
4,0,5,21834
5,0,6,16038
6,0,7,36666
7,1,0,52362
8,1,2,68598
9,1,3,8658
10,1,4,4320
11,1,5,18432
12,1,6,51516
13,1,7,43812
14,2,0,5198
15,2,1,21564
16,2,3,68850
17,2,4,65521
18,2,5,33012
19,2,6,62208
20,2,7,2250
21,3,0,19836
22,3,1,53010
23,3,2,36828
24,3,4,55257
25,3,5,10458
26,3,6,11430
27,3,7,50778
28,4,0,20628
29,4,1,70380
30,4,2,1422
31,4,3,13878
32,4,5,53190
33,4,6,24444
34,4,7,21654
35,5,0,5616
36,5,1,26604
37,5,2,4104
38,5,3,48042
39,5,4,2880
40,5,6,40590
41,5,7,13086
42,6,0,34164
43,6,1,54054
44,6,2,10638
45,6,3,2898
46,6,4,57152
47,6,5,37854
48,6,7,71126
49,7,0,37170
50,7,1,44568
51,7,2,30850
52,7,3,345
53,7,4,3160
54,7,5,41850
55,7,6,25740
