0,0,1,2
0,0,1,1.7964e+05
1,0,2,76356
2,0,3,1.2762e+05
3,0,4,9400
4,0,5,79308
5,0,6,67644
6,0,7,47448
7,0,8,61092
8,0,9,1.9559e+05
9,0,10,1.848e+05
10,0,11,32688
11,1,0,1.1718e+05
12,1,2,54365
13,1,3,1.1949e+05
14,1,4,21384
15,1,5,1.8346e+05
16,1,6,3600
17,1,7,1.1621e+05
18,1,8,27612
19,1,9,71316
20,1,10,85509
21,1,11,1.2456e+05
22,2,0,1.1179e+05
23,2,1,1.1372e+05
24,2,3,1.0091e+05
25,2,4,85104
26,2,5,54576
27,2,6,3672
28,2,7,1.7154e+05
29,2,8,1.1308e+05
30,2,9,1.8209e+05
31,2,10,1.885e+05
32,2,11,35334
33,3,0,20016
34,3,1,1.3874e+05
35,3,2,1.571e+05
36,3,4,1.0328e+05
37,3,5,67032
38,3,6,1.6042e+05
39,3,7,25056
40,3,8,1.3097e+05
41,3,9,76464
42,3,10,1.2064e+05
43,3,11,1.8043e+05
44,4,0,48348
45,4,1,71486
46,4,2,1.2481e+05
47,4,3,1.7762e+05
48,4,5,64440
49,4,6,24885
50,4,7,1.6175e+05
51,4,8,49826
52,4,9,1.7102e+05
53,4,10,1.1185e+05
54,4,11,5940
55,5,0,8496
56,5,1,1.5178e+05
57,5,2,1.8979e+05
58,5,3,1.5167e+05
59,5,4,1.2827e+05
60,5,6,95796
61,5,7,23652
62,5,8,53712
63,5,9,89100
64,5,10,1.9181e+05
65,5,11,1.8284e+05
66,6,0,2.0002e+05
67,6,1,1.7068e+05
68,6,2,89712
69,6,3,1.184e+05
70,6,4,10175
71,6,5,1.5167e+05
72,6,7,1.7449e+05
73,6,8,1.6769e+05
74,6,9,1.0004e+05
75,6,10,59220
76,6,11,38304
77,7,0,56880
78,7,1,1.3799e+05
79,7,2,1.4749e+05
80,7,3,1.5494e+05
81,7,4,1.2035e+05
82,7,5,72180
83,7,6,65196
84,7,8,1.1808e+05
85,7,9,55836
86,7,10,1.4846e+05
87,7,11,38051
88,8,0,1.9919e+05
89,8,1,90468
90,8,2,1.2208e+05
91,8,3,1.8673e+05
92,8,4,28872
93,8,5,1.822e+05
94,8,6,61992
95,8,7,4032
96,8,9,1.2312e+05
97,8,10,21888
98,8,11,26856
99,9,0,70452
100,9,1,1.6304e+05
101,9,2,1.7595e+05
102,9,3,36216
103,9,4,2.0232e+05
104,9,5,17424
105,9,6,1.237e+05
106,9,7,48312
107,9,8,2.155e+05
108,9,10,12384
109,9,11,1.0462e+05
110,10,0,49575
111,10,1,2.0117e+05
112,10,2,1.6891e+05
113,10,3,95389
114,10,4,86760
115,10,5,99036
116,10,6,18684
117,10,7,74592
118,10,8,17892
119,10,9,2.0995e+05
120,10,11,69948
121,11,0,24009
122,11,1,1.7093e+05
123,11,2,68644
124,11,3,96012
125,11,4,22896
126,11,5,75060
127,11,6,33300
128,11,7,70236
129,11,8,2.1074e+05
130,11,9,78192
131,11,10,87732
