0,0,1,2
0,0,1,2.632e+05
1,0,2,1.3222e+05
2,0,3,2.0563e+05
3,0,4,87292
4,0,5,2.0308e+05
5,0,6,2.687e+05
6,0,7,2.4001e+05
7,0,8,3.3955e+05
8,0,9,2.1881e+05
9,0,10,1.9588e+05
10,0,11,28080
11,0,12,3.0305e+05
12,0,13,3.3034e+05
13,0,14,1.5862e+05
14,0,15,1.2254e+05
15,0,16,1.4422e+05
16,0,17,1.0913e+05
17,0,18,9648
18,1,0,2.0462e+05
19,1,2,1.4245e+05
20,1,3,1.3986e+05
21,1,4,2.2187e+05
22,1,5,1.0166e+05
23,1,6,2.6791e+05
24,1,7,91512
25,1,8,1.0829e+05
26,1,9,1.9206e+05
27,1,10,41976
28,1,11,1.7312e+05
29,1,12,2.0207e+05
30,1,13,1.3799e+05
31,1,14,3.1759e+05
32,1,15,9324
33,1,16,1.5041e+05
34,1,17,3.1255e+05
35,1,18,1.102e+05
36,2,0,3.1122e+05
37,2,1,61776
38,2,3,2.4584e+05
39,2,4,27576
40,2,5,1.0058e+05
41,2,6,1.8194e+05
42,2,7,1.5253e+05
43,2,8,52416
44,2,9,2.1197e+05
45,2,10,68184
46,2,11,68832
47,2,12,59184
48,2,13,1.1606e+05
49,2,14,1.184e+05
50,2,15,1.7345e+05
51,2,16,79560
52,2,17,1728
53,2,18,29376
54,3,0,1.3835e+05
55,3,1,1.3622e+05
56,3,2,1.4886e+05
57,3,4,2.0606e+05
58,3,5,37116
59,3,6,2.6341e+05
60,3,7,93132
61,3,8,71417
62,3,9,23076
63,3,10,1.2589e+05
64,3,11,1.944e+05
65,3,12,2.7284e+05
66,3,13,3.4956e+05
67,3,14,49104
68,3,15,3.2746e+05
69,3,16,98100
70,3,17,3.1543e+05
71,3,18,3.4298e+05
72,4,0,3.0028e+05
73,4,1,1872
74,4,2,2.5463e+05
75,4,3,2.2198e+05
76,4,5,2.6204e+05
77,4,6,1.7626e+05
78,4,7,81108
79,4,8,66024
80,4,9,2.4772e+05
81,4,10,1.0184e+05
82,4,11,3.069e+05
83,4,12,9108
84,4,13,3.0679e+05
85,4,14,3.0881e+05
86,4,15,20088
87,4,16,2.5549e+05
88,4,17,49392
