,0,1,2,3,4,5
0,0,1,0,0,1,0.25
1,0,1,2,0,1,0.25
2,0,2,0,0,2,0.25
3,0,2,2,0,2,0.25
4,0,3,0,0,3,0.25
5,0,3,2,0,3,0.25
6,0,4,0,0,1,0.125
7,0,4,0,1,4,0.125
8,0,4,2,0,1,0.125
9,0,4,2,1,4,0.125
10,0,4,0,0,2,0.125
11,0,4,0,2,4,0.125
12,0,4,2,0,2,0.125
13,0,4,2,2,4,0.125
14,0,5,0,0,2,0.125
15,0,5,0,2,5,0.125
16,0,5,2,0,2,0.125
17,0,5,2,2,5,0.125
18,0,5,0,0,3,0.125
19,0,5,0,3,5,0.125
20,0,5,2,0,3,0.125
21,0,5,2,3,5,0.125
22,0,6,0,0,1,0.125
23,0,6,0,1,6,0.125
24,0,6,2,0,1,0.125
25,0,6,2,1,6,0.125
26,0,6,0,0,17,0.125
27,0,6,1,0,17,0.125
28,0,6,2,0,17,0.125
29,0,6,3,0,17,0.125
30,0,7,0,0,1,0.125
31,0,7,0,1,7,0.125
32,0,7,2,0,1,0.125
33,0,7,2,1,7,0.125
34,0,7,0,0,11,0.125
35,0,7,1,0,11,0.125
36,0,7,2,0,11,0.125
37,0,7,3,0,11,0.125
38,0,8,0,0,1,0.125
39,0,8,0,1,8,0.125
40,0,8,2,0,1,0.125
41,0,8,2,1,8,0.125
42,0,8,0,0,18,0.125
43,0,8,1,0,18,0.125
44,0,8,2,0,18,0.125
45,0,8,3,0,18,0.125
46,0,9,0,0,11,0.125
47,0,9,0,11,9,0.125
48,0,9,1,0,11,0.125
49,0,9,2,0,11,0.125
50,0,9,2,11,9,0.125
51,0,9,3,0,11,0.125
52,0,9,0,0,14,0.125
53,0,9,1,0,14,0.125
54,0,9,2,0,14,0.125
55,0,9,3,0,14,0.125
56,0,10,0,0,11,0.25
57,0,10,0,11,10,0.25
58,0,10,1,0,11,0.25
59,0,10,2,0,11,0.25
60,0,10,2,11,10,0.25
61,0,10,3,0,11,0.25
62,0,11,0,0,11,0.25
63,0,11,1,0,11,0.25
64,0,11,2,0,11,0.25
65,0,11,3,0,11,0.25
66,0,12,0,0,18,0.125
67,0,12,0,18,12,0.125
68,0,12,1,0,18,0.125
69,0,12,2,0,18,0.125
70,0,12,2,18,12,0.125
71,0,12,3,0,18,0.125
72,0,12,0,0,11,0.125
73,0,12,0,11,12,0.125
74,0,12,1,0,11,0.125
75,0,12,2,0,11,0.125
76,0,12,2,11,12,0.125
77,0,12,3,0,11,0.125
78,0,13,0,0,16,0.125
79,0,13,1,0,16,0.125
80,0,13,2,0,16,0.125
81,0,13,3,0,16,0.125
82,0,13,0,0,11,0.125
83,0,13,0,11,13,0.125
84,0,13,1,0,11,0.125
85,0,13,2,0,11,0.125
86,0,13,2,11,13,0.125
87,0,13,3,0,11,0.125
88,0,14,0,0,14,0.25
89,0,14,1,0,14,0.25
90,0,14,2,0,14,0.25
91,0,14,3,0,14,0.25
92,0,15,0,0,15,0.25
93,0,15,2,0,15,0.25
94,0,16,0,0,16,0.25
95,0,16,1,0,16,0.25
96,0,16,2,0,16,0.25
97,0,16,3,0,16,0.25
98,0,17,0,0,17,0.25
99,0,17,1,0,17,0.25
100,0,17,2,0,17,0.25
101,0,17,3,0,17,0.25
102,0,18,0,0,18,0.25
103,0,18,1,0,18,0.25
104,0,18,2,0,18,0.25
105,0,18,3,0,18,0.25
106,1,0,0,1,0,0.25
107,1,0,2,1,0,0.25
108,1,2,0,1,2,0.25
109,1,2,2,1,2,0.25
110,1,3,0,1,3,0.25
111,1,3,2,1,3,0.25
112,1,4,0,1,4,0.25
113,1,4,2,1,4,0.25
114,1,5,0,1,2,0.125
115,1,5,0,2,5,0.125
116,1,5,2,1,2,0.125
117,1,5,2,2,5,0.125
118,1,5,0,1,3,0.125
119,1,5,0,3,5,0.125
120,1,5,2,1,3,0.125
121,1,5,2,3,5,0.125
122,1,6,0,1,6,0.25
123,1,6,2,1,6,0.25
124,1,7,0,1,7,0.25
125,1,7,2,1,7,0.25
126,1,8,0,1,8,0.25
127,1,8,2,1,8,0.25
128,1,9,0,1,4,0.125
129,1,9,0,4,9,0.125
130,1,9,2,1,4,0.125
131,1,9,2,4,9,0.125
132,1,9,0,1,7,0.125
133,1,9,0,7,9,0.125
134,1,9,2,1,7,0.125
135,1,9,2,7,9,0.125
136,1,10,0,1,7,0.125
137,1,10,0,7,10,0.125
138,1,10,2,1,7,0.125
139,1,10,2,7,10,0.125
140,1,10,0,1,8,0.125
141,1,10,0,8,10,0.125
142,1,10,2,1,8,0.125
143,1,10,2,8,10,0.125
144,1,11,0,1,0,0.125
145,1,11,0,0,11,0.125
146,1,11,1,0,11,0.125
147,1,11,2,1,0,0.125
148,1,11,2,0,11,0.125
149,1,11,3,0,11,0.125
150,1,11,0,1,7,0.125
151,1,11,0,7,11,0.125
152,1,11,2,1,7,0.125
153,1,11,2,7,11,0.125
154,1,12,0,1,18,0.125
155,1,12,0,18,12,0.125
156,1,12,2,1,18,0.125
157,1,12,2,18,12,0.125
158,1,12,0,1,7,0.125
159,1,12,0,7,12,0.125
160,1,12,2,1,7,0.125
161,1,12,2,7,12,0.125
162,1,13,0,1,0,0.25
163,1,13,0,0,16,0.25
164,1,13,1,0,16,0.25
165,1,13,2,1,0,0.25
166,1,13,2,0,16,0.25
167,1,13,3,0,16,0.25
168,1,14,0,1,0,0.125
169,1,14,0,0,14,0.125
170,1,14,1,0,14,0.125
171,1,14,2,1,0,0.125
172,1,14,2,0,14,0.125
173,1,14,3,0,14,0.125
174,1,14,0,1,17,0.125
175,1,14,1,1,17,0.125
176,1,14,2,1,17,0.125
177,1,14,3,1,17,0.125
178,1,15,0,1,0,0.125
179,1,15,0,0,15,0.125
180,1,15,2,1,0,0.125
181,1,15,2,0,15,0.125
182,1,15,0,1,18,0.125
183,1,15,0,18,15,0.125
184,1,15,2,1,18,0.125
185,1,15,2,18,15,0.125
186,1,16,0,1,0,0.125
187,1,16,0,0,16,0.125
188,1,16,1,0,16,0.125
189,1,16,2,1,0,0.125
190,1,16,2,0,16,0.125
191,1,16,3,0,16,0.125
192,1,16,0,1,2,0.125
193,1,16,0,2,16,0.125
194,1,16,2,1,2,0.125
195,1,16,2,2,16,0.125
196,1,17,0,1,17,0.25
197,1,17,1,1,17,0.25
198,1,17,2,1,17,0.25
199,1,17,3,1,17,0.25
200,1,18,0,1,18,0.25
201,1,18,2,1,18,0.25
202,2,0,0,2,0,0.25
203,2,0,2,2,0,0.25
204,2,1,0,2,1,0.25
205,2,1,2,2,1,0.25
206,2,3,0,2,3,0.25
207,2,3,2,2,3,0.25
208,2,4,0,2,4,0.25
209,2,4,2,2,4,0.25
210,2,5,0,2,5,0.25
211,2,5,2,2,5,0.25
212,2,6,0,2,1,0.125
213,2,6,0,1,6,0.125
214,2,6,2,2,1,0.125
215,2,6,2,1,6,0.125
216,2,6,0,2,3,0.125
217,2,6,0,3,6,0.125
218,2,6,2,2,3,0.125
219,2,6,2,3,6,0.125
220,2,7,0,2,1,0.125
221,2,7,0,1,7,0.125
222,2,7,2,2,1,0.125
223,2,7,2,1,7,0.125
224,2,7,0,2,4,0.125
225,2,7,0,4,7,0.125
226,2,7,2,2,4,0.125
227,2,7,2,4,7,0.125
228,2,8,0,2,1,0.125
229,2,8,0,1,8,0.125
230,2,8,2,2,1,0.125
231,2,8,2,1,8,0.125
232,2,8,0,2,5,0.125
233,2,8,0,5,8,0.125
234,2,8,2,2,5,0.125
235,2,8,2,5,8,0.125
236,2,9,0,2,4,0.25
237,2,9,0,4,9,0.25
238,2,9,2,2,4,0.25
239,2,9,2,4,9,0.25
240,2,10,0,2,1,0.25
241,2,10,0,1,7,0.25
242,2,10,0,7,10,0.25
243,2,10,2,2,1,0.25
244,2,10,2,1,7,0.25
245,2,10,2,7,10,0.25
246,2,11,0,2,0,0.25
247,2,11,0,0,11,0.25
248,2,11,1,0,11,0.25
249,2,11,2,2,0,0.25
250,2,11,2,0,11,0.25
251,2,11,3,0,11,0.25
252,2,12,0,2,5,0.125
