,0,1,2,3,4,5
0,0,1,0,0,1,0.5
1,0,1,1,0,1,0.5
2,0,2,0,0,1,0.25
3,0,2,0,1,2,0.25
4,0,2,1,0,1,0.25
5,0,2,1,1,2,0.25
6,0,2,0,0,3,0.25
7,0,2,0,3,2,0.25
8,0,2,1,0,3,0.25
9,0,2,1,3,2,0.25
10,0,3,0,0,3,0.5
11,0,3,1,0,3,0.5
12,0,4,0,0,4,0.5
13,0,4,1,0,4,0.5
14,1,0,0,1,0,0.5
15,1,0,1,1,0,0.5
16,1,2,0,1,2,0.5
17,1,2,1,1,2,0.5
18,1,3,0,1,0,0.25
19,1,3,0,0,3,0.25
20,1,3,1,1,0,0.25
21,1,3,1,0,3,0.25
22,1,3,0,1,2,0.25
23,1,3,0,2,3,0.25
24,1,3,1,1,2,0.25
25,1,3,1,2,3,0.25
26,1,4,0,1,0,0.5
27,1,4,0,0,4,0.5
28,1,4,1,1,0,0.5
29,1,4,1,0,4,0.5
30,2,0,0,2,1,0.25
31,2,0,0,1,0,0.25
32,2,0,1,2,1,0.25
33,2,0,1,1,0,0.25
34,2,0,0,2,3,0.25
35,2,0,0,3,0,0.25
36,2,0,1,2,3,0.25
37,2,0,1,3,0,0.25
38,2,1,0,2,1,0.5
39,2,1,1,2,1,0.5
40,2,3,0,2,3,0.5
41,2,3,1,2,3,0.5
42,2,4,0,2,3,0.5
43,2,4,0,3,4,0.5
44,2,4,1,2,3,0.5
45,2,4,1,3,4,0.5
46,3,0,0,3,0,0.5
47,3,0,1,3,0,0.5
48,3,1,0,3,2,0.25
49,3,1,0,2,1,0.25
50,3,1,1,3,2,0.25
51,3,1,1,2,1,0.25
52,3,1,0,3,0,0.25
53,3,1,0,0,1,0.25
54,3,1,1,3,0,0.25
55,3,1,1,0,1,0.25
56,3,2,0,3,2,0.5
57,3,2,1,3,2,0.5
58,3,4,0,3,4,0.5
59,3,4,1,3,4,0.5
60,4,0,0,4,0,0.5
61,4,0,1,4,0,0.5
62,4,1,0,4,0,0.5
63,4,1,0,0,1,0.5
64,4,1,1,4,0,0.5
65,4,1,1,0,1,0.5
66,4,2,0,4,3,0.5
67,4,2,0,3,2,0.5
68,4,2,1,4,3,0.5
69,4,2,1,3,2,0.5
70,4,3,0,4,3,0.5
71,4,3,1,4,3,0.5
