,0,1,2
0,0,1,35244.0
1,0,2,89988.0
2,0,3,64320.0
3,0,4,33552.0
4,0,5,85778.0
5,0,6,32964.0
6,0,7,92064.0
7,0,8,61764.0
8,0,9,94320.0
9,0,10,80172.0
10,0,11,71784.0
11,0,12,30756.0
12,0,13,82680.0
13,0,14,61848.0
14,0,15,3468.0
15,1,0,86268.0
16,1,2,42384.0
17,1,3,76752.0
18,1,4,86040.0
19,1,5,24108.0
20,1,6,66192.0
21,1,7,16872.0
22,1,8,69792.0
23,1,9,79704.0
24,1,10,87960.0
25,1,11,6948.0
26,1,12,94599.0
27,1,13,52452.0
28,1,14,89472.0
29,1,15,24828.0
30,2,0,92772.0
31,2,1,69000.0
32,2,3,4716.0
33,2,4,46308.0
34,2,5,37032.0
35,2,6,29328.0
36,2,7,91572.0
37,2,8,54888.0
38,2,9,49548.0
39,2,10,30660.0
40,2,11,77280.0
41,2,12,85415.0
42,2,13,37008.0
43,2,14,70308.0
44,2,15,55332.0
45,3,0,6540.0
46,3,1,85668.0
47,3,2,40632.0
48,3,4,94752.0
49,3,5,66156.0
50,3,6,58956.0
51,3,7,39168.0
52,3,8,49020.0
53,3,9,51528.0
54,3,10,16499.0
55,3,11,9161.0
56,3,12,41424.0
57,3,13,73428.0
58,3,14,2952.0
59,3,15,30408.0
60,4,0,8868.0
61,4,1,45000.0
62,4,2,10493.0
63,4,3,56904.0
64,4,5,27384.0
65,4,6,93281.0
66,4,7,52716.0
67,4,8,68196.0
68,4,9,93468.0
69,4,10,72444.0
70,4,11,56544.0
71,4,12,4908.0
72,4,13,27756.0
73,4,14,18744.0
74,4,15,18720.0
75,5,0,79212.0
76,5,1,25045.0
77,5,2,79056.0
78,5,3,64848.0
79,5,4,78768.0
80,5,6,39456.0
81,5,7,48516.0
82,5,8,72660.0
83,5,9,59957.0
84,5,10,93509.0
85,5,11,79956.0
86,5,12,23748.0
87,5,13,71930.0
88,5,14,58404.0
89,5,15,51504.0
90,6,0,34512.0
91,6,1,7129.0
92,6,2,13554.0
93,6,3,74702.0
94,6,4,93540.0
95,6,5,62712.0
96,6,7,27084.0
97,6,8,70080.0
98,6,9,20952.0
99,6,10,17508.0
100,6,11,41148.0
101,6,12,73956.0
102,6,13,32796.0
103,6,14,4392.0
104,6,15,8820.0
105,7,0,89544.0
106,7,1,44424.0
107,7,2,93780.0
108,7,3,52464.0
109,7,4,16860.0
110,7,5,25848.0
111,7,6,81902.0
112,7,8,59172.0
113,7,9,95769.0
114,7,10,67128.0
115,7,11,9941.0
116,7,12,10812.0
117,7,13,62256.0
118,7,14,64536.0
119,7,15,23533.0
120,8,0,16440.0
121,8,1,3878.0
122,8,2,2802.0
123,8,3,73608.0
124,8,4,54384.0
125,8,5,90612.0
126,8,6,22656.0
127,8,7,61932.0
128,8,9,21900.0
129,8,10,30936.0
130,8,11,92100.0
131,8,12,82534.0
132,8,13,7024.0
133,8,14,76740.0
134,8,15,25689.0
135,9,0,15396.0
136,9,1,25668.0
137,9,2,84936.0
138,9,3,26916.0
139,9,4,87924.0
140,9,5,38928.0
141,9,6,31044.0
142,9,7,39792.0
143,9,8,21120.0
144,9,10,85668.0
145,9,11,6864.0
146,9,12,31188.0
147,9,13,15972.0
148,9,14,50556.0
149,9,15,3336.0
150,10,0,45852.0
151,10,1,22260.0
152,10,2,79968.0
153,10,3,59016.0
154,10,4,79032.0
155,10,5,27552.0
156,10,6,72252.0
157,10,7,31992.0
158,10,8,58212.0
159,10,9,18684.0
160,10,11,59256.0
161,10,12,13632.0
162,10,13,83676.0
163,10,14,80244.0
164,10,15,23004.0
165,11,0,9276.0
166,11,1,45828.0
167,11,2,88740.0
168,11,3,77592.0
169,11,4,4020.0
170,11,5,82440.0
171,11,6,86148.0
172,11,7,18972.0
173,11,8,9744.0
174,11,9,90444.0
175,11,10,75552.0
176,11,12,64950.0
177,11,13,38592.0
178,11,14,34474.0
179,11,15,60747.0
180,12,0,41088.0
181,12,1,82548.0
182,12,2,32940.0
183,12,3,55416.0
184,12,4,86196.0
185,12,5,80748.0
186,12,6,66024.0
187,12,7,72792.0
188,12,8,67607.0
189,12,9,33564.0
190,12,10,9756.0
191,12,11,86184.0
192,12,13,47184.0
193,12,14,15552.0
194,12,15,82332.0
195,13,0,57180.0
196,13,1,18840.0
197,13,2,48372.0
198,13,3,76212.0
199,13,4,43788.0
200,13,5,13229.0
201,13,6,41352.0
202,13,7,90468.0
203,13,8,25836.0
204,13,9,58056.0
205,13,10,89196.0
206,13,11,39072.0
207,13,12,30247.0
208,13,14,55128.0
209,13,15,52560.0
210,14,0,49680.0
211,14,1,2254.0
212,14,2,48468.0
213,14,3,31416.0
214,14,4,22140.0
215,14,5,86040.0
216,14,6,12900.0
217,14,7,21708.0
218,14,8,3048.0
219,14,9,88212.0
220,14,10,61248.0
221,14,11,15168.0
222,14,12,18732.0
223,14,13,89892.0
224,14,15,17052.0
225,15,0,18288.0
226,15,1,30264.0
227,15,2,20448.0
228,15,3,29412.0
229,15,4,93783.0
230,15,5,9780.0
231,15,6,57612.0
232,15,7,40118.0
233,15,8,87528.0
234,15,9,44387.0
235,15,10,30408.0
236,15,11,86376.0
237,15,12,12576.0
238,15,13,23640.0
239,15,14,91908.0
