,0,1,2,3
0,0,0,1,330132.0
1,1,0,1,330132.0
2,2,0,1,330132.0
3,0,0,2,285600.0
4,1,0,2,285600.0
5,2,0,2,285600.0
6,0,1,3,509508.0
7,1,1,3,509508.0
8,2,1,3,509508.0
9,0,2,3,225846.0
10,1,2,3,225846.0
11,2,2,3,225846.0
12,0,2,4,423786.0
13,1,2,4,423786.0
14,2,2,4,423786.0
15,0,0,14,231546.0
16,0,14,4,268926.0
17,1,0,14,231546.0
18,1,14,4,268926.0
19,2,0,14,231546.0
20,2,14,4,268926.0
21,0,3,5,254244.0
22,1,3,5,254244.0
23,2,3,5,254244.0
24,0,4,6,276768.0
25,1,4,6,276768.0
26,2,4,6,276768.0
27,0,14,7,373062.0
28,1,14,7,373062.0
29,2,14,7,373062.0
30,0,3,8,209556.0
31,1,3,8,209556.0
32,2,3,8,209556.0
33,0,1,13,396954.0
34,0,13,9,347388.0
35,1,1,13,396954.0
36,1,13,9,347388.0
37,2,1,13,396954.0
38,2,13,9,347388.0
39,0,3,10,421524.0
40,1,3,10,421524.0
41,2,3,10,421524.0
42,0,13,11,341622.0
43,1,13,11,341622.0
44,2,13,11,341622.0
45,0,2,12,267234.0
46,1,2,12,267234.0
47,2,2,12,267234.0
48,0,14,12,247116.0
49,1,14,12,247116.0
50,2,14,12,247116.0
51,0,0,15,130068.0
52,0,15,13,343554.0
53,1,0,15,130068.0
54,1,15,13,343554.0
55,2,0,15,130068.0
56,2,15,13,343554.0
57,0,1,0,60594.0
58,1,1,0,60594.0
59,2,1,0,60594.0
60,0,1,2,300264.0
61,1,1,2,300264.0
62,2,1,2,300264.0
63,0,3,4,237708.0
64,1,3,4,237708.0
65,2,3,4,237708.0
66,0,13,12,323850.0
67,1,13,12,323850.0
68,2,13,12,323850.0
69,0,1,15,163554.0
70,0,15,14,281148.0
71,1,1,15,163554.0
72,1,15,14,281148.0
73,2,1,15,163554.0
74,2,15,14,281148.0
75,0,2,0,157488.0
76,1,2,0,157488.0
77,2,2,0,157488.0
78,0,2,1,185568.0
79,1,2,1,185568.0
80,2,2,1,185568.0
81,0,4,5,133974.0
82,1,4,5,133974.0
83,2,4,5,133974.0
84,0,4,7,84648.0
85,1,4,7,84648.0
86,2,4,7,84648.0
87,0,12,7,372012.0
88,1,12,7,372012.0
89,2,12,7,372012.0
90,0,12,10,236502.0
91,1,12,10,236502.0
92,2,12,10,236502.0
93,0,12,11,149004.0
94,1,12,11,149004.0
95,2,12,11,149004.0
96,0,12,13,119442.0
97,1,12,13,119442.0
98,2,12,13,119442.0
99,0,4,14,311424.0
100,1,4,14,311424.0
101,2,4,14,311424.0
102,0,3,2,229752.0
103,1,3,2,229752.0
104,2,3,2,229752.0
105,0,3,1,366840.0
106,1,3,1,366840.0
107,2,3,1,366840.0
108,0,5,6,123618.0
109,1,5,6,123618.0
110,2,5,6,123618.0
111,0,5,7,269022.0
112,1,5,7,269022.0
113,2,5,7,269022.0
114,0,8,9,222018.0
115,1,8,9,222018.0
116,2,8,9,222018.0
117,0,10,9,243342.0
118,1,10,9,243342.0
119,2,10,9,243342.0
120,0,10,11,184686.0
121,1,10,11,184686.0
122,2,10,11,184686.0
123,0,10,12,152172.0
124,1,10,12,152172.0
125,2,10,12,152172.0
126,0,4,2,173874.0
127,1,4,2,173874.0
128,2,4,2,173874.0
129,0,14,0,390030.0
130,1,14,0,390030.0
131,2,14,0,390030.0
132,0,4,3,294450.0
133,1,4,3,294450.0
134,2,4,3,294450.0
135,0,6,8,164874.0
136,1,6,8,164874.0
137,2,6,8,164874.0
138,0,7,9,286422.0
139,1,7,9,286422.0
140,2,7,9,286422.0
141,0,7,11,225888.0
142,1,7,11,225888.0
143,2,7,11,225888.0
144,0,7,12,278640.0
145,1,7,12,278640.0
146,2,7,12,278640.0
147,0,14,13,147372.0
148,1,14,13,147372.0
149,2,14,13,147372.0
150,0,14,15,265920.0
151,1,14,15,265920.0
152,2,14,15,265920.0
153,0,5,4,177372.0
154,1,5,4,177372.0
155,2,5,4,177372.0
156,0,5,3,270768.0
157,1,5,3,270768.0
158,2,5,3,270768.0
159,0,7,14,545874.0
160,1,7,14,545874.0
161,2,7,14,545874.0
162,0,6,7,371514.0
163,1,6,7,371514.0
164,2,6,7,371514.0
165,0,6,5,173958.0
166,1,6,5,173958.0
167,2,6,5,173958.0
168,0,6,4,124818.0
169,1,6,4,124818.0
170,2,6,4,124818.0
171,0,8,10,77100.0
172,1,8,10,77100.0
173,2,8,10,77100.0
174,0,9,13,470532.0
175,1,9,13,470532.0
176,2,9,13,470532.0
177,0,7,8,236508.0
178,0,8,3,196284.0
179,1,7,8,236508.0
180,1,8,3,196284.0
