,0,1,2,3
0,0,0,1,151575.0
1,0,0,2,104487.0
2,0,1,3,208458.0
3,0,2,3,87474.0
4,0,2,4,115287.0
5,0,3,5,207537.0
6,0,0,10,106122.0
7,0,10,6,187485.0
8,0,6,5,160653.0
9,0,0,9,73569.0
10,0,9,7,248820.0
11,0,1,8,119295.0
12,0,10,8,96303.0
13,0,2,8,135657.0
14,0,1,0,72834.0
15,0,1,2,112977.0
16,0,3,4,22227.0
17,0,1,10,121857.0
18,0,8,6,140418.0
19,0,3,7,166278.0
20,0,8,7,138387.0
21,0,10,9,126282.0
22,0,8,9,125712.0
23,0,2,0,242106.0
24,0,2,1,18552.0
25,0,4,5,103158.0
26,0,4,6,207654.0
27,0,4,7,175314.0
28,0,8,10,59544.0
29,0,3,2,143646.0
30,0,3,1,198495.0
31,0,5,6,186552.0
32,0,3,8,143019.0
33,0,7,9,296613.0
34,0,4,2,260439.0
35,0,4,3,75351.0
36,0,6,8,85839.0
37,0,6,10,290691.0
38,0,5,4,157338.0
39,0,10,0,125346.0
40,0,5,3,219498.0
41,0,5,7,143652.0
42,0,7,8,158730.0
43,0,8,1,136317.0
44,0,10,1,112680.0
45,0,6,4,137922.0
46,0,8,2,120735.0
47,0,6,7,57990.0
48,0,7,3,162036.0
49,0,9,0,244047.0
50,0,7,4,182016.0
51,0,7,5,156654.0
52,0,7,6,60846.0
53,0,9,10,94182.0
54,0,8,3,163287.0
55,0,9,8,137133.0
