,0,1,2,3
0,0,0,1,135372.0
1,0,0,3,326748.0
2,0,2,4,82062.0
3,0,3,5,141600.0
4,0,17,6,271680.0
5,0,0,9,226284.0
6,0,1,8,269856.0
7,0,2,10,401844.0
8,0,13,10,244506.0
9,0,15,11,102042.0
10,0,15,12,247800.0
11,0,17,14,136554.0
12,0,16,14,169452.0
13,0,1,2,169410.0
14,0,1,17,160296.0
15,0,8,7,108180.0
16,0,16,9,135858.0
17,0,8,11,86514.0
18,0,1,13,243456.0
19,0,2,1,207756.0
20,0,4,6,127974.0
21,0,10,9,170814.0
22,0,10,12,123690.0
23,0,2,17,216330.0
24,0,3,1,106278.0
25,0,3,4,105810.0
26,0,6,9,201702.0
27,0,7,12,326802.0
28,0,4,3,33720.0
29,0,4,1,243846.0
30,0,7,9,283386.0
31,0,8,15,235698.0
32,0,5,3,191358.0
33,0,5,4,68556.0
34,0,5,8,89868.0
35,0,14,13,192462.0
36,0,14,16,158736.0
37,0,9,0,499998.0
38,0,6,8,92448.0
39,0,6,5,15918.0
40,0,9,12,123018.0
41,0,9,16,202374.0
42,0,7,4,112248.0
43,0,7,5,257466.0
44,0,10,13,248784.0
45,0,12,15,165342.0
46,0,8,6,172896.0
47,0,8,4,141708.0
48,0,9,10,71148.0
49,0,9,6,214086.0
50,0,11,14,123318.0
51,0,13,0,229026.0
52,0,13,1,279108.0
53,0,11,6,324828.0
54,0,13,16,82956.0
55,0,11,8,257988.0
56,0,14,5,267114.0
57,0,12,7,266778.0
58,0,12,9,191736.0
59,0,12,10,200106.0
60,0,14,6,174204.0
61,0,13,14,157410.0
62,0,15,8,284934.0
63,0,17,2,319806.0
64,0,15,14,118518.0
65,0,15,13,104964.0
66,0,16,1,139854.0
67,0,16,15,86814.0
68,0,17,0,196920.0
69,0,17,15,176784.0
