-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 6.175
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	122016.0	122016.0	122016.0	0	 	0
0	2	126768.0	126768.0	126768.0	0	 	0
0	3	85368.0	85368.0	85368.0	0	 	0
0	4	90480.0	90480.0	90480.0	0	 	0
0	5	72696.0	72696.0	72696.0	0	 	0
0	6	74016.0	74016.0	74016.0	0	 	0
0	7	125304.0	125304.0	125304.0	0	 	0
0	8	45840.0	45840.0	45840.0	0	 	0
0	9	100464.0	100464.0	100464.0	0	 	0
0	10	193416.0	193416.0	193416.0	0	 	0
0	11	71328.0	71328.0	71328.0	0	 	0
0	12	128568.0	139152.0	128565.0	0	 	3.0
0	13	59232.0	59232.0	59232.0	0	 	0
0	14	165360.0	165360.0	165360.0	0	 	0
0	15	130680.0	130680.0	130680.0	0	 	0
0	16	88944.0	88944.0	91016.0	2072.0	 	0
1	0	147580.0	143688.0	154492.0	6912.0	 	0
1	2	11544.0	11544.0	11544.0	0	 	0
1	3	193032.0	193032.0	193032.0	0	 	0
1	4	80448.0	80448.0	80448.0	0	 	0
1	5	20928.0	20928.0	20928.0	0	 	0
1	6	120792.0	120792.0	120792.0	0	 	0
1	7	110304.0	110304.0	110304.0	0	 	0
1	8	170640.0	170640.0	170640.0	0	 	0
1	9	177720.0	177720.0	177720.0	0	 	0
1	10	10040.0	11280.0	11280.0	1240.0	 	0
1	11	109488.0	109488.0	109488.0	0	 	0
1	12	189576.0	189576.0	189576.0	0	 	0
1	13	160080.0	160080.0	160080.0	0	 	0
1	14	120456.0	125760.0	125760.0	5304.0	 	0
1	15	62784.0	62784.0	62784.0	0	 	0
1	16	29640.0	29640.0	29640.0	0	 	0
2	0	100272.0	100272.0	100272.0	0	 	0
2	1	143232.0	143232.0	143232.0	0	 	0
2	3	102984.0	102984.0	102984.0	0	 	0
2	4	22008.0	22008.0	22008.0	0	 	0
2	5	110748.0	110208.0	110208.0	0	 	540.0
2	6	109344.0	109344.0	109344.0	0	 	0
2	7	156792.0	156792.0	156792.0	0	 	0
2	8	203976.0	203976.0	203976.0	0	 	0
2	9	146232.0	146232.0	146232.0	0	 	0
2	10	51936.0	51936.0	51936.0	0	 	0
2	11	172680.0	172680.0	172680.0	0	 	0
2	12	79320.0	79320.0	79320.0	0	 	0
2	13	73224.0	73224.0	73224.0	0	 	0
2	14	76632.0	77712.0	76629.0	0	 	3.0
2	15	55728.0	55728.0	55728.0	0	 	0
2	16	33984.0	33984.0	33984.0	0	 	0
3	0	88608.0	88608.0	88608.0	0	 	0
3	1	76824.0	79008.0	76823.0	0	 	1.0
3	2	42792.0	42792.0	42792.0	0	 	0
3	4	35472.0	35472.0	35472.0	0	 	0
3	5	186984.0	186984.0	186984.0	0	 	0
3	6	102100.0	105528.0	102100.0	0	 	0
3	7	185784.0	185784.0	185784.0	0	 	0
3	8	195288.0	195288.0	195288.0	0	 	0
3	9	19680.0	19680.0	19680.0	0	 	0
3	10	179184.0	179184.0	179184.0	0	 	0
3	11	34968.0	34968.0	34968.0	0	 	0
3	12	61296.0	61296.0	61296.0	0	 	0
3	13	112272.0	112272.0	112272.0	0	 	0
3	14	2040.0	2040.0	2040.0	0	 	0
3	15	16296.0	16296.0	16296.0	0	 	0
3	16	145776.0	145776.0	145776.0	0	 	0
4	0	164904.0	164904.0	164904.0	0	 	0
4	1	176974.0	178920.0	176973.0	0	 	1.0
4	2	190152.0	190152.0	190152.0	0	 	0
4	3	30888.0	30888.0	30888.0	0	 	0
4	5	172704.0	172704.0	172704.0	0	 	0
4	6	134208.0	134208.0	134208.0	0	 	0
4	7	179568.0	179568.0	179568.0	0	 	0
4	8	81120.0	81120.0	81120.0	0	 	0
4	9	36504.0	36504.0	36504.0	0	 	0
4	10	119640.0	119640.0	119640.0	0	 	0
4	11	83328.0	83328.0	83328.0	0	 	0
4	12	90000.0	90000.0	90000.0	0	 	0
4	13	111072.0	111072.0	111072.0	0	 	0
4	14	38208.0	38208.0	38208.0	0	 	0
4	15	173904.0	173904.0	173904.0	0	 	0
4	16	34200.0	34200.0	34200.0	0	 	0
5	0	208138.0	187512.0	187512.0	0	 	20626.0
5	1	81096.0	81096.0	81096.0	0	 	0
5	2	6384.0	6384.0	6384.0	0	 	0
5	3	135378.0	134136.0	137131.0	1753.0	 	0
5	4	70488.0	70488.0	70488.0	0	 	0
5	6	100848.0	100848.0	100848.0	0	 	0
5	7	74832.0	74832.0	74832.0	0	 	0
5	8	3432.0	3432.0	3432.0	0	 	0
5	9	181464.0	181464.0	181464.0	0	 	0
5	10	124296.0	124296.0	124296.0	0	 	0
5	11	73008.0	73008.0	73008.0	0	 	0
5	12	88440.0	88440.0	88440.0	0	 	0
5	13	149664.0	149664.0	149664.0	0	 	0
5	14	58380.0	57264.0	58379.0	0	 	1.0
5	15	23952.0	23952.0	23952.0	0	 	0
5	16	78408.0	78408.0	78408.0	0	 	0
6	0	17760.0	17760.0	17760.0	0	 	0
6	1	187146.0	179448.0	168600.0	0	 	18546.0
6	2	16032.0	16032.0	16032.0	0	 	0
6	3	196464.0	196464.0	196464.0	0	 	0
6	4	158496.0	158496.0	158496.0	0	 	0
6	5	152040.0	152040.0	152040.0	0	 	0
6	7	170016.0	170016.0	170016.0	0	 	0
6	8	154200.0	154200.0	154200.0	0	 	0
6	9	121368.0	121368.0	121368.0	0	 	0
6	10	67200.0	67200.0	67200.0	0	 	0
6	11	115608.0	115608.0	115608.0	0	 	0
6	12	109680.0	109680.0	109680.0	0	 	0
6	13	184080.0	184080.0	184080.0	0	 	0
6	14	199728.0	199728.0	199728.0	0	 	0
6	15	4296.0	4296.0	4296.0	0	 	0
6	16	19636.0	20472.0	21078.0	1442.0	 	0
7	0	102384.0	102384.0	102384.0	0	 	0
7	1	119736.0	119736.0	119736.0	0	 	0
7	2	187092.0	168552.0	168552.0	0	 	18540.0
7	3	20100.0	22584.0	22584.0	2484.0	 	0
7	4	49440.0	49440.0	49440.0	0	 	0
7	5	117264.0	117264.0	117264.0	0	 	0
7	6	192706.0	191400.0	208269.0	15563.0	 	0
7	8	7752.0	7752.0	7752.0	0	 	0
7	9	150288.0	150288.0	150288.0	0	 	0
7	10	170520.0	170520.0	170520.0	0	 	0
7	11	111912.0	111912.0	111912.0	0	 	0
7	12	188530.0	200064.0	188529.0	0	 	1.0
7	13	35448.0	35448.0	35448.0	0	 	0
7	14	40032.0	41184.0	42152.0	2120.0	 	0
7	15	122616.0	122616.0	122616.0	0	 	0
7	16	31464.0	31464.0	31464.0	0	 	0
