-----------------------------------------------------
-----     Resultados para Ejemplo Peque   -----
-----------------------------------------------------

Parametro Deficit (alfa): 1.0
Parametro Exceso (beta):  1.0
Parametro de probabilidades (epsilon): 0.0
CPU time: 7.163
p	q	g Estimada	g Exacta	g Referencia	Deficit	Exceso
0	1	263664.0	263664.0	263664.0	0	 	0
0	2	49632.0	49632.0	49632.0	0	 	0
0	3	236352.0	236352.0	236352.0	0	 	0
0	4	162020.0	166320.0	162018.0	0	 	2.0
0	5	326160.0	326160.0	326160.0	0	 	0
0	6	104632.0	115680.0	104626.0	0	 	6.0
0	7	96576.0	96576.0	96576.0	0	 	0
0	8	183792.0	183792.0	183792.0	0	 	0
0	9	130664.0	135312.0	130664.0	0	 	0
0	10	340032.0	340032.0	340032.0	0	 	0
0	11	263664.0	263664.0	263664.0	0	 	0
0	12	68496.0	68496.0	68496.0	0	 	0
0	13	111312.0	111312.0	111312.0	0	 	0
0	14	89664.0	89664.0	89664.0	0	 	0
1	0	163920.0	163920.0	163920.0	0	 	0
1	2	189840.0	189840.0	189840.0	0	 	0
1	3	286128.0	286128.0	286128.0	0	 	0
1	4	40032.0	40032.0	40032.0	0	 	0
1	5	96960.0	91632.0	97279.0	319.0	 	0
1	6	136560.0	136560.0	136560.0	0	 	0
1	7	52992.0	52992.0	52992.0	0	 	0
1	8	190320.0	190320.0	190320.0	0	 	0
1	9	258624.0	258624.0	258624.0	0	 	0
1	10	112944.0	112944.0	112944.0	0	 	0
1	11	261408.0	261408.0	261408.0	0	 	0
1	12	432.0	432.0	432.0	0	 	0
1	13	272064.0	272064.0	272064.0	0	 	0
1	14	4704.0	4704.0	4704.0	0	 	0
2	0	255840.0	255840.0	255840.0	0	 	0
2	1	47472.0	47472.0	47472.0	0	 	0
2	3	263232.0	263232.0	263232.0	0	 	0
2	4	206064.0	206064.0	206064.0	0	 	0
2	5	273360.0	273360.0	273360.0	0	 	0
2	6	76080.0	76080.0	76080.0	0	 	0
2	7	42680.0	47952.0	47952.0	5272.0	 	0
2	8	228864.0	228864.0	228864.0	0	 	0
2	9	26592.0	26592.0	26592.0	0	 	0
2	10	17520.0	17520.0	17520.0	0	 	0
2	11	55488.0	55488.0	55488.0	0	 	0
2	12	210720.0	210720.0	210720.0	0	 	0
2	13	213936.0	213936.0	213936.0	0	 	0
2	14	357552.0	357552.0	357552.0	0	 	0
3	0	54960.0	54960.0	54960.0	0	 	0
3	1	107664.0	107664.0	107664.0	0	 	0
3	2	302688.0	302688.0	302688.0	0	 	0
3	4	100176.0	109440.0	100174.0	0	 	2.0
3	5	306768.0	306768.0	306768.0	0	 	0
3	6	292896.0	292896.0	292896.0	0	 	0
3	7	54528.0	54528.0	54528.0	0	 	0
3	8	339044.0	340032.0	339042.0	0	 	2.0
3	9	99072.0	99072.0	99072.0	0	 	0
3	10	359816.0	357840.0	369663.0	9847.0	 	0
3	11	100292.0	101280.0	101280.0	988.0	 	0
3	12	318672.0	318672.0	318672.0	0	 	0
3	13	221568.0	221568.0	221568.0	0	 	0
3	14	318432.0	318432.0	318432.0	0	 	0
4	0	122544.0	110400.0	110400.0	0	 	12144.0
4	1	18144.0	18144.0	18144.0	0	 	0
4	2	339020.0	346464.0	339020.0	0	 	0
4	3	311712.0	311712.0	311712.0	0	 	0
4	5	309360.0	309360.0	309360.0	0	 	0
4	6	213936.0	213936.0	213936.0	0	 	0
4	7	227040.0	227040.0	227040.0	0	 	0
4	8	248304.0	248304.0	248304.0	0	 	0
4	9	273360.0	273360.0	273360.0	0	 	0
4	10	359088.0	359088.0	359088.0	0	 	0
4	11	3648.0	3648.0	3648.0	0	 	0
4	12	265056.0	265056.0	265056.0	0	 	0
4	13	207456.0	207456.0	207456.0	0	 	0
4	14	102672.0	102672.0	102672.0	0	 	0
5	0	186960.0	186960.0	186960.0	0	 	0
5	1	271728.0	271728.0	271728.0	0	 	0
5	2	8512.0	8544.0	8505.0	0	 	7.0
5	3	241392.0	241392.0	241392.0	0	 	0
5	4	238836.0	257328.0	238833.0	0	 	3.0
5	6	105552.0	105552.0	105552.0	0	 	0
5	7	65328.0	65328.0	65328.0	0	 	0
5	8	79392.0	79392.0	79392.0	0	 	0
5	9	341576.0	332688.0	351509.0	9933.0	 	0
5	10	305636.0	310080.0	310080.0	4444.0	 	0
5	11	335088.0	335088.0	335088.0	0	 	0
5	12	87792.0	87792.0	87792.0	0	 	0
5	13	308352.0	308352.0	308352.0	0	 	0
5	14	115824.0	115824.0	115824.0	0	 	0
6	0	240720.0	235392.0	240718.0	0	 	2.0
6	1	132672.0	132672.0	132672.0	0	 	0
6	2	304792.0	323760.0	304785.0	0	 	7.0
6	3	295344.0	295344.0	295344.0	0	 	0
6	4	65856.0	65856.0	65856.0	0	 	0
6	5	142080.0	142080.0	142080.0	0	 	0
6	7	86880.0	86880.0	86880.0	0	 	0
6	8	342528.0	342528.0	342528.0	0	 	0
6	9	331112.0	331152.0	331105.0	0	 	7.0
6	10	280364.0	283008.0	283008.0	2644.0	 	0
6	11	175920.0	175920.0	175920.0	0	 	0
6	12	336480.0	336480.0	336480.0	0	 	0
